stock_code,snapshot_at,price,open,high,low,volume
3685,2026-07-27 12:24:43,37.79999923706055,40.099998474121094,40.099998474121094,37.70000076293945,1114216
2425,2026-07-27 12:24:43,45.95000076293945,46.5,47.599998474121094,45.20000076293945,4215130
2615,2026-07-27 12:24:43,83.5999984741211,86.0,86.0,83.0,7225446
9921,2026-07-27 12:24:43,84.9000015258789,88.69999694824219,88.69999694824219,84.80000305175781,1579074
5388,2026-07-27 12:24:43,91.30000305175781,89.80000305175781,94.69999694824219,89.69999694824219,8135164
2886,2026-07-27 12:24:43,49.650001525878906,49.0,49.75,48.29999923706055,21104380
2905,2026-07-27 12:24:43,16.100000381469727,16.149999618530273,16.25,15.949999809265137,866244
2006,2026-07-27 12:24:43,72.80000305175781,71.80000305175781,73.0999984741211,71.5999984741211,2017564
6243,2026-07-27 12:24:43,51.29999923706055,54.900001525878906,55.5,50.599998474121094,11878970
4749,2026-07-27 12:24:43,766.0,779.0,789.0,764.0,403092
6015,2026-07-27 12:24:43,15.850000381469727,16.200000762939453,16.200000762939453,15.800000190734863,937363
1808,2026-07-27 12:24:43,32.099998474121094,32.45000076293945,32.45000076293945,31.899999618530273,345750
3376,2026-07-27 12:24:43,182.0,186.0,188.5,181.0,2044450
4755,2026-07-27 12:24:43,112.5,116.0,116.0,112.0,308303
2233,2026-07-27 12:24:43,200.5,204.0,206.5,196.0,284525
4722,2026-07-27 12:24:43,199.0,204.5,209.5,198.0,599545
4927,2026-07-27 12:24:43,33.400001525878906,34.25,34.29999923706055,33.150001525878906,1260586
3339,2026-07-27 12:24:43,34.5,34.0,35.29999923706055,33.70000076293945,185063
3583,2026-07-27 12:24:43,727.0,715.0,745.0,703.0,617250
4772,2026-07-27 12:24:43,236.0,232.0,241.5,230.0,372673
6244,2026-07-27 12:24:43,23.25,24.850000381469727,24.850000381469727,23.100000381469727,4044523
4919,2026-07-27 12:24:43,128.0,136.0,136.0,127.0,4071922
