stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-08-27,69394197,0,0,117541029,186935226
00685L,2026-08-27,3179000,0,0,99051067,102230067
00631L,2026-08-27,9356029,0,0,78156694,87512723
00981A,2026-08-27,30328991,0,0,18264361,48593352
00407A,2026-08-27,5485352,0,0,28259246,33744598
2408,2026-08-27,30133530,0,711475,2225601,33070606
00405A,2026-08-27,-1525699,0,0,32556869,31031170
2344,2026-08-27,30131889,0,-295194,711237,30547932
0056,2026-08-27,6291712,0,0,20953876,27245588
00991A,2026-08-27,10512467,0,0,14742200,25254667
0050,2026-08-27,7029157,0,610000,14315407,21954564
1301,2026-08-27,21638583,0,0,225071,21863654
00992A,2026-08-27,13820100,0,0,7758461,21578561
009816,2026-08-27,2171644,0,0,18945560,21117204
2889,2026-08-27,19029494,0,0,-15000,19014494
2317,2026-08-27,18248973,0,-117203,476360,18608130
1314,2026-08-27,14070653,0,0,752096,14822749
2634,2026-08-27,11938599,0,-15000,2661594,14585193
00400A,2026-08-27,13974500,0,0,308709,14283209
1717,2026-08-27,11851510,0,1000,1281089,13133599
2371,2026-08-27,12343831,0,0,678262,13022093
2801,2026-08-27,13000441,0,-371000,96768,12726209
1326,2026-08-27,11401247,0,0,763225,12164472
2892,2026-08-27,11490477,0,-44732,26461,11472206
6116,2026-08-27,10679972,0,0,12023,10691995
2354,2026-08-27,9540587,0,-7000,958992,10492579
1504,2026-08-27,8977437,0,12000,289224,9278661
00940,2026-08-27,-190000,0,0,8926514,8736514
00988A,2026-08-27,6285600,0,0,2245000,8530600
2313,2026-08-27,7049398,0,30000,967239,8046637
2337,2026-08-27,7632375,0,-162000,261309,7731684
2609,2026-08-27,7193616,0,-16223,509551,7686944
00922,2026-08-27,-129000,0,0,7627020,7498020
6505,2026-08-27,6864076,0,-421,378819,7242474
00929,2026-08-27,6133016,0,0,1101926,7234942
6269,2026-08-27,6524878,0,0,690545,7215423
1605,2026-08-27,6838422,0,3867,-178245,6664044
00982A,2026-08-27,8675000,0,0,-2074443,6600557
2886,2026-08-27,7301735,0,-32598,-730660,6538477
5880,2026-08-27,5932342,0,-2938,50000,5979404
00900,2026-08-27,774000,0,2500000,2703879,5977879
2890,2026-08-27,6435398,0,-138289,-916642,5380467
1303,2026-08-27,146862,0,4555192,563451,5265505
2421,2026-08-27,5005486,0,1000,85300,5091786
00680L,2026-08-27,-1000,0,0,4907993,4906993
3189,2026-08-27,3819059,0,392000,556723,4767782
0052,2026-08-27,3316934,0,50000,1365755,4732689
3376,2026-08-27,3868657,0,0,746594,4615251
00999A,2026-08-27,-1292000,0,0,5883343,4591343
2351,2026-08-27,3997197,0,322000,235842,4555039
2330,2026-08-27,4500595,0,-265464,157501,4392632
00990A,2026-08-27,2085100,0,0,2275473,4360573
9907,2026-08-27,4299380,0,-16000,38000,4321380
2382,2026-08-27,3500349,0,-25308,826155,4301196
2887,2026-08-27,3099430,0,1813611,-624937,4288104
1608,2026-08-27,4034961,0,-9000,180983,4206944
2426,2026-08-27,4310616,0,0,-191932,4118684
009821,2026-08-27,1167000,0,0,2659247,3826247
2897,2026-08-27,3956000,0,0,-214000,3742000
1409,2026-08-27,3427608,0,2000,182453,3612061
1513,2026-08-27,3340186,0,-102000,346086,3584272
6168,2026-08-27,3418873,0,0,819,3419692
4958,2026-08-27,3189753,0,-578992,699040,3309801
2603,2026-08-27,8084773,0,-5314799,482463,3252437
2464,2026-08-27,2683337,0,0,391319,3074656
2392,2026-08-27,2902844,0,1000,148533,3052377
3714,2026-08-27,2860943,0,0,183278,3044221
2885,2026-08-27,3443461,0,-27176,-383330,3032955
00960,2026-08-27,56050,0,0,2891315,2947365
00984A,2026-08-27,1522000,0,0,1418135,2940135
3042,2026-08-27,2786480,0,-1000,18445,2803925
00993A,2026-08-27,1709000,0,0,885090,2594090
2606,2026-08-27,2478602,0,-2000,44700,2521302
9105,2026-08-27,2483000,0,0,-46566,2436434
00881,2026-08-27,2079075,0,0,351212,2430287
00997A,2026-08-27,-742000,0,0,3044724,2302724
2812,2026-08-27,2329000,0,-6000,-26000,2297000
1313,2026-08-27,2217505,0,0,26399,2243904
00996A,2026-08-27,135000,0,0,2105458,2240458
00885,2026-08-27,1225000,0,0,810940,2035940
1216,2026-08-27,2443783,0,-64813,-363297,2015673
2883,2026-08-27,9279077,0,-6276151,-1004763,1998163
2845,2026-08-27,1874536,0,-3000,60000,1931536
3045,2026-08-27,2231616,0,-48466,-292396,1890754
00663L,2026-08-27,295000,0,0,1578390,1873390
1718,2026-08-27,1905646,0,-20000,-51307,1834339
2455,2026-08-27,747926,0,-24000,1066220,1790146
1710,2026-08-27,1754986,0,0,27595,1782581
2637,2026-08-27,1689112,0,-6000,79605,1762717
1434,2026-08-27,1736566,0,1000,20883,1758449
8103,2026-08-27,1847246,0,0,-90671,1756575
00980A,2026-08-27,81390,0,0,1662552,1743942
00688L,2026-08-27,-214000,0,0,1947997,1733997
8039,2026-08-27,1613976,0,107000,9536,1730512
2328,2026-08-27,1582320,0,0,110176,1692496
00995A,2026-08-27,1259000,0,0,337833,1596833
6226,2026-08-27,1610663,0,-2000,-14381,1594282
3706,2026-08-27,1486350,0,-1000,51185,1536535
4540,2026-08-27,1509292,0,0,891,1510183
8271,2026-08-27,1415853,0,0,73252,1489105
2515,2026-08-27,1363075,0,0,52000,1415075
6443,2026-08-27,1245090,0,0,72000,1317090
6456,2026-08-27,1150706,0,0,158423,1309129
009820,2026-08-27,128100,0,0,1121315,1249415
2491,2026-08-27,1231000,0,-1000,-3967,1226033
6005,2026-08-27,1226728,0,-8000,0,1218728
1310,2026-08-27,1196780,0,0,9875,1206655
1102,2026-08-27,1585686,0,-6417,-372933,1206336
3006,2026-08-27,940186,0,-20000,253485,1173671
3406,2026-08-27,1172909,0,-22000,11692,1162601
2855,2026-08-27,1205100,0,-49200,0,1155900
2355,2026-08-27,973708,0,0,151233,1124941
2208,2026-08-27,1095885,0,0,5000,1100885
8033,2026-08-27,1050436,0,-3000,46279,1093715
