stock_code,data_date,tier,holders,shares,pct
000218,2026-08-28,1,0,0,0.0
000218,2026-08-28,2,0,0,0.0
000218,2026-08-28,3,0,0,0.0
000218,2026-08-28,4,0,0,0.0
000218,2026-08-28,5,0,0,0.0
000218,2026-08-28,6,0,0,0.0
000218,2026-08-28,7,0,0,0.0
000218,2026-08-28,8,0,0,0.0
000218,2026-08-28,9,0,0,0.0
000218,2026-08-28,10,0,0,0.0
000218,2026-08-28,11,0,0,0.0
000218,2026-08-28,12,0,0,0.0
000218,2026-08-28,13,0,0,0.0
000218,2026-08-28,14,0,0,0.0
000218,2026-08-28,15,1,422278902,100.0
000218,2026-08-28,16,0,0,0.0
000218,2026-08-28,17,1,422278902,100.0
000560,2026-08-28,1,0,0,0.0
000560,2026-08-28,2,0,0,0.0
000560,2026-08-28,3,0,0,0.0
000560,2026-08-28,4,0,0,0.0
000560,2026-08-28,5,0,0,0.0
000560,2026-08-28,6,0,0,0.0
000560,2026-08-28,7,0,0,0.0
000560,2026-08-28,8,0,0,0.0
000560,2026-08-28,9,0,0,0.0
000560,2026-08-28,10,0,0,0.0
000560,2026-08-28,11,0,0,0.0
000560,2026-08-28,12,0,0,0.0
000560,2026-08-28,13,0,0,0.0
000560,2026-08-28,14,0,0,0.0
000560,2026-08-28,15,1,29700000,100.0
000560,2026-08-28,16,0,0,0.0
000560,2026-08-28,17,1,29700000,100.0
000708,2026-08-28,1,0,0,0.0
000708,2026-08-28,2,0,0,0.0
000708,2026-08-28,3,0,0,0.0
000708,2026-08-28,4,0,0,0.0
000708,2026-08-28,5,0,0,0.0
000708,2026-08-28,6,0,0,0.0
000708,2026-08-28,7,0,0,0.0
000708,2026-08-28,8,0,0,0.0
000708,2026-08-28,9,0,0,0.0
000708,2026-08-28,10,0,0,0.0
000708,2026-08-28,11,0,0,0.0
000708,2026-08-28,12,0,0,0.0
000708,2026-08-28,13,0,0,0.0
000708,2026-08-28,14,0,0,0.0
000708,2026-08-28,15,1,20200000,100.0
000708,2026-08-28,16,0,0,0.0
000708,2026-08-28,17,1,20200000,100.0
000779,2026-08-28,1,0,0,0.0
000779,2026-08-28,2,0,0,0.0
000779,2026-08-28,3,0,0,0.0
000779,2026-08-28,4,0,0,0.0
000779,2026-08-28,5,0,0,0.0
000779,2026-08-28,6,0,0,0.0
000779,2026-08-28,7,0,0,0.0
000779,2026-08-28,8,0,0,0.0
000779,2026-08-28,9,0,0,0.0
000779,2026-08-28,10,0,0,0.0
000779,2026-08-28,11,0,0,0.0
000779,2026-08-28,12,0,0,0.0
000779,2026-08-28,13,0,0,0.0
000779,2026-08-28,14,0,0,0.0
000779,2026-08-28,15,1,1150000000,100.0
000779,2026-08-28,16,0,0,0.0
000779,2026-08-28,17,1,1150000000,100.0
000815,2026-08-28,1,0,0,0.0
000815,2026-08-28,2,0,0,0.0
000815,2026-08-28,3,0,0,0.0
000815,2026-08-28,4,0,0,0.0
000815,2026-08-28,5,0,0,0.0
000815,2026-08-28,6,0,0,0.0
000815,2026-08-28,7,0,0,0.0
000815,2026-08-28,8,0,0,0.0
000815,2026-08-28,9,0,0,0.0
000815,2026-08-28,10,0,0,0.0
000815,2026-08-28,11,0,0,0.0
000815,2026-08-28,12,0,0,0.0
000815,2026-08-28,13,0,0,0.0
000815,2026-08-28,14,0,0,0.0
000815,2026-08-28,15,1,2505407068,100.0
000815,2026-08-28,16,0,0,0.0
000815,2026-08-28,17,1,2505407068,100.0
000856,2026-08-28,1,0,0,0.0
000856,2026-08-28,2,0,0,0.0
000856,2026-08-28,3,0,0,0.0
000856,2026-08-28,4,0,0,0.0
000856,2026-08-28,5,0,0,0.0
000856,2026-08-28,6,0,0,0.0
000856,2026-08-28,7,0,0,0.0
000856,2026-08-28,8,0,0,0.0
000856,2026-08-28,9,0,0,0.0
000856,2026-08-28,10,0,0,0.0
000856,2026-08-28,11,0,0,0.0
000856,2026-08-28,12,0,0,0.0
000856,2026-08-28,13,0,0,0.0
000856,2026-08-28,14,0,0,0.0
000856,2026-08-28,15,1,323400000,100.0
000856,2026-08-28,16,0,0,0.0
000856,2026-08-28,17,1,323400000,100.0
00400A,2026-08-28,1,13428,3684175,0.18
00400A,2026-08-28,2,68506,166716534,8.43
00400A,2026-08-28,3,21418,184474353,9.33
00400A,2026-08-28,4,7010,91924175,4.65
00400A,2026-08-28,5,6717,128336173,6.49
00400A,2026-08-28,6,5793,154719440,7.82
00400A,2026-08-28,7,2647,96593016,4.88
00400A,2026-08-28,8,2706,130039484,6.58
00400A,2026-08-28,9,3963,301918896,15.27
00400A,2026-08-28,10,1535,221313673,11.19
00400A,2026-08-28,11,467,132579600,6.7
00400A,2026-08-28,12,109,53196711,2.69
00400A,2026-08-28,13,26,18363011,0.92
00400A,2026-08-28,14,26,23717000,1.2
00400A,2026-08-28,15,51,268563759,13.59
00400A,2026-08-28,16,0,0,0.0
00400A,2026-08-28,17,134402,1976140000,100.0
00401A,2026-08-28,1,1504,370530,0.15
00401A,2026-08-28,2,9811,23675346,9.91
00401A,2026-08-28,3,2981,26744903,11.19
00401A,2026-08-28,4,693,9223585,3.86
00401A,2026-08-28,5,855,16641276,6.96
00401A,2026-08-28,6,623,17204207,7.2
00401A,2026-08-28,7,235,8761723,3.66
00401A,2026-08-28,8,350,17199070,7.19
00401A,2026-08-28,9,422,34054829,14.25
00401A,2026-08-28,10,105,15467134,6.47
00401A,2026-08-28,11,35,10325000,4.32
00401A,2026-08-28,12,9,4216458,1.76
00401A,2026-08-28,13,3,2255000,0.94
00401A,2026-08-28,14,2,1987095,0.83
00401A,2026-08-28,15,17,50768844,21.25
00401A,2026-08-28,16,0,0,0.0
00401A,2026-08-28,17,17645,238895000,100.0
00402A,2026-08-28,1,2157,609734,0.08
00402A,2026-08-28,2,25830,67058580,9.45
00402A,2026-08-28,3,8887,79583345,11.22
00402A,2026-08-28,4,2298,30480465,4.29
00402A,2026-08-28,5,2771,53984503,7.61
00402A,2026-08-28,6,2055,56644348,7.98
00402A,2026-08-28,7,685,25411335,3.58
00402A,2026-08-28,8,1107,54481258,7.68
00402A,2026-08-28,9,1194,98815733,13.93
