stock_code,data_date,tier,holders,shares,pct
000218,2026-09-11,1,0,0,0.0
000218,2026-09-11,2,0,0,0.0
000218,2026-09-11,3,0,0,0.0
000218,2026-09-11,4,0,0,0.0
000218,2026-09-11,5,0,0,0.0
000218,2026-09-11,6,0,0,0.0
000218,2026-09-11,7,0,0,0.0
000218,2026-09-11,8,0,0,0.0
000218,2026-09-11,9,0,0,0.0
000218,2026-09-11,10,0,0,0.0
000218,2026-09-11,11,0,0,0.0
000218,2026-09-11,12,0,0,0.0
000218,2026-09-11,13,0,0,0.0
000218,2026-09-11,14,0,0,0.0
000218,2026-09-11,15,1,422278902,100.0
000218,2026-09-11,16,0,0,0.0
000218,2026-09-11,17,1,422278902,100.0
000560,2026-09-11,1,0,0,0.0
000560,2026-09-11,2,0,0,0.0
000560,2026-09-11,3,0,0,0.0
000560,2026-09-11,4,0,0,0.0
000560,2026-09-11,5,0,0,0.0
000560,2026-09-11,6,0,0,0.0
000560,2026-09-11,7,0,0,0.0
000560,2026-09-11,8,0,0,0.0
000560,2026-09-11,9,0,0,0.0
000560,2026-09-11,10,0,0,0.0
000560,2026-09-11,11,0,0,0.0
000560,2026-09-11,12,0,0,0.0
000560,2026-09-11,13,0,0,0.0
000560,2026-09-11,14,0,0,0.0
000560,2026-09-11,15,1,29700000,100.0
000560,2026-09-11,16,0,0,0.0
000560,2026-09-11,17,1,29700000,100.0
000708,2026-09-11,1,0,0,0.0
000708,2026-09-11,2,0,0,0.0
000708,2026-09-11,3,0,0,0.0
000708,2026-09-11,4,0,0,0.0
000708,2026-09-11,5,0,0,0.0
000708,2026-09-11,6,0,0,0.0
000708,2026-09-11,7,0,0,0.0
000708,2026-09-11,8,0,0,0.0
000708,2026-09-11,9,0,0,0.0
000708,2026-09-11,10,0,0,0.0
000708,2026-09-11,11,0,0,0.0
000708,2026-09-11,12,0,0,0.0
000708,2026-09-11,13,0,0,0.0
000708,2026-09-11,14,0,0,0.0
000708,2026-09-11,15,1,20200000,100.0
000708,2026-09-11,16,0,0,0.0
000708,2026-09-11,17,1,20200000,100.0
000779,2026-09-11,1,0,0,0.0
000779,2026-09-11,2,0,0,0.0
000779,2026-09-11,3,0,0,0.0
000779,2026-09-11,4,0,0,0.0
000779,2026-09-11,5,0,0,0.0
000779,2026-09-11,6,0,0,0.0
000779,2026-09-11,7,0,0,0.0
000779,2026-09-11,8,0,0,0.0
000779,2026-09-11,9,0,0,0.0
000779,2026-09-11,10,0,0,0.0
000779,2026-09-11,11,0,0,0.0
000779,2026-09-11,12,0,0,0.0
000779,2026-09-11,13,0,0,0.0
000779,2026-09-11,14,0,0,0.0
000779,2026-09-11,15,1,1150000000,100.0
000779,2026-09-11,16,0,0,0.0
000779,2026-09-11,17,1,1150000000,100.0
000815,2026-09-11,1,0,0,0.0
000815,2026-09-11,2,0,0,0.0
000815,2026-09-11,3,0,0,0.0
000815,2026-09-11,4,0,0,0.0
000815,2026-09-11,5,0,0,0.0
000815,2026-09-11,6,0,0,0.0
000815,2026-09-11,7,0,0,0.0
000815,2026-09-11,8,0,0,0.0
000815,2026-09-11,9,0,0,0.0
000815,2026-09-11,10,0,0,0.0
000815,2026-09-11,11,0,0,0.0
000815,2026-09-11,12,0,0,0.0
000815,2026-09-11,13,0,0,0.0
000815,2026-09-11,14,0,0,0.0
000815,2026-09-11,15,1,2505407068,100.0
000815,2026-09-11,16,0,0,0.0
000815,2026-09-11,17,1,2505407068,100.0
000856,2026-09-11,1,0,0,0.0
000856,2026-09-11,2,0,0,0.0
000856,2026-09-11,3,0,0,0.0
000856,2026-09-11,4,0,0,0.0
000856,2026-09-11,5,0,0,0.0
000856,2026-09-11,6,0,0,0.0
000856,2026-09-11,7,0,0,0.0
000856,2026-09-11,8,0,0,0.0
000856,2026-09-11,9,0,0,0.0
000856,2026-09-11,10,0,0,0.0
000856,2026-09-11,11,0,0,0.0
000856,2026-09-11,12,0,0,0.0
000856,2026-09-11,13,0,0,0.0
000856,2026-09-11,14,0,0,0.0
000856,2026-09-11,15,1,323400000,100.0
000856,2026-09-11,16,0,0,0.0
000856,2026-09-11,17,1,323400000,100.0
00400A,2026-09-11,1,14617,3864383,0.2
00400A,2026-09-11,2,67992,164923640,8.68
00400A,2026-09-11,3,21120,181587320,9.55
00400A,2026-09-11,4,6845,89412831,4.7
00400A,2026-09-11,5,6586,125822795,6.62
00400A,2026-09-11,6,5710,152175087,8.01
00400A,2026-09-11,7,2590,94388771,4.96
00400A,2026-09-11,8,2626,126323744,6.64
00400A,2026-09-11,9,3869,294968003,15.52
00400A,2026-09-11,10,1490,215035179,11.31
00400A,2026-09-11,11,464,132472553,6.97
00400A,2026-09-11,12,104,50952388,2.68
00400A,2026-09-11,13,30,21217650,1.11
00400A,2026-09-11,14,23,21331000,1.12
00400A,2026-09-11,15,47,225167656,11.85
00400A,2026-09-11,16,1,3000,0.0
00400A,2026-09-11,17,134113,1899640000,100.0
00401A,2026-09-11,1,1558,374189,0.15
00401A,2026-09-11,2,9651,23166630,9.73
00401A,2026-09-11,3,2955,26306678,11.05
00401A,2026-09-11,4,751,9861191,4.14
00401A,2026-09-11,5,869,16862782,7.08
00401A,2026-09-11,6,617,16942766,7.12
00401A,2026-09-11,7,246,9081382,3.81
00401A,2026-09-11,8,360,17616863,7.4
00401A,2026-09-11,9,450,36481767,15.33
00401A,2026-09-11,10,123,18326952,7.7
00401A,2026-09-11,11,39,11550434,4.85
00401A,2026-09-11,12,10,4677094,1.96
00401A,2026-09-11,13,1,667000,0.28
00401A,2026-09-11,14,5,4634000,1.94
00401A,2026-09-11,15,16,44209272,18.58
00401A,2026-09-11,16,1,2864000,1.2
00401A,2026-09-11,17,17651,237895000,100.0
00402A,2026-09-11,1,2140,613448,0.08
00402A,2026-09-11,2,25192,65386827,9.25
00402A,2026-09-11,3,8727,77996867,11.04
00402A,2026-09-11,4,2297,30475182,4.31
00402A,2026-09-11,5,2726,53066649,7.51
00402A,2026-09-11,6,2053,56462859,7.99
00402A,2026-09-11,7,673,24852395,3.51
00402A,2026-09-11,8,1087,53408567,7.56
00402A,2026-09-11,9,1185,97937129,13.86
00402A,2026-09-11,10,390,60485551,8.56
00402A,2026-09-11,11,121,35933183,5.08
00402A,2026-09-11,12,54,27368001,3.87
00402A,2026-09-11,13,13,9048504,1.28
00402A,2026-09-11,14,16,15420109,2.18
00402A,2026-09-11,15,19,97671729,13.83
00402A,2026-09-11,16,0,0,0.0
00402A,2026-09-11,17,46693,706127000,100.0
00403A,2026-09-11,1,53600,16096728,0.1
00403A,2026-09-11,2,443426,1144961848,7.53
00403A,2026-09-11,3,162746,1401214144,9.21
00403A,2026-09-11,4,57593,760613686,5.0
00403A,2026-09-11,5,55811,1068410472,7.02
00403A,2026-09-11,6,47996,1284841709,8.45
00403A,2026-09-11,7,22126,812178850,5.34
00403A,2026-09-11,8,21067,1015716278,6.68
