stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-09-23,92159512,0,0,169486732,261646244
00981A,2026-09-23,90253165,0,0,48009815,138262980
00405A,2026-09-23,23102903,0,0,63004195,86107098
00407A,2026-09-23,10155500,0,0,43348443,53503943
00409A,2026-09-23,28982000,0,0,13225504,42207504
00631L,2026-09-23,769880,0,0,32997399,33767279
00402A,2026-09-23,15927000,0,0,15614496,31541496
1101,2026-09-23,30065221,0,-24000,740646,30781867
00991A,2026-09-23,14127390,0,0,15625918,29753308
2408,2026-09-23,29196171,0,-163000,591331,29624502
009828,2026-09-23,49310278,0,0,-23793879,25516399
6770,2026-09-23,24015432,0,-11000,1100160,25104592
009820,2026-09-23,-106000,0,0,21859680,21753680
2610,2026-09-23,14583315,0,5498000,271672,20352987
2618,2026-09-23,11207675,0,7481000,630696,19319371
00988A,2026-09-23,4904075,0,0,7077844,11981919
00992A,2026-09-23,2768379,0,0,7355138,10123517
00673R,2026-09-23,429000,0,0,9300712,9729712
1314,2026-09-23,9221857,0,0,-235366,8986491
00990A,2026-09-23,477309,0,0,8466565,8943874
00997A,2026-09-23,3255000,0,0,5098046,8353046
8150,2026-09-23,9255162,0,-3000,-985966,8266196
00400A,2026-09-23,1751970,0,0,6313214,8065184
2317,2026-09-23,5860754,0,967926,945031,7773711
2344,2026-09-23,10124159,0,-3242000,94013,6976172
2104,2026-09-23,6861889,0,0,56598,6918487
009824,2026-09-23,2112000,0,0,4707001,6819001
2330,2026-09-23,7123363,0,-973707,324168,6473824
3016,2026-09-23,6240402,0,0,38051,6278453
3037,2026-09-23,5946719,0,575000,-892090,5629629
1102,2026-09-23,5215618,0,168000,121291,5504909
00410A,2026-09-23,1736000,0,0,3684866,5420866
00999A,2026-09-23,5012000,0,0,382727,5394727
9904,2026-09-23,4973740,0,96000,41136,5110876
2412,2026-09-23,3633294,0,970000,-12000,4591294
00881,2026-09-23,1251556,0,0,3106705,4358261
8046,2026-09-23,3401458,0,44000,356647,3802105
00685L,2026-09-23,178400,0,0,3562100,3740500
6505,2026-09-23,3215873,0,309000,104369,3629242
00982A,2026-09-23,4110189,0,0,-483619,3626570
00830,2026-09-23,2144565,0,0,1403185,3547750
2337,2026-09-23,3729894,0,-737000,500499,3493393
2347,2026-09-23,3188361,0,223000,3524,3414885
2609,2026-09-23,3211004,0,71000,-37568,3244436
1216,2026-09-23,2806606,0,22000,382316,3210922
9945,2026-09-23,3056661,0,0,147115,3203776
00404A,2026-09-23,-73000,0,0,3153298,3080298
3189,2026-09-23,3762864,0,-183000,-588240,2991624
0052,2026-09-23,-938527,0,0,3906924,2968397
6456,2026-09-23,2600529,0,0,247872,2848401
3605,2026-09-23,2398682,0,534100,-179877,2752905
00994A,2026-09-23,400030,0,0,2261483,2661513
009829,2026-09-23,1092023,0,0,1477913,2569936
2027,2026-09-23,1305254,0,1082000,14829,2402083
3055,2026-09-23,2420889,0,0,-81202,2339687
00993A,2026-09-23,825000,0,0,1498640,2323640
2515,2026-09-23,2287050,0,0,-4038,2283012
1312,2026-09-23,1841293,0,0,380636,2221929
4938,2026-09-23,2321315,0,-300000,148784,2170099
009802,2026-09-23,168059,0,0,1950435,2118494
00401A,2026-09-23,648900,0,0,1371443,2020343
2886,2026-09-23,4641259,0,-3276000,551117,1916376
3576,2026-09-23,1883813,0,100,-1000,1882913
2892,2026-09-23,-1406694,0,3234000,40058,1867364
3711,2026-09-23,4008437,0,-2326000,175742,1858179
2404,2026-09-23,1498076,0,179000,133424,1810500
00680L,2026-09-23,251000,0,0,1557339,1808339
2646,2026-09-23,1793833,0,3000,-2000,1794833
2208,2026-09-23,1790294,0,0,3000,1793294
2313,2026-09-23,1729102,0,-53000,114980,1791082
00940,2026-09-23,-1350990,0,0,3112000,1761010
009827,2026-09-23,7000,0,0,1714331,1721331
2351,2026-09-23,1834684,0,0,-121167,1713517
00987A,2026-09-23,972000,0,0,718033,1690033
2103,2026-09-23,1663717,0,0,22953,1686670
00996A,2026-09-23,890002,0,0,774178,1664180
00909,2026-09-23,1802155,0,0,-148308,1653847
3532,2026-09-23,1458827,0,69000,90479,1618306
1402,2026-09-23,1264037,0,154000,165685,1583722
00408A,2026-09-23,-9000,0,0,1558477,1549477
00984A,2026-09-23,106000,0,0,1385950,1491950
3045,2026-09-23,1316372,0,-15000,150014,1451386
2354,2026-09-23,1370590,0,0,13516,1384106
3042,2026-09-23,235297,0,-145000,1255901,1346198
2855,2026-09-23,1270483,0,-28900,0,1241583
2889,2026-09-23,1250072,0,0,-10621,1239451
00688L,2026-09-23,0,0,0,1224549,1224549
2379,2026-09-23,1104412,0,165000,-47957,1221455
00738U,2026-09-23,0,0,0,1189115,1189115
6526,2026-09-23,927892,0,-1000,215341,1142233
3036,2026-09-23,1478401,0,-357000,15611,1137012
1310,2026-09-23,1114813,0,0,0,1114813
009813,2026-09-23,218000,0,0,891571,1109571
6531,2026-09-23,1032914,0,13400,43656,1089970
2820,2026-09-23,1068196,0,0,20000,1088196
2014,2026-09-23,1083848,0,0,0,1083848
9910,2026-09-23,997151,0,70000,1566,1068717
00983A,2026-09-23,2493872,0,0,-1425939,1067933
009817,2026-09-23,0,0,0,1061252,1061252
00898,2026-09-23,312000,0,0,748571,1060571
00896,2026-09-23,633000,0,0,394782,1027782
00995A,2026-09-23,848100,0,0,169159,1017259
00900,2026-09-23,151111,0,0,863484,1014595
6005,2026-09-23,1008087,0,4000,0,1012087
2353,2026-09-23,-81779,0,113000,957135,988356
009819,2026-09-23,2000,0,0,979699,981699
00923,2026-09-23,184000,0,0,790689,974689
6672,2026-09-23,823233,0,11,94660,917904
00946,2026-09-23,29000,0,0,799276,828276
2455,2026-09-23,-190289,0,-228000,1226284,807995
3032,2026-09-23,812918,0,0,-14751,798167
1727,2026-09-23,717578,0,0,68610,786188
2034,2026-09-23,773054,0,0,10399,783453
1440,2026-09-23,767000,0,0,12000,779000
6153,2026-09-23,772485,0,0,-2656,769829
00706L,2026-09-23,0,0,0,758640,758640
1560,2026-09-23,253366,0,529300,-28527,754139
00882,2026-09-23,-19000,0,0,769468,750468
4904,2026-09-23,-361557,0,946000,153549,737992
1609,2026-09-23,735898,0,0,1397,737295
00915,2026-09-23,46000,0,0,682813,728813
2851,2026-09-23,845000,0,0,-117313,727687
6443,2026-09-23,666200,0,0,4000,670200
2915,2026-09-23,610204,0,0,42327,652531
6205,2026-09-23,644150,0,0,-2795,641355
8021,2026-09-23,465652,0,0,172000,637652
3714,2026-09-23,632271,0,1000,-44,633227
00897,2026-09-23,866000,0,0,-245692,620308
4770,2026-09-23,615998,0,0,-9175,606823
00692,2026-09-23,6010,0,0,593830,599840
6901,2026-09-23,599230,0,0,-16000,583230
6257,2026-09-23,516425,0,-3000,38354,551779
1608,2026-09-23,566613,0,0,-16279,550334
7799,2026-09-23,501684,0,0,48562,550246
009800,2026-09-23,127000,0,0,417706,544706
6189,2026-09-23,557254,0,0,-14074,543180
009821,2026-09-23,91000,0,0,445000,536000
00670L,2026-09-23,-4000,0,0,536482,532482
00885,2026-09-23,142426,0,0,389418,531844
6589,2026-09-23,533000,0,0,-1961,531039
3717,2026-09-23,510000,0,0,12933,522933
2454,2026-09-23,496417,0,-17857,41232,519792
00893,2026-09-23,127000,0,0,390875,517875
4960,2026-09-23,547304,0,0,-60801,486503
00663L,2026-09-23,25000,0,0,454663,479663
2329,2026-09-23,502363,0,0,-25196,477167
1477,2026-09-23,433501,0,38427,4979,476907
00989A,2026-09-23,1366000,0,0,-890000,476000
6805,2026-09-23,-112598,0,590000,-4677,472725
1229,2026-09-23,456423,0,15000,0,471423
1711,2026-09-23,468786,0,0,715,469501
6213,2026-09-23,314842,0,95000,57144,466986
00735,2026-09-23,93020,0,0,371963,464983
4566,2026-09-23,462607,0,0,-3481,459126
2439,2026-09-23,453760,0,0,-548,453212
5608,2026-09-23,446991,0,0,0,446991
4956,2026-09-23,349711,0,0,96025,445736
1905,2026-09-23,400956,0,0,40214,441170
00922,2026-09-23,19500,0,0,421010,440510
3059,2026-09-23,439067,0,0,-1962,437105
00892,2026-09-23,23015,0,0,413152,436167
00894,2026-09-23,20000,0,0,411013,431013
1476,2026-09-23,425764,0,-5000,9470,430234
3443,2026-09-23,452245,0,-29000,-1841,421404
1313,2026-09-23,450898,0,0,-30239,420659
4746,2026-09-23,525500,0,-109000,0,416500
00763U,2026-09-23,10000,0,0,399901,409901
