index_code,trade_date,open,high,low,close,volume
DJI,2026-09-22,52301.921875,52319.01171875,51726.078125,51863.69140625,444772813
NASDAQ,2026-09-22,27161.197265625,27288.791015625,27161.197265625,27244.27734375,8014146000
SOX,2026-09-22,12338.884765625,12708.34375,12338.5224609375,12689.8203125,0
SPX,2026-09-22,7770.81005859375,7782.18994140625,7756.259765625,7764.64013671875,3164537000
TAIEX,2026-09-23,47894.76953125,48341.55859375,47894.76953125,48157.2890625,0
TPEx,2026-09-23,414.8299865722656,417.29998779296875,411.80999755859375,413.760009765625,0
