stock_code,trade_date,ma5,ma10,ma20,ma60,vol_ma5,kd_k,kd_d,macd_dif,macd_macd,macd_osc,rsi6,rsi12,bb_upper,bb_mid,bb_lower,bias20,ma_alignment
1101,2026-07-24,23.899999618530273,23.604999923706053,23.480000019073486,24.100000031789143,21208474.8,71.97167644198647,66.3856538994473,-0.0433656727546996,-0.1557498250047933,0.11238415225009371,54.0830502234714,51.62736722577986,24.48126167596262,23.480000019073486,22.47873836218435,1.3628586785652295,交叉混雜
1102,2026-07-24,32.810000610351565,33.42000045776367,34.63250026702881,34.676666768391925,12081398.6,21.233660241539745,22.01783991856199,-0.6843203396072681,-0.38091606328529803,-0.3034042763219701,30.35036052200438,33.88664618698611,37.509500462466356,34.63250026702881,31.75550007159126,-5.4356464376353655,空排
1103,2026-07-24,13.419999885559083,13.489999961853027,13.482499885559083,13.412499936421712,573291.2,30.573546769660588,42.95912587781088,-0.036379399384006916,0.0054363413438338806,-0.0418157407278408,27.480906103662846,36.86775206081231,13.8169672295373,13.482499885559083,13.148032541580866,-2.4661618383171335,交叉混雜
1104,2026-07-24,26.649999618530273,26.75,26.939999961853026,27.76333335240682,541478.8,27.829398784431923,25.744500738339607,-0.339484248665471,-0.35087503966526756,0.011390790999796563,49.88047377811198,43.78441704264301,27.562050735051912,26.939999961853026,26.31794918865414,-0.5196760393122484,空排
1108,2026-07-24,12.189999771118163,12.66999979019165,13.23999981880188,13.69666666984558,239469.6,5.358737752467288,7.6912892936798904,-0.45038746471663416,-0.30582262968610846,-0.1445648350305257,16.709779259207167,21.798498151858837,14.743889584763792,13.23999981880188,11.736110052839969,-8.232630024085937,空排
1109,2026-07-24,13.84000015258789,14.075,14.3625,14.663333304723103,118222.0,10.167242699313729,17.404397075929175,-0.23343598327519643,-0.1610279492371668,-0.07240803403802964,23.674071897071585,27.146808501741873,15.157798516887823,14.3625,13.567201483112179,-3.9164477581558743,空排
1110,2026-07-24,15.999999618530273,15.939999771118163,15.802499866485595,15.252499930063884,163650.0,60.53524464183431,59.547113118297005,0.16837529641421334,0.17145308983612062,-0.0030777934219072822,52.383719063158956,55.06578360001853,16.33410593963515,15.802499866485595,15.270893793336038,0.9333962602484406,多排
1201,2026-07-24,12.579999732971192,12.584999942779541,12.514999961853027,12.361666663487751,397950.4,41.225694313200826,49.62202812065619,0.036823168708085774,0.04769387999891783,-0.010870711290832058,39.19583737393265,46.74242018809258,12.79802848249772,12.514999961853027,12.231971441208334,-0.5193779687256672,交叉混雜
1203,2026-07-24,47.0,45.78499984741211,44.497500038146974,43.42250003814697,36622.2,83.53752009475545,83.90629684033384,1.0602257421014158,0.7250550631235614,0.33517067897785446,68.16839010591097,68.19287772328539,47.87365077857954,44.497500038146974,41.12134929771441,5.399183067975296,多排
1210,2026-07-24,57.380000305175784,57.650000381469724,57.33000011444092,54.8,1712055.8,37.53251965733121,38.623178932491655,0.6136955781896987,0.7680400433381797,-0.154344465148481,56.828994287574936,57.33043272102237,59.27460117116562,57.33000011444092,55.38539905771622,0.8198135734893144,交叉混雜
1213,2026-07-24,7.438000011444092,7.5299999713897705,7.624499988555908,8.19633333683014,8763.0,50.31198532200454,53.81309502842723,-0.19766960582192983,-0.1994213169968555,0.0017517111749256742,34.888130813071285,36.9726550941953,8.083169550962591,7.624499988555908,7.165830426149225,-5.042956495702864,空排
