stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-09-21,148502669,0,0,150972580,299475249
2409,2026-09-21,235893466,0,-27329,22412688,258278825
00685L,2026-09-21,2632476,0,0,134263471,136895947
00631L,2026-09-21,17019730,0,0,106797833,123817563
00981A,2026-09-21,54185197,0,0,13984143,68169340
009816,2026-09-21,7761702,0,0,33437813,41199515
3481,2026-09-21,33144705,0,-13002,6988283,40119986
00405A,2026-09-21,177931,0,0,39781030,39958961
00407A,2026-09-21,3417988,0,0,30578563,33996551
2883,2026-09-21,24488572,0,579766,-315856,24752482
009820,2026-09-21,3602000,0,0,13800899,17402899
1314,2026-09-21,15575211,0,0,1484565,17059776
6116,2026-09-21,15096160,0,0,451752,15547912
8150,2026-09-21,14263698,0,0,996035,15259733
00400A,2026-09-21,7863750,0,0,6891678,14755428
00991A,2026-09-21,7612307,0,0,6048249,13660556
00671R,2026-09-21,0,0,0,11489100,11489100
00919,2026-09-21,19211270,0,0,-8440398,10770872
00997A,2026-09-21,5271000,0,0,5430416,10701416
00409A,2026-09-21,8377000,0,0,1152529,9529529
009824,2026-09-21,-42900,0,0,9423055,9380155
2371,2026-09-21,8130762,0,-861,299722,8429623
00940,2026-09-21,1008039,0,0,7180996,8189035
00881,2026-09-21,5048387,0,0,3043723,8092110
00404A,2026-09-21,3087100,0,0,4820051,7907151
2449,2026-09-21,2032750,0,4558342,1016586,7607678
009829,2026-09-21,2816900,0,0,4548988,7365888
2855,2026-09-21,7302558,0,5000,0,7307558
2891,2026-09-21,5840484,0,1043032,245200,7128716
00988A,2026-09-21,2800052,0,0,4234330,7034382
00891,2026-09-21,2718607,0,0,4253497,6972104
2882,2026-09-21,6268529,0,100259,453782,6822570
00992A,2026-09-21,2751450,0,0,3972411,6723861
2884,2026-09-21,5086118,0,771315,848127,6705560
3711,2026-09-21,5123021,0,541577,1028527,6693125
2881,2026-09-21,7344803,0,-1102504,378785,6621084
2308,2026-09-21,2274214,0,3392561,899725,6566500
00990A,2026-09-21,2494000,0,0,3662555,6156555
00402A,2026-09-21,2663000,0,0,3096604,5759604
1303,2026-09-21,2173486,0,3134000,401683,5709169
009802,2026-09-21,745049,0,0,4895194,5640243
6213,2026-09-21,5292275,0,-112000,355416,5535691
1802,2026-09-21,4389882,0,4000,1069544,5463426
00947,2026-09-21,-499377,0,4250000,1586863,5337486
2892,2026-09-21,4848844,0,309276,72317,5230437
00982A,2026-09-21,-1444833,0,0,6512777,5067944
2363,2026-09-21,3954180,0,0,665917,4620097
2609,2026-09-21,4207738,0,29000,302140,4538878
009828,2026-09-21,4412532,0,0,105487,4518019
6505,2026-09-21,4037600,0,326792,-91379,4273013
2890,2026-09-21,3790257,0,74678,60036,3924971
2399,2026-09-21,3782389,0,0,74745,3857134
2330,2026-09-21,2689504,0,544606,614602,3848712
2454,2026-09-21,3156867,0,307803,346817,3811487
6257,2026-09-21,3063495,0,18000,602574,3684069
00663L,2026-09-21,181600,0,0,3479572,3661172
00927,2026-09-21,1653650,0,0,2006633,3660283
1709,2026-09-21,3512168,0,0,145629,3657797
00999A,2026-09-21,1953000,0,0,1690898,3643898
00996A,2026-09-21,-43000,0,0,3679186,3636186
2886,2026-09-21,2871980,0,567002,83181,3522163
2303,2026-09-21,-5725538,0,5632796,3606620,3513878
6456,2026-09-21,3157339,0,0,311574,3468913
1605,2026-09-21,3076871,0,7000,165358,3249229
009819,2026-09-21,1891000,0,0,1288804,3179804
00900,2026-09-21,1376000,0,0,1780307,3156307
1718,2026-09-21,2483804,0,0,635011,3118815
6168,2026-09-21,3108000,0,0,8078,3116078
2605,2026-09-21,2376791,0,0,625549,3002340
2352,2026-09-21,2916780,0,0,65973,2982753
00929,2026-09-21,1847150,0,0,1126013,2973163
00923,2026-09-21,-35000,0,0,3001225,2966225
0050,2026-09-21,-15742529,0,2704000,15959576,2921047
00830,2026-09-21,2829604,0,0,89750,2919354
2812,2026-09-21,2788000,0,0,52489,2840489
00878,2026-09-21,902892,0,0,1936351,2839243
2618,2026-09-21,1727653,0,905000,192935,2825588
5880,2026-09-21,1770400,0,407000,582685,2760085
1528,2026-09-21,2676006,0,0,76346,2752352
00401A,2026-09-21,157148,0,0,2585318,2742466
1710,2026-09-21,2313378,0,0,417914,2731292
3016,2026-09-21,2418671,0,0,270195,2688866
2312,2026-09-21,2526552,0,3000,124465,2654017
2353,2026-09-21,3290238,0,44227,-708071,2626394
6706,2026-09-21,2590922,0,0,1109,2592031
00993A,2026-09-21,391000,0,0,2193757,2584757
0052,2026-09-21,1439605,0,0,1084836,2524441
2885,2026-09-21,2186498,0,143256,135438,2465192
3045,2026-09-21,2391247,0,18584,35000,2444831
00909,2026-09-21,2368359,0,0,-28797,2339562
009827,2026-09-21,58000,0,0,2207000,2265000
00665L,2026-09-21,213000,0,0,2050039,2263039
2851,2026-09-21,2268653,0,0,-122552,2146101
9904,2026-09-21,1918794,0,34000,186998,2139792
3037,2026-09-21,1438541,0,263934,352712,2055187
00980A,2026-09-21,30100,0,0,1963585,1993685
2301,2026-09-21,1657198,0,-162084,427910,1923024
2820,2026-09-21,1873132,0,0,24998,1898130
2327,2026-09-21,1155616,0,332326,405292,1893234
009804,2026-09-21,151000,0,0,1741811,1892811
00896,2026-09-21,484800,0,0,1311623,1796423
00994A,2026-09-21,395000,0,0,1316847,1711847
2379,2026-09-21,1612927,0,-18453,112436,1706910
4906,2026-09-21,1583130,0,0,93938,1677068
00680L,2026-09-21,-1258000,0,0,2909600,1651600
6005,2026-09-21,1635141,0,4583,0,1639724
9105,2026-09-21,2362300,0,0,-835507,1526793
9945,2026-09-21,1491692,0,10000,8570,1510262
2412,2026-09-21,1074976,0,305371,105000,1485347
1714,2026-09-21,1443052,0,0,-24068,1418984
3380,2026-09-21,1225800,0,0,184979,1410779
2603,2026-09-21,1024761,0,128803,226301,1379865
6672,2026-09-21,1349941,0,0,4910,1354851
3005,2026-09-21,1163551,0,131816,49491,1344858
1301,2026-09-21,1077211,0,0,223211,1300422
2845,2026-09-21,1217334,0,0,65588,1282922
3704,2026-09-21,1260245,0,0,14011,1274256
3094,2026-09-21,1105000,0,0,157995,1262995
2498,2026-09-21,1222637,0,0,21031,1243668
006208,2026-09-21,216261,0,0,980687,1196948
00935,2026-09-21,-253972,0,0,1443014,1189042
2392,2026-09-21,827872,0,0,352341,1180213
2328,2026-09-21,1029360,0,0,142479,1171839
00981T,2026-09-21,-4000,0,0,1173860,1169860
5608,2026-09-21,1151000,0,0,2999,1153999
2413,2026-09-21,1080400,0,0,63830,1144230
2419,2026-09-21,1058822,0,0,81399,1140221
6133,2026-09-21,1132735,0,0,3232,1135967
2485,2026-09-21,949746,0,0,135579,1085325
6285,2026-09-21,892243,0,2000,127628,1021871
2377,2026-09-21,794077,0,31000,182010,1007087
6153,2026-09-21,972228,0,0,15999,988227
00983A,2026-09-21,305000,0,0,670150,975150
6526,2026-09-21,851986,0,0,114810,966796
1560,2026-09-21,497876,0,509000,-67974,938902
00693U,2026-09-21,-11000,0,0,944515,933515
00410A,2026-09-21,203970,0,0,721575,925545
3312,2026-09-21,833000,0,0,90464,923464
2905,2026-09-21,939350,0,0,-29000,910350
6239,2026-09-21,1581973,0,-1231175,538731,889529
5876,2026-09-21,654350,0,133000,90000,877350
5531,2026-09-21,849000,0,0,11000,860000
00898,2026-09-21,903000,0,0,-50520,852480
00946,2026-09-21,173000,0,0,679012,852012
2395,2026-09-21,720210,0,51916,67872,839998
3717,2026-09-21,1028817,0,0,-191822,836995
2838,2026-09-21,744607,0,7000,45897,797504
1611,2026-09-21,1029513,0,0,-233000,796513
00675L,2026-09-21,-16000,0,0,796912,780912
1313,2026-09-21,757366,0,0,14734,772100
4526,2026-09-21,760316,0,0,5618,765934
00915,2026-09-21,206000,0,0,543543,749543
00408A,2026-09-21,29000,0,0,700337,729337
6166,2026-09-21,680302,0,0,43502,723804
1809,2026-09-21,711998,0,0,4611,716609
2331,2026-09-21,714346,0,0,2000,716346
1434,2026-09-21,689009,0,2000,19000,710009
00882,2026-09-21,-58000,0,0,766836,708836
8021,2026-09-21,877950,0,-55000,-119464,703486
2505,2026-09-21,794000,0,0,-113000,681000
2451,2026-09-21,666676,0,-9000,22503,680179
3014,2026-09-21,596010,0,50553,32796,679359
00715L,2026-09-21,1122000,0,0,-469300,652700
2441,2026-09-21,260099,0,167000,223568,650667
3149,2026-09-21,643596,0,0,3255,646851
2367,2026-09-21,551118,0,0,92541,643659
1513,2026-09-21,176389,0,394999,67743,639131
2323,2026-09-21,573898,0,0,64000,637898
00965,2026-09-21,-5000,0,0,638928,633928
00984A,2026-09-21,390000,0,0,238594,628594
2520,2026-09-21,641426,0,0,-13023,628403
3022,2026-09-21,551186,0,0,70186,621372
3036,2026-09-21,-185606,0,750540,20051,584985
00985A,2026-09-21,-6030,0,0,588520,582490
00688L,2026-09-21,36000,0,0,530192,566192
00894,2026-09-21,80000,0,0,485751,565751
00905,2026-09-21,57000,0,0,501546,558546
