code,ts,price,open,high,low,volume
6531,2026-09-11 13:59:41,988,1005,1015,973,3635798
6441,2026-09-11 13:59:41,25.049999237060547,26.049999237060547,26.899999618530273,24.899999618530273,1362105
4908,2026-09-11 13:59:41,237.5,242.5,253,235,5920498
2033,2026-09-11 13:59:41,28.399999618530273,29.5,29.5,27.700000762939453,1031561
2221,2026-09-11 13:59:41,95.4000015258789,103,105.5,95.4000015258789,8915592
3443,2026-09-11 13:59:41,6120,6200,6200,5970,1343661
6442,2026-09-11 13:59:41,1670,1740,1750,1670,1804638
6152,2026-09-11 13:59:41,15,15.199999809265137,15.399999618530273,14.649999618530273,2046119
8111,2026-09-11 13:59:41,71.69999694824219,69.5999984741211,72.5,68.9000015258789,5449042
2069,2026-09-11 13:59:41,24.649999618530273,23.299999237060547,25.200000762939453,23.299999237060547,3327569
6168,2026-09-11 13:59:41,29.450000762939453,29.200000762939453,30,29,3056461
6530,2026-09-11 13:59:41,92.80000305175781,95.5999984741211,96.4000015258789,92.80000305175781,916923
6830,2026-09-11 13:59:41,551,579,586,541,1081079
2413,2026-09-11 13:59:41,50.20000076293945,49.400001525878906,52,48.5,4630280
2455,2026-09-11 13:59:41,515,514,527,499.5,1722954
6173,2026-09-11 13:59:41,290,295,321,281,54399165
5340,2026-09-11 13:59:41,85.9000015258789,84.0999984741211,88.4000015258789,83.30000305175781,6027320
2637,2026-09-11 13:59:41,101,98.30000305175781,103.5,98.30000305175781,6218857
3006,2026-09-11 13:59:41,290.5,304,304.5,282,18686919
2023,2026-09-11 13:59:41,13.899999618530273,14,14.050000190734863,13.850000381469727,803148
6672,2026-09-11 13:59:41,292,291.5,303,291,3335532
6426,2026-09-11 13:59:41,302,317.5,326.5,295.5,4210956
1303,2026-09-11 13:59:41,234.5,237.5,239.5,234,42004984
2436,2026-09-11 13:59:41,67.0999984741211,67,67.4000015258789,66.4000015258789,2960044
2030,2026-09-11 13:59:41,23.5,22.5,23.5,22.5,1806516
1560,2026-09-11 13:59:41,790,747,794,744,3626297
6588,2026-09-11 13:59:41,107.5,111,112,107,953527
6532,2026-09-11 13:59:41,93.19999694824219,95.80000305175781,95.80000305175781,90.69999694824219,803099
8996,2026-09-11 13:59:41,1330,1270,1365,1230,4809940
3680,2026-09-11 13:59:41,510,518,524,508,1531848
3017,2026-09-11 13:59:41,3370,3360,3390,3300,1781915
2905,2026-09-11 13:59:41,18.5,18.200000762939453,18.600000381469727,18,1500399
1609,2026-09-11 13:59:41,37.849998474121094,37.29999923706055,38,37.20000076293945,2075024
4923,2026-09-11 13:59:41,51.70000076293945,54,54,51.5,352315
3532,2026-09-11 13:59:41,423,409.5,423.5,406.5,6627425
6547,2026-09-11 13:59:41,58.79999923706055,61.599998474121094,62.400001525878906,58.70000076293945,6938890
