stock_code,data_date,tier,holders,shares,pct
000218,2026-08-21,1,0,0,0.0
000218,2026-08-21,2,0,0,0.0
000218,2026-08-21,3,0,0,0.0
000218,2026-08-21,4,0,0,0.0
000218,2026-08-21,5,0,0,0.0
000218,2026-08-21,6,0,0,0.0
000218,2026-08-21,7,0,0,0.0
000218,2026-08-21,8,0,0,0.0
000218,2026-08-21,9,0,0,0.0
000218,2026-08-21,10,0,0,0.0
000218,2026-08-21,11,0,0,0.0
000218,2026-08-21,12,0,0,0.0
000218,2026-08-21,13,0,0,0.0
000218,2026-08-21,14,0,0,0.0
000218,2026-08-21,15,1,422278902,100.0
000218,2026-08-21,16,0,0,0.0
000218,2026-08-21,17,1,422278902,100.0
000560,2026-08-21,1,0,0,0.0
000560,2026-08-21,2,0,0,0.0
000560,2026-08-21,3,0,0,0.0
000560,2026-08-21,4,0,0,0.0
000560,2026-08-21,5,0,0,0.0
000560,2026-08-21,6,0,0,0.0
000560,2026-08-21,7,0,0,0.0
000560,2026-08-21,8,0,0,0.0
000560,2026-08-21,9,0,0,0.0
000560,2026-08-21,10,0,0,0.0
000560,2026-08-21,11,0,0,0.0
000560,2026-08-21,12,0,0,0.0
000560,2026-08-21,13,0,0,0.0
000560,2026-08-21,14,0,0,0.0
000560,2026-08-21,15,1,29700000,100.0
000560,2026-08-21,16,0,0,0.0
000560,2026-08-21,17,1,29700000,100.0
000708,2026-08-21,1,0,0,0.0
000708,2026-08-21,2,0,0,0.0
000708,2026-08-21,3,0,0,0.0
000708,2026-08-21,4,0,0,0.0
000708,2026-08-21,5,0,0,0.0
000708,2026-08-21,6,0,0,0.0
000708,2026-08-21,7,0,0,0.0
000708,2026-08-21,8,0,0,0.0
000708,2026-08-21,9,0,0,0.0
000708,2026-08-21,10,0,0,0.0
000708,2026-08-21,11,0,0,0.0
000708,2026-08-21,12,0,0,0.0
000708,2026-08-21,13,0,0,0.0
000708,2026-08-21,14,0,0,0.0
000708,2026-08-21,15,1,20200000,100.0
000708,2026-08-21,16,0,0,0.0
000708,2026-08-21,17,1,20200000,100.0
000779,2026-08-21,1,0,0,0.0
000779,2026-08-21,2,0,0,0.0
000779,2026-08-21,3,0,0,0.0
000779,2026-08-21,4,0,0,0.0
000779,2026-08-21,5,0,0,0.0
000779,2026-08-21,6,0,0,0.0
000779,2026-08-21,7,0,0,0.0
000779,2026-08-21,8,0,0,0.0
000779,2026-08-21,9,0,0,0.0
000779,2026-08-21,10,0,0,0.0
000779,2026-08-21,11,0,0,0.0
000779,2026-08-21,12,0,0,0.0
000779,2026-08-21,13,0,0,0.0
000779,2026-08-21,14,0,0,0.0
000779,2026-08-21,15,1,1150000000,100.0
000779,2026-08-21,16,0,0,0.0
000779,2026-08-21,17,1,1150000000,100.0
000815,2026-08-21,1,0,0,0.0
000815,2026-08-21,2,0,0,0.0
000815,2026-08-21,3,0,0,0.0
000815,2026-08-21,4,0,0,0.0
000815,2026-08-21,5,0,0,0.0
000815,2026-08-21,6,0,0,0.0
000815,2026-08-21,7,0,0,0.0
000815,2026-08-21,8,0,0,0.0
000815,2026-08-21,9,0,0,0.0
000815,2026-08-21,10,0,0,0.0
000815,2026-08-21,11,0,0,0.0
000815,2026-08-21,12,0,0,0.0
000815,2026-08-21,13,0,0,0.0
000815,2026-08-21,14,0,0,0.0
000815,2026-08-21,15,1,2505407068,100.0
000815,2026-08-21,16,0,0,0.0
000815,2026-08-21,17,1,2505407068,100.0
000856,2026-08-21,1,0,0,0.0
000856,2026-08-21,2,0,0,0.0
000856,2026-08-21,3,0,0,0.0
000856,2026-08-21,4,0,0,0.0
000856,2026-08-21,5,0,0,0.0
000856,2026-08-21,6,0,0,0.0
000856,2026-08-21,7,0,0,0.0
000856,2026-08-21,8,0,0,0.0
000856,2026-08-21,9,0,0,0.0
000856,2026-08-21,10,0,0,0.0
000856,2026-08-21,11,0,0,0.0
000856,2026-08-21,12,0,0,0.0
000856,2026-08-21,13,0,0,0.0
000856,2026-08-21,14,0,0,0.0
000856,2026-08-21,15,1,323400000,100.0
000856,2026-08-21,16,0,0,0.0
000856,2026-08-21,17,1,323400000,100.0
00400A,2026-08-21,1,12932,3644445,0.18
00400A,2026-08-21,2,68467,166579417,8.46
00400A,2026-08-21,3,21299,183615849,9.33
00400A,2026-08-21,4,6929,90890401,4.61
00400A,2026-08-21,5,6704,128136396,6.51
00400A,2026-08-21,6,5734,153166215,7.78
00400A,2026-08-21,7,2638,96295128,4.89
00400A,2026-08-21,8,2716,130511209,6.63
00400A,2026-08-21,9,3895,297343148,15.11
00400A,2026-08-21,10,1498,216863835,11.02
00400A,2026-08-21,11,468,133637678,6.79
00400A,2026-08-21,12,103,50795346,2.58
00400A,2026-08-21,13,29,20365799,1.03
00400A,2026-08-21,14,26,23992000,1.21
00400A,2026-08-21,15,51,271803134,13.81
00400A,2026-08-21,16,0,0,0.0
00400A,2026-08-21,17,133489,1967640000,100.0
00401A,2026-08-21,1,1520,376120,0.15
00401A,2026-08-21,2,9897,23885596,9.99
00401A,2026-08-21,3,2999,26918740,11.26
00401A,2026-08-21,4,691,9179928,3.84
00401A,2026-08-21,5,875,17021511,7.12
00401A,2026-08-21,6,624,17202016,7.2
00401A,2026-08-21,7,236,8812361,3.68
00401A,2026-08-21,8,352,17286810,7.23
00401A,2026-08-21,9,409,33150059,13.87
00401A,2026-08-21,10,105,15680535,6.56
00401A,2026-08-21,11,37,11066000,4.63
00401A,2026-08-21,12,7,3165458,1.32
00401A,2026-08-21,13,3,2220000,0.92
00401A,2026-08-21,14,1,1000000,0.41
00401A,2026-08-21,15,18,51929866,21.73
00401A,2026-08-21,16,0,0,0.0
00401A,2026-08-21,17,17774,238895000,100.0
00402A,2026-08-21,1,2139,600092,0.08
00402A,2026-08-21,2,25573,66404957,9.76
00402A,2026-08-21,3,8776,78632490,11.56
00402A,2026-08-21,4,2264,30054803,4.41
00402A,2026-08-21,5,2744,53545808,7.87
00402A,2026-08-21,6,2052,56608009,8.32
00402A,2026-08-21,7,659,24471439,3.59
00402A,2026-08-21,8,1092,53802973,7.91
00402A,2026-08-21,9,1193,98728353,14.51
00402A,2026-08-21,10,392,60841465,8.94
00402A,2026-08-21,11,127,37654681,5.53
00402A,2026-08-21,12,58,29231000,4.29
00402A,2026-08-21,13,16,11232853,1.65
00402A,2026-08-21,14,12,11789376,1.73
00402A,2026-08-21,15,16,66528701,9.78
00402A,2026-08-21,16,0,0,0.0
00402A,2026-08-21,17,47113,680127000,100.0
00403A,2026-08-21,1,55662,16830120,0.09
00403A,2026-08-21,2,473832,1227922258,7.23
00403A,2026-08-21,3,175861,1511893841,8.9
00403A,2026-08-21,4,63142,833676541,4.91
00403A,2026-08-21,5,60856,1164223119,6.85
00403A,2026-08-21,6,52869,1413270602,8.32
00403A,2026-08-21,7,24611,902750033,5.31
00403A,2026-08-21,8,23259,1120416716,6.6
00403A,2026-08-21,9,35021,2672482661,15.74
00403A,2026-08-21,10,13318,1928360721,11.36
00403A,2026-08-21,11,4285,1209252423,7.12
00403A,2026-08-21,12,1012,505299127,2.97
00403A,2026-08-21,13,286,202948463,1.19
00403A,2026-08-21,14,231,218651000,1.28
00403A,2026-08-21,15,356,2045541504,12.05
00403A,2026-08-21,16,1,129,0.0
00403A,2026-08-21,17,984601,16973519000,100.0
00404A,2026-08-21,1,1071,300898,0.08
00404A,2026-08-21,2,12141,31618843,9.02
00404A,2026-08-21,3,4580,41055722,11.72
00404A,2026-08-21,4,1115,14823927,4.23
00404A,2026-08-21,5,1433,27933521,7.97
00404A,2026-08-21,6,1012,27764512,7.92
00404A,2026-08-21,7,362,13403317,3.82
00404A,2026-08-21,8,569,27893609,7.96
00404A,2026-08-21,9,549,44180776,12.61
00404A,2026-08-21,10,168,25616749,7.31
00404A,2026-08-21,11,42,12485754,3.56
00404A,2026-08-21,12,14,7130000,2.03
00404A,2026-08-21,13,3,2042000,0.58
00404A,2026-08-21,14,2,2000000,0.57
00404A,2026-08-21,15,14,72045372,20.56
00404A,2026-08-21,16,0,0,0.0
00404A,2026-08-21,17,23075,350295000,100.0
00405A,2026-08-21,1,6560,1994805,0.05
00405A,2026-08-21,2,69706,184718284,5.31
00405A,2026-08-21,3,29386,253962853,7.3
00405A,2026-08-21,4,10876,144340951,4.15
00405A,2026-08-21,5,11351,217388602,6.25
00405A,2026-08-21,6,10096,271515897,7.81
00405A,2026-08-21,7,4739,174117500,5.0
00405A,2026-08-21,8,4856,234828847,6.75
00405A,2026-08-21,9,7185,554710463,15.95
00405A,2026-08-21,10,2895,424953278,12.22
00405A,2026-08-21,11,951,268038407,7.71
00405A,2026-08-21,12,231,113652727,3.26
00405A,2026-08-21,13,76,53670100,1.54
00405A,2026-08-21,14,59,56090189,1.61
00405A,2026-08-21,15,104,522262097,15.02
00405A,2026-08-21,16,0,0,0.0
00405A,2026-08-21,17,159071,3476245000,100.0
00406A,2026-08-21,1,3777,1109805,0.05
00406A,2026-08-21,2,37800,99879804,4.63
00406A,2026-08-21,3,16217,142565188,6.61
00406A,2026-08-21,4,5483,72622848,3.37
00406A,2026-08-21,5,6259,120604422,5.6
00406A,2026-08-21,6,5456,147073079,6.82
00406A,2026-08-21,7,2607,95899847,4.45
00406A,2026-08-21,8,2848,137806559,6.39
00406A,2026-08-21,9,4580,354057609,16.44
00406A,2026-08-21,10,2198,319558671,14.83
00406A,2026-08-21,11,823,230204346,10.68
00406A,2026-08-21,12,254,124562822,5.78
00406A,2026-08-21,13,104,72879244,3.38
00406A,2026-08-21,14,48,45275000,2.1
00406A,2026-08-21,15,82,214982435,9.98
00406A,2026-08-21,16,6,25519679,1.18
00406A,2026-08-21,17,88536,2153562000,100.0
00407A,2026-08-21,1,6939,2075997,0.07
00407A,2026-08-21,2,69816,181227570,6.4
00407A,2026-08-21,3,26282,227312794,8.02
00407A,2026-08-21,4,9307,123213084,4.35
00407A,2026-08-21,5,9128,175046957,6.18
00407A,2026-08-21,6,7957,214083938,7.56
00407A,2026-08-21,7,3580,131631816,4.64
00407A,2026-08-21,8,3579,172736975,6.1
00407A,2026-08-21,9,5418,416963281,14.72
00407A,2026-08-21,10,2129,310892616,10.98
00407A,2026-08-21,11,737,209622416,7.4
00407A,2026-08-21,12,206,103670759,3.66
00407A,2026-08-21,13,56,39460913,1.39
00407A,2026-08-21,14,52,49191162,1.73
00407A,2026-08-21,15,84,474108722,16.74
00407A,2026-08-21,16,0,0,0.0
00407A,2026-08-21,17,145270,2831239000,100.0
00408A,2026-08-21,1,500,120776,0.07
00408A,2026-08-21,2,4671,11727799,7.63
00408A,2026-08-21,3,1489,13533795,8.8
00408A,2026-08-21,4,303,4064758,2.64
00408A,2026-08-21,5,525,10313215,6.71
00408A,2026-08-21,6,315,8740897,5.68
00408A,2026-08-21,7,94,3486475,2.26
00408A,2026-08-21,8,240,11803600,7.68
00408A,2026-08-21,9,250,21965800,14.29
00408A,2026-08-21,10,80,13639000,8.87
00408A,2026-08-21,11,22,6586000,4.28
00408A,2026-08-21,12,15,7798302,5.07
00408A,2026-08-21,13,5,3490000,2.27
00408A,2026-08-21,14,6,5720930,3.72
00408A,2026-08-21,15,10,30642653,19.94
00408A,2026-08-21,16,0,0,0.0
00408A,2026-08-21,17,8525,153634000,100.0
00410A,2026-08-21,1,482,96864,0.06
00410A,2026-08-21,2,3250,8228090,5.82
00410A,2026-08-21,3,1156,10767676,7.61
00410A,2026-08-21,4,185,2536439,1.79
00410A,2026-08-21,5,363,7099162,5.02
00410A,2026-08-21,6,244,6963604,4.92
00410A,2026-08-21,7,69,2603700,1.84
00410A,2026-08-21,8,176,8713193,6.16
00410A,2026-08-21,9,204,18165231,12.85
00410A,2026-08-21,10,76,12283749,8.68
00410A,2026-08-21,11,21,6209000,4.39
00410A,2026-08-21,12,13,6367000,4.5
00410A,2026-08-21,13,2,1403000,0.99
00410A,2026-08-21,14,3,3000000,2.12
00410A,2026-08-21,15,7,46923292,33.19
00410A,2026-08-21,16,0,0,0.0
00410A,2026-08-21,17,6251,141360000,100.0
0050,2026-08-21,1,1516574,438480269,1.96
0050,2026-08-21,2,1332653,3035059555,13.59
0050,2026-08-21,3,331986,2437697547,10.91
0050,2026-08-21,4,134485,1663910862,7.45
0050,2026-08-21,5,73244,1294075432,5.79
0050,2026-08-21,6,67878,1672036835,7.48
0050,2026-08-21,7,32564,1138245261,5.09
0050,2026-08-21,8,17899,808086288,3.61
0050,2026-08-21,9,29645,2033156135,9.1
0050,2026-08-21,10,9576,1285286308,5.75
0050,2026-08-21,11,2492,668739424,2.99
0050,2026-08-21,12,444,214448136,0.96
0050,2026-08-21,13,145,99925198,0.44
0050,2026-08-21,14,65,58873453,0.26
0050,2026-08-21,15,270,5478979297,24.53
0050,2026-08-21,16,0,0,0.0
0050,2026-08-21,17,3549920,22327000000,100.0
0051,2026-08-21,1,7576,1476535,6.02
0051,2026-08-21,2,4433,8864903,36.18
0051,2026-08-21,3,474,3419980,13.95
0051,2026-08-21,4,149,1850277,7.55
0051,2026-08-21,5,70,1261130,5.14
0051,2026-08-21,6,45,1140073,4.65
0051,2026-08-21,7,20,702094,2.86
0051,2026-08-21,8,10,450318,1.83
0051,2026-08-21,9,15,940024,3.83
0051,2026-08-21,10,6,724000,2.95
0051,2026-08-21,11,3,966892,3.94
0051,2026-08-21,12,2,1148774,4.68
0051,2026-08-21,13,2,1555000,6.34
0051,2026-08-21,14,0,0,0.0
0051,2026-08-21,15,0,0,0.0
0051,2026-08-21,16,0,0,0.0
0051,2026-08-21,17,12805,24500000,100.0
0052,2026-08-21,1,130972,37609038,1.43
0052,2026-08-21,2,242039,519566269,19.76
0052,2026-08-21,3,48811,377849318,14.37
0052,2026-08-21,4,16341,208436050,7.92
0052,2026-08-21,5,8702,158607104,6.03
0052,2026-08-21,6,7875,197449005,7.51
0052,2026-08-21,7,3273,115712835,4.4
0052,2026-08-21,8,1914,88210818,3.35
0052,2026-08-21,9,2925,205219945,7.8
0052,2026-08-21,10,841,114650048,4.36
0052,2026-08-21,11,223,62270159,2.36
0052,2026-08-21,12,51,24750578,0.94
0052,2026-08-21,13,25,17064000,0.64
0052,2026-08-21,14,16,14179147,0.53
0052,2026-08-21,15,69,486925686,18.52
0052,2026-08-21,16,0,0,0.0
0052,2026-08-21,17,464077,2628500000,100.0
0053,2026-08-21,1,5347,604618,11.01
0053,2026-08-21,2,826,1528854,27.85
0053,2026-08-21,3,70,564467,10.28
0053,2026-08-21,4,14,182000,3.31
0053,2026-08-21,5,13,249000,4.53
0053,2026-08-21,6,5,137000,2.49
0053,2026-08-21,7,1,31000,0.56
0053,2026-08-21,8,3,145000,2.64
0053,2026-08-21,9,6,485419,8.84
0053,2026-08-21,10,0,0,0.0
0053,2026-08-21,11,2,508642,9.26
0053,2026-08-21,12,0,0,0.0
0053,2026-08-21,13,0,0,0.0
0053,2026-08-21,14,0,0,0.0
0053,2026-08-21,15,1,1052000,19.16
0053,2026-08-21,16,0,0,0.0
0053,2026-08-21,17,6288,5488000,100.0
0055,2026-08-21,1,4938,1052332,1.22
0055,2026-08-21,2,6402,13385803,15.53
0055,2026-08-21,3,1072,8393613,9.74
0055,2026-08-21,4,292,3713580,4.31
0055,2026-08-21,5,187,3422736,3.97
0055,2026-08-21,6,138,3514775,4.07
0055,2026-08-21,7,51,1793728,2.08
0055,2026-08-21,8,36,1692886,1.96
0055,2026-08-21,9,51,3507034,4.07
0055,2026-08-21,10,26,3205774,3.72
0055,2026-08-21,11,13,3566000,4.13
0055,2026-08-21,12,8,3686564,4.27
0055,2026-08-21,13,4,2722000,3.15
0055,2026-08-21,14,0,0,0.0
0055,2026-08-21,15,6,32497175,37.71
0055,2026-08-21,16,0,0,0.0
0055,2026-08-21,17,13224,86154000,100.0
0056,2026-08-21,1,370318,106262925,0.74
0056,2026-08-21,2,776442,1808986934,12.75
0056,2026-08-21,3,223724,1728307431,12.18
0056,2026-08-21,4,95875,1210651951,8.53
0056,2026-08-21,5,56888,1030246103,7.26
0056,2026-08-21,6,54475,1371754851,9.67
0056,2026-08-21,7,26131,923973888,6.51
0056,2026-08-21,8,16087,741671235,5.23
0056,2026-08-21,9,26434,1860631746,13.12
0056,2026-08-21,10,8611,1167013205,8.23
0056,2026-08-21,11,2136,581697181,4.1
0056,2026-08-21,12,377,184640457,1.3
0056,2026-08-21,13,132,91587446,0.64
0056,2026-08-21,14,53,48658624,0.34
0056,2026-08-21,15,154,1323450023,9.33
0056,2026-08-21,16,0,0,0.0
0056,2026-08-21,17,1657837,14179534000,100.0
0057,2026-08-21,1,3419,191434,12.53
0057,2026-08-21,2,133,262504,17.19
0057,2026-08-21,3,8,66001,4.32
0057,2026-08-21,4,9,116005,7.59
0057,2026-08-21,5,0,0,0.0
0057,2026-08-21,6,3,77000,5.04
0057,2026-08-21,7,1,32000,2.09
0057,2026-08-21,8,1,45000,2.94
0057,2026-08-21,9,4,289056,18.92
0057,2026-08-21,10,3,448000,29.33
0057,2026-08-21,11,0,0,0.0
0057,2026-08-21,12,0,0,0.0
0057,2026-08-21,13,0,0,0.0
0057,2026-08-21,14,0,0,0.0
0057,2026-08-21,15,0,0,0.0
0057,2026-08-21,16,0,0,0.0
0057,2026-08-21,17,3581,1527000,100.0
0061,2026-08-21,1,706,185393,0.19
0061,2026-08-21,2,3336,7825124,8.14
0061,2026-08-21,3,835,6916663,7.19
0061,2026-08-21,4,292,3858324,4.01
0061,2026-08-21,5,232,4355086,4.53
0061,2026-08-21,6,214,5571227,5.79
0061,2026-08-21,7,105,3833344,3.98
0061,2026-08-21,8,80,3745747,3.89
0061,2026-08-21,9,141,10634481,11.06
0061,2026-08-21,10,59,7877000,8.19
0061,2026-08-21,11,35,9712893,10.1
0061,2026-08-21,12,9,4516000,4.69
0061,2026-08-21,13,7,4719000,4.9
0061,2026-08-21,14,1,830718,0.86
0061,2026-08-21,15,5,21535000,22.4
0061,2026-08-21,16,0,0,0.0
0061,2026-08-21,17,6057,96116000,100.0
006201,2026-08-21,1,2293,283074,1.23
006201,2026-08-21,2,1872,3928444,17.12
006201,2026-08-21,3,294,2314908,10.08
006201,2026-08-21,4,98,1255474,5.47
006201,2026-08-21,5,61,1138553,4.96
006201,2026-08-21,6,36,911880,3.97
006201,2026-08-21,7,17,595527,2.59
006201,2026-08-21,8,8,363829,1.58
006201,2026-08-21,9,7,497000,2.16
006201,2026-08-21,10,3,368000,1.6
006201,2026-08-21,11,2,585718,2.55
006201,2026-08-21,12,3,1535000,6.68
006201,2026-08-21,13,1,765893,3.33
006201,2026-08-21,14,1,983700,4.28
006201,2026-08-21,15,2,7419000,32.33
006201,2026-08-21,16,0,0,0.0
006201,2026-08-21,17,4698,22946000,100.0
006203,2026-08-21,1,3149,192363,1.88
006203,2026-08-21,2,347,594004,5.81
006203,2026-08-21,3,31,239926,2.34
006203,2026-08-21,4,5,68100,0.66
006203,2026-08-21,5,9,156306,1.52
006203,2026-08-21,6,2,53000,0.51
006203,2026-08-21,7,1,32000,0.31
006203,2026-08-21,8,2,90000,0.88
006203,2026-08-21,9,2,149446,1.46
006203,2026-08-21,10,0,0,0.0
006203,2026-08-21,11,2,639000,6.25
006203,2026-08-21,12,2,935000,9.15
006203,2026-08-21,13,0,0,0.0
006203,2026-08-21,14,1,1000000,9.78
006203,2026-08-21,15,3,6068855,59.39
006203,2026-08-21,16,0,0,0.0
006203,2026-08-21,17,3556,10218000,100.0
006204,2026-08-21,1,856,118268,7.88
006204,2026-08-21,2,265,457280,30.48
006204,2026-08-21,3,16,112920,7.52
006204,2026-08-21,4,2,28488,1.89
006204,2026-08-21,5,4,74743,4.98
006204,2026-08-21,6,2,54000,3.6
006204,2026-08-21,7,0,0,0.0
