stock_code,stock_name,market,direction,close,score,today_pct,reason_codes,reasons
8033,雷虎,TWSE,做空,168.5,5,-0.3,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION,四線空排（5日均線170.1 < 10日172.4 < 20日179.05 < 60日189.77，向下排列）；股價跌破月線（收盤168.5 < 20日均線179.05）；MACD空頭（DIF=-4.53 < MACD=-3.35，且DIF<0）；彈後空下跌（反彈高點182未突破前段高點205.5的101%，收盤168.5 < 5日均線170.1）
6789,采鈺,TWSE,做空,435.0,5,0.23,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION,四線空排（5日均線435.2 < 10日452.3 < 20日453.55 < 60日465.24，向下排列）；股價跌破月線（收盤435 < 20日均線453.55）；MACD空頭（DIF=-4.24 < MACD=-0.67，且DIF<0）；彈後空下跌（反彈高點485未突破前段高點513的101%，收盤435 < 5日均線435.2）
3013,晟銘電,TWSE,做空,82.8,5,0.0,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION,四線空排（5日均線82.92 < 10日84.71 < 20日85.83 < 60日89.55，向下排列）；股價跌破月線（收盤82.8 < 20日均線85.83）；MACD空頭（DIF=-1.18 < MACD=-0.84，且DIF<0）；彈後空下跌（反彈高點89.3未突破前段高點93.6的101%，收盤82.8 < 5日均線82.92）
6831,邁科,TWSE,做空,525.0,5,0.0,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION,四線空排（5日均線534.2 < 10日553.1 < 20日571.3 < 60日647.29，向下排列）；股價跌破月線（收盤525 < 20日均線571.3）；MACD空頭（DIF=-26.38 < MACD=-21.74，且DIF<0）；彈後空下跌（反彈高點593未突破前段高點638的101%，收盤525 < 5日均線534.2）
8069,元太,TPEx,做空,146.0,4,-1.35,MA_BEARISH|BELOW_MA20|BOUNCE_REJECTION,四線空排（5日均線146.3 < 10日147.4 < 20日152.35 < 60日175.93，向下排列）；股價跌破月線（收盤146 < 20日均線152.35）；彈後空下跌（反彈高點153.5未突破前段高點162.5的101%，收盤146 < 5日均線146.3）
2484,希華,TWSE,做空,70.6,4,-1.12,MA_BEARISH|BELOW_MA20|MACD_BEARISH|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線68.78 < 10日69.28 < 20日72.27 < 60日74.73，向下排列）；股價跌破月線（收盤70.6 < 20日均線72.27）；MACD空頭（DIF=-1.07 < MACD=-0.83，且DIF<0）；放量黑K（今日量為5日均量的1.25倍，收盤70.6 < 開盤71.5）
2404,漢唐,TWSE,做空,1025.0,4,-0.97,MA_BEARISH|BELOW_MA20|KD_DEAD_CROSS|MACD_BEARISH,四線空排（5日均線1023 < 10日1044.5 < 20日1054.5 < 60日1137.33，向下排列）；股價跌破月線（收盤1025 < 20日均線1054.5）；KD死亡交叉且未過冷（K=38.54，D=38.95，K>20）；MACD空頭（DIF=-23.41 < MACD=-23.03，且DIF<0）
6451,訊芯-KY,TWSE,做空,421.5,4,0.12,MA_BEARISH|BELOW_MA20|MACD_BEARISH|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線412.7 < 10日424.8 < 20日435.5 < 60日448.45，向下排列）；股價跌破月線（收盤421.5 < 20日均線435.5）；MACD空頭（DIF=-6.94 < MACD=-3.8，且DIF<0）；放量黑K（今日量為5日均量的1.45倍，收盤421.5 < 開盤423）
5243,乙盛-KY,TWSE,做空,89.0,4,0.68,MA_BEARISH|BELOW_MA20|MACD_BEARISH|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線87.72 < 10日89.8 < 20日90.16 < 60日90.64，向下排列）；股價跌破月線（收盤89 < 20日均線90.16）；MACD空頭（DIF=-0.45 < MACD=-0.09，且DIF<0）；放量黑K（今日量為5日均量的1.32倍，收盤89 < 開盤89.5）
8110,華東,TWSE,做空,42.95,4,2.51,MA_BEARISH|BELOW_MA20|MACD_BEARISH|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線41.8 < 10日42.62 < 20日43.97 < 60日45.59，向下排列）；股價跌破月線（收盤42.95 < 20日均線43.97）；MACD空頭（DIF=-0.9 < MACD=-0.72，且DIF<0）；放量黑K（今日量為5日均量的2.22倍，收盤42.95 < 開盤43.15）
6239,力成,TWSE,做空,274.5,4,0.0,MA_BEARISH|BELOW_MA20|MACD_BEARISH|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線272.3 < 10日275.8 < 20日276.62 < 60日284.23，向下排列）；股價跌破月線（收盤274.5 < 20日均線276.62）；MACD空頭（DIF=-0.97 < MACD=-0.63，且DIF<0）；放量黑K（今日量為5日均量的1.21倍，收盤274.5 < 開盤277）
8086,宏捷科,TPEx,做空,107.5,4,0.0,MA_BEARISH|BELOW_MA20|MACD_BEARISH|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線106.5 < 10日109.05 < 20日112.55 < 60日120.78，向下排列）；股價跌破月線（收盤107.5 < 20日均線112.55）；MACD空頭（DIF=-3.36 < MACD=-2.97，且DIF<0）；放量黑K（今日量為5日均量的1.33倍，收盤107.5 < 開盤109）
6127,九豪,TPEx,做空,47.95,3,-1.24,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN,四線空排（5日均線47.6 < 10日48.57 < 20日48.79 < 60日57.56，向下排列）；股價跌破月線（收盤47.95 < 20日均線48.79）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-1.34，柱狀體0.26→0.25）
6217,中探針,TPEx,做空,163.0,3,-1.21,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN,四線空排（5日均線162.1 < 10日171.05 < 20日171.47 < 60日182.31，向下排列）；股價跌破月線（收盤163 < 20日均線171.47）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-1.68，柱狀體-1.69→-1.71）
6116,彩晶,TWSE,做空,14.0,3,-1.06,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN,四線空排（5日均線13.95 < 10日14.16 < 20日14.22 < 60日14.86，向下排列）；股價跌破月線（收盤14 < 20日均線14.22）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-0.08，柱狀體-0.01→-0.02）
3596,智易,TWSE,做空,154.0,3,0.65,MA_BEARISH|BELOW_MA20|KD_DEAD_CROSS,四線空排（5日均線153.4 < 10日155.35 < 20日157.53 < 60日173.55，向下排列）；股價跌破月線（收盤154 < 20日均線157.53）；KD死亡交叉且未過冷（K=21.83，D=19.33，K>20）
2912,統一超,TWSE,做空,217.0,3,0.93,MA_BEARISH|BELOW_MA20|KD_DEAD_CROSS,四線空排（5日均線216.1 < 10日216.45 < 20日218.18 < 60日226.18，向下排列）；股價跌破月線（收盤217 < 20日均線218.18）；KD死亡交叉且未過冷（K=43.55，D=41.41，K>20）
3663,鑫科,TPEx,做空,61.1,3,1.16,MA_BEARISH|BELOW_MA20|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線59.68 < 10日60.46 < 20日61.14 < 60日66.54，向下排列）；股價跌破月線（收盤61.1 < 20日均線61.14）；放量黑K（今日量為5日均量的1.65倍，收盤61.1 < 開盤61.6）
8027,鈦昇,TPEx,做空,174.0,3,0.0,MA_BEARISH|BELOW_MA20|VOLUME_BREAKDOWN_BLACK,四線空排（5日均線169.1 < 10日174.15 < 20日175.62 < 60日192.25，向下排列）；股價跌破月線（收盤174 < 20日均線175.62）；放量黑K（今日量為5日均量的1.46倍，收盤174 < 開盤174.5）
