stock_code,stock_name,market,direction,close,score,today_pct,reason_codes,reasons
4924,欣厚-KY,TPEx,做多,14.25,4,-1.72,MA_BULLISH|ABOVE_MA20|KD_GOLDEN_CROSS|MACD_BULLISH,四線多排（5日均線13.41 > 10日13.06 > 20日11.56 > 60日11.17，向上排列）；股價站上月線（收盤14.25 > 20日均線11.56）；KD黃金交叉且未過熱（K=76.39，D=73.28，K<80）；MACD多頭（DIF=0.95 > MACD=0.62，且DIF>0）
6173,信昌電,TPEx,做多,304.5,4,-3.33,MA_BULLISH|ABOVE_MA20|KD_GOLDEN_CROSS|MACD_BULLISH,四線多排（5日均線299.5 > 10日288.15 > 20日258.18 > 60日231.46，向上排列）；股價站上月線（收盤304.5 > 20日均線258.18）；KD黃金交叉且未過熱（K=73.78，D=76.18，K<80）；MACD多頭（DIF=25.37 > MACD=21.04，且DIF>0）
6488,環球晶,TPEx,做空,913.0,6,-2.56,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN|VOLUME_BREAKDOWN_BLACK|BOUNCE_REJECTION,四線空排（5日均線913.2 < 10日934.5 < 20日947.75 < 60日1041.3，向下排列）；股價跌破月線（收盤913 < 20日均線947.75）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-19.96，柱狀體-1.35→-1.4）；放量黑K（今日量為5日均量的1.28倍，收盤913 < 開盤942）；彈後空下跌（反彈高點1010未突破前段高點1015的101%，收盤913 < 5日均線913.2）
5439,高技,TPEx,做空,239.0,6,-1.85,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION|RS_WEAK,四線空排（5日均線243.2 < 10日252 < 20日254.4 < 60日262.33，向下排列）；股價跌破月線（收盤239 < 20日均線254.4）；MACD空頭（DIF=-2.46 < MACD=-0.22，且DIF<0）；彈後空下跌（反彈高點266.5未突破前段高點280.5的101%，收盤239 < 5日均線243.2）；RS轉弱（相對大盤RS評分由10轉弱至7，落後大盤）
2316,楠梓電,TWSE,做空,156.0,6,-1.58,MA_BEARISH|BELOW_MA20|KD_DEAD_CROSS|MACD_HIST_REGROW_DOWN|BOUNCE_REJECTION,四線空排（5日均線156.5 < 10日157.65 < 20日158.62 < 60日169.35，向下排列）；股價跌破月線（收盤156 < 20日均線158.62）；KD死亡交叉且未過冷（K=32.4，D=32.46，K>20）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-1.44，柱狀體0.09→0.02）；彈後空下跌（反彈高點164未突破前段高點171的101%，收盤156 < 5日均線156.5）
6669,緯穎,TWSE,做空,2150.0,6,-0.69,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION|RS_WEAK,四線空排（5日均線2242 < 10日2327.5 < 20日3893.25 < 60日4941.08，向下排列）；股價跌破月線（收盤2150 < 20日均線3893.25）；MACD空頭（DIF=-980.98 < MACD=-851.79，且DIF<0）；彈後空下跌（反彈高點2485未突破前段高點7360的101%，收盤2150 < 5日均線2242）；RS轉弱（相對大盤RS評分由2轉弱至1，落後大盤）
3090,日電貿,TWSE,做空,160.0,5,-2.14,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN|BOUNCE_REJECTION,四線空排（5日均線161.8 < 10日166.15 < 20日167.12 < 60日194.4，向下排列）；股價跌破月線（收盤160 < 20日均線167.12）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-3.65，柱狀體0.15→-0.05）；彈後空下跌（反彈高點174未突破前段高點184的101%，收盤160 < 5日均線161.8）
2375,凱美,TWSE,做空,118.5,5,-1.66,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN|BOUNCE_REJECTION,四線空排（5日均線118.9 < 10日121.45 < 20日123.22 < 60日142.97，向下排列）；股價跌破月線（收盤118.5 < 20日均線123.22）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-3.59，柱狀體0.19→0.16）；彈後空下跌（反彈高點127.5未突破前段高點143的101%，收盤118.5 < 5日均線118.9）
5289,宜鼎,TPEx,做空,1275.0,5,-1.54,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION,四線空排（5日均線1286 < 10日1321 < 20日1397.28 < 60日1436.84，向下排列）；股價跌破月線（收盤1275 < 20日均線1397.28）；MACD空頭（DIF=-50.66 < MACD=-37.43，且DIF<0）；彈後空下跌（反彈高點1445未突破前段高點1535的101%，收盤1275 < 5日均線1286）
4722,國精化,TWSE,做空,184.5,5,-1.34,MA_BEARISH|BELOW_MA20|MACD_BEARISH|BOUNCE_REJECTION,四線空排（5日均線186.1 < 10日190.3 < 20日198.35 < 60日219.18，向下排列）；股價跌破月線（收盤184.5 < 20日均線198.35）；MACD空頭（DIF=-7.38 < MACD=-6.5，且DIF<0）；彈後空下跌（反彈高點202未突破前段高點218.5的101%，收盤184.5 < 5日均線186.1）
2478,大毅,TWSE,做空,118.5,5,-1.25,MA_BEARISH|BELOW_MA20|MACD_HIST_REGROW_DOWN|BOUNCE_REJECTION,四線空排（5日均線118.6 < 10日121.3 < 20日121.83 < 60日141.47，向下排列）；股價跌破月線（收盤118.5 < 20日均線121.83）；MACD綠柱由縮轉長（空方動能重新加溫，DIF=-3.11，柱狀體0.35→0.31）；彈後空下跌（反彈高點126未突破前段高點136的101%，收盤118.5 < 5日均線118.6）
