index_code,trade_date,open,high,low,close,volume
DJI,2026-09-02,52829.578125,53227.5,52829.578125,53061.94921875,414520000
NASDAQ,2026-09-02,26094.0,26245.0390625,26062.6796875,26217.830078125,7442550000
SOX,2026-09-02,11243.5498046875,11388.990234375,11154.669921875,11339.25,0
SPX,2026-09-02,7634.580078125,7681.18994140625,7633.6201171875,7666.60009765625,4738910000
TAIEX,2026-09-03,46325.48046875,46517.44921875,45839.359375,45857.66015625,0
TPEx,2026-09-03,407.5,411.7699890136719,394.739990234375,395.25,0
