stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-08-12,66042486,0,0,198618293,264660779
6770,2026-08-12,113974233,0,0,3097074,117071307
00981A,2026-08-12,42286719,0,0,40957256,83243975
00685L,2026-08-12,855215,0,0,73973706,74828921
00631L,2026-08-12,12401429,0,0,57219022,69620451
2324,2026-08-12,51024490,0,60921,3903687,54989098
00405A,2026-08-12,5984206,0,0,41907073,47891279
1605,2026-08-12,44292104,0,-6207,-17041,44268856
00407A,2026-08-12,10383300,0,0,31752840,42136140
2317,2026-08-12,29370661,0,255973,1457539,31084173
00400A,2026-08-12,12067000,0,0,16894708,28961708
009816,2026-08-12,12382860,0,0,16127078,28509938
00991A,2026-08-12,3940300,0,0,23723382,27663682
2356,2026-08-12,25668472,0,881822,798374,27348668
0050,2026-08-12,9409336,0,-450000,10906918,19866254
1717,2026-08-12,16328784,0,200070,1496785,18025639
2002,2026-08-12,18378280,0,-14000,-694867,17669413
00999A,2026-08-12,4193560,0,0,13457233,17650793
00992A,2026-08-12,8795600,0,700000,7791909,17287509
1402,2026-08-12,15079303,0,72768,166966,15319037
2887,2026-08-12,9082949,0,4943774,-130777,13895946
009821,2026-08-12,5435000,0,0,7052879,12487879
009820,2026-08-12,209000,0,0,12239887,12448887
0056,2026-08-12,8297660,0,0,3784388,12082048
00940,2026-08-12,1505160,0,0,10459196,11964356
2892,2026-08-12,13521627,0,-95966,-1569991,11855670
2353,2026-08-12,10521216,0,-153204,1273240,11641252
2337,2026-08-12,11058528,0,-8000,-138746,10911782
00988A,2026-08-12,8862970,0,0,1999043,10862013
0052,2026-08-12,2754803,0,-940000,8851864,10666667
00712,2026-08-12,3889000,0,0,6233199,10122199
3706,2026-08-12,9467114,0,-92000,411156,9786270
1608,2026-08-12,9108219,0,0,180774,9288993
2377,2026-08-12,7854332,0,-113000,1040677,8782009
4938,2026-08-12,8259658,0,43000,466058,8768716
2890,2026-08-12,8869859,0,118252,-256131,8731980
00990A,2026-08-12,4811000,0,0,3133148,7944148
1326,2026-08-12,7275630,0,0,552903,7828533
2883,2026-08-12,2856557,0,4243422,-122196,6977783
1718,2026-08-12,7148469,0,-20000,-278528,6849941
00406A,2026-08-12,1502000,0,0,5289058,6791058
2449,2026-08-12,5585403,0,-130666,781281,6236018
3231,2026-08-12,8824935,0,-3416832,549118,5957221
2354,2026-08-12,5606208,0,0,199220,5805428
1301,2026-08-12,5402759,0,0,204200,5606959
2464,2026-08-12,5419065,0,0,153801,5572866
9105,2026-08-12,5563000,0,0,4475,5567475
00993A,2026-08-12,2276000,0,0,3270645,5546645
1216,2026-08-12,5055324,0,-27000,-11986,5016338
2312,2026-08-12,4552860,0,0,248269,4801129
2376,2026-08-12,4224006,0,205765,354045,4783816
9933,2026-08-12,4840509,0,-2800,-261926,4575783
00410A,2026-08-12,1129000,0,0,3428025,4557025
00900,2026-08-12,2507000,0,0,1940899,4447899
2371,2026-08-12,4569806,0,-4000,-139535,4426271
1513,2026-08-12,4031906,0,0,346080,4377986
4763,2026-08-12,4405385,0,-111000,-120351,4174034
2426,2026-08-12,3886910,0,0,17520,3904430
00965,2026-08-12,1120000,0,-400000,3079994,3799994
009819,2026-08-12,865100,0,0,2870679,3735779
2882,2026-08-12,2361816,0,1163316,187882,3713014
2451,2026-08-12,3182071,0,0,48705,3230776
1904,2026-08-12,2971652,0,0,212185,3183837
2441,2026-08-12,2931702,0,0,227081,3158783
00918,2026-08-12,-1705200,0,0,4756878,3051678
2330,2026-08-12,2626903,0,587054,-290286,2923671
3714,2026-08-12,2866681,0,0,32946,2899627
2009,2026-08-12,2795772,0,0,73856,2869628
00997A,2026-08-12,2533000,0,0,302476,2835476
2478,2026-08-12,2739430,0,-2000,44880,2782310
00922,2026-08-12,423260,0,0,2322740,2746000
00982A,2026-08-12,716816,0,0,2024119,2740935
00663L,2026-08-12,138000,0,0,2573805,2711805
00680L,2026-08-12,-19000,0,0,2723310,2704310
3042,2026-08-12,1896275,0,0,714434,2610709
2027,2026-08-12,2536836,0,0,22121,2558957
2347,2026-08-12,2390776,0,116000,3483,2510259
1609,2026-08-12,2373620,0,0,117839,2491459
2855,2026-08-12,1882058,0,594000,0,2476058
3037,2026-08-12,2296751,0,-50000,222970,2469721
3010,2026-08-12,2252456,0,0,146196,2398652
1802,2026-08-12,2156392,0,0,234566,2390958
9921,2026-08-12,2334622,0,120000,-66175,2388447
00935,2026-08-12,524981,0,0,1848287,2373268
00402A,2026-08-12,100,0,0,2205997,2206097
2465,2026-08-12,2138854,0,0,60379,2199233
3605,2026-08-12,2053988,0,0,24547,2078535
009805,2026-08-12,-250,0,0,2078753,2078503
00995A,2026-08-12,-21200,0,0,2083012,2061812
2301,2026-08-12,706507,0,1403054,-69326,2040235
8422,2026-08-12,1886121,0,1000,31334,1918455
00984A,2026-08-12,684000,0,0,1233255,1917255
1314,2026-08-12,1568830,0,0,341902,1910732
2367,2026-08-12,1854224,0,0,19085,1873309
00985A,2026-08-12,-29100,0,0,1854879,1825779
00994A,2026-08-12,6700,0,0,1790340,1797040
2382,2026-08-12,636241,0,1098476,16902,1751619
00898,2026-08-12,1644000,0,0,90000,1734000
2030,2026-08-12,1745908,0,0,-19090,1726818
4904,2026-08-12,-794275,0,2526929,-7326,1725328
3033,2026-08-12,1758294,0,1000,-92670,1666624
2201,2026-08-12,1589462,0,45000,31861,1666323
2484,2026-08-12,1631451,0,-3000,13990,1642441
2489,2026-08-12,1655959,0,-5000,-31670,1619289
00896,2026-08-12,451100,0,0,1140823,1591923
2108,2026-08-12,1584349,0,0,2148,1586497
2501,2026-08-12,1546070,0,0,18782,1564852
2515,2026-08-12,1578100,0,0,-42775,1535325
6213,2026-08-12,1352061,0,-5000,166026,1513087
6919,2026-08-12,1464255,0,0,4779,1469034
8110,2026-08-12,1484220,0,0,-21343,1462877
00688L,2026-08-12,141000,0,0,1292280,1433280
1319,2026-08-12,1503201,0,-42000,-32000,1429201
2867,2026-08-12,1410837,0,0,0,1410837
2520,2026-08-12,1382748,0,0,11000,1393748
00927,2026-08-12,12490,0,0,1380814,1393304
2357,2026-08-12,1186544,0,75887,87434,1349865
2105,2026-08-12,1189245,0,71000,77984,1338229
00404A,2026-08-12,9000,0,0,1314210,1323210
00996A,2026-08-12,-83000,0,0,1399431,1316431
9914,2026-08-12,1259151,0,118000,-64606,1312545
009802,2026-08-12,444000,0,0,840850,1284850
1536,2026-08-12,1229016,0,0,49726,1278742
2436,2026-08-12,1337472,0,-158000,79122,1258594
6271,2026-08-12,1293199,0,0,-34891,1258308
4540,2026-08-12,1232210,0,0,0,1232210
00947,2026-08-12,-196000,0,0,1425296,1229296
2399,2026-08-12,1045589,0,0,143386,1188975
2362,2026-08-12,1208995,0,0,-28000,1180995
3532,2026-08-12,1182766,0,0,-17900,1164866
00715L,2026-08-12,73000,0,0,1089578,1162578
1440,2026-08-12,1147442,0,0,-1261,1146181
2606,2026-08-12,1266057,0,0,-135927,1130130
2476,2026-08-12,786303,0,0,333040,1119343
1711,2026-08-12,1063702,0,0,49303,1113005
6152,2026-08-12,1202000,0,0,-95481,1106519
00408A,2026-08-12,-3000,0,0,1103462,1100462
1409,2026-08-12,725948,0,0,357998,1083946
2385,2026-08-12,1041717,0,16878,-3928,1054667
2542,2026-08-12,729145,0,294000,1721,1024866
6901,2026-08-12,1010000,0,0,6000,1016000
2359,2026-08-12,974800,0,0,39258,1014058
1304,2026-08-12,1014869,0,0,-6587,1008282
2485,2026-08-12,924403,0,0,83524,1007927
3189,2026-08-12,771329,0,11,226777,998117
1714,2026-08-12,836225,0,79000,82502,997727
009824,2026-08-12,-7000,0,0,939466,932466
00642U,2026-08-12,-21052,0,0,941035,919983
6108,2026-08-12,917176,0,0,2000,919176
2323,2026-08-12,951900,0,0,-42000,909900
2328,2026-08-12,817930,0,0,89309,907239
6269,2026-08-12,730885,0,0,162429,893314
1310,2026-08-12,909314,0,0,-27144,882170
1560,2026-08-12,937188,0,26500,-85355,878333
3006,2026-08-12,976417,0,0,-102947,873470
2392,2026-08-12,797079,0,0,69635,866714
8131,2026-08-12,836291,0,0,-3252,833039
2461,2026-08-12,832134,0,0,-990,831144
6672,2026-08-12,717920,0,-1000,112557,829477
