stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-09-01,270939051,0,0,101948507,372887558
00685L,2026-09-01,6193309,0,0,224415465,230608774
00631L,2026-09-01,34786736,0,0,142976496,177763232
00981A,2026-09-01,91494681,0,0,30107523,121602204
00407A,2026-09-01,58513502,0,0,46742245,105255747
0050,2026-09-01,39055497,0,0,38655688,77711185
00405A,2026-09-01,33817213,0,0,41804959,75622172
009816,2026-09-01,32826250,0,0,34991677,67817927
00878,2026-09-01,30338650,0,0,23089986,53428636
00991A,2026-09-01,33257892,0,0,13979333,47237225
1326,2026-09-01,44300807,0,99000,-67842,44331965
00400A,2026-09-01,22485150,0,0,14548072,37033222
00982A,2026-09-01,21134103,0,1800000,13671102,36605205
2887,2026-09-01,24546320,0,7383252,-282597,31646975
00992A,2026-09-01,16836150,0,0,8568169,25404319
1101,2026-09-01,22642097,0,-1000,912497,23553594
00881,2026-09-01,19311634,0,0,816028,20127662
2883,2026-09-01,18961772,0,919763,-237327,19644208
8150,2026-09-01,17373469,0,-4000,1083256,18452725
00891,2026-09-01,13405435,0,0,4788283,18193718
1301,2026-09-01,15600036,0,-1032000,2499138,17067174
2892,2026-09-01,15290644,0,945257,98793,16334694
0052,2026-09-01,10545439,0,0,5599818,16145257
2317,2026-09-01,13474127,0,698763,937747,15110637
2886,2026-09-01,16176946,0,-1567583,-487869,14121494
00929,2026-09-01,2631168,0,0,10692625,13323793
4958,2026-09-01,7339847,0,5692688,164499,13197034
00940,2026-09-01,837800,0,0,11986752,12824552
1717,2026-09-01,10852469,0,300596,1220470,12373535
2812,2026-09-01,15177248,0,-2828000,-201000,12148248
2891,2026-09-01,4170210,0,7811723,-418052,11563881
3706,2026-09-01,9739482,0,163000,1464023,11366505
00999A,2026-09-01,5306000,0,0,5461768,10767768
2449,2026-09-01,5110920,0,3123527,1163691,9398138
00988A,2026-09-01,2279417,0,0,7111000,9390417
2354,2026-09-01,7957800,0,21000,876869,8855669
2897,2026-09-01,7468000,0,1252000,-25000,8695000
00927,2026-09-01,17527000,0,0,-8950767,8576233
00900,2026-09-01,4110700,0,0,4309634,8420334
5876,2026-09-01,7229446,0,1264000,-175765,8317681
0056,2026-09-01,-752779,0,0,8917679,8164900
2890,2026-09-01,8809751,0,-637898,-265753,7906100
00637L,2026-09-01,1315000,0,0,6584315,7899315
3711,2026-09-01,7292149,0,-554278,900737,7638608
2327,2026-09-01,10023598,0,-2462691,-147070,7413837
3189,2026-09-01,7170006,0,185092,24705,7379803
1402,2026-09-01,3520294,0,3641102,152667,7314063
4763,2026-09-01,5490043,0,989000,475727,6954770
2885,2026-09-01,8266158,0,-1580938,-242914,6442306
2618,2026-09-01,2327190,0,3757010,155273,6239473
2845,2026-09-01,578975,0,4399000,1242975,6220950
00993A,2026-09-01,3745000,0,0,2433694,6178694
00980A,2026-09-01,3861240,0,0,2247179,6108419
2330,2026-09-01,5730863,0,103869,130565,5965297
1709,2026-09-01,5601297,0,0,227858,5829155
6505,2026-09-01,5036329,0,62000,462958,5561287
3042,2026-09-01,5188913,0,97000,238346,5524259
00961,2026-09-01,2706050,0,0,2635825,5341875
6239,2026-09-01,4130258,0,271196,740849,5142303
009820,2026-09-01,172000,0,0,4968306,5140306
1102,2026-09-01,3065090,0,2156487,-240060,4981517
2312,2026-09-01,3812847,0,0,1039739,4852586
2880,2026-09-01,9349137,0,-4297000,-417100,4635037
1504,2026-09-01,4537872,0,7000,84316,4629188
00663L,2026-09-01,243000,0,0,4281310,4524310
2603,2026-09-01,5002115,0,-779601,93101,4315615
00922,2026-09-01,10844082,0,0,-6563421,4280661
1312,2026-09-01,4228000,0,0,35719,4263719
2353,2026-09-01,1293774,0,2850462,5171,4149407
2382,2026-09-01,1618405,0,2310970,188150,4117525
00404A,2026-09-01,3335000,0,0,773492,4108492
00923,2026-09-01,3819000,0,0,286150,4105150
1314,2026-09-01,4202249,0,0,-136000,4066249
2371,2026-09-01,4067572,0,-161000,104912,4011484
00984A,2026-09-01,2115000,0,0,1842530,3957530
2615,2026-09-01,3786486,0,228867,-92769,3922584
00996A,2026-09-01,1683000,0,0,2207682,3890682
00990A,2026-09-01,1055524,0,0,2613982,3669506
2027,2026-09-01,2133887,0,1023000,448205,3605092
00408A,2026-09-01,2000,0,0,3538488,3540488
1714,2026-09-01,3160100,0,0,236792,3396892
1802,2026-09-01,2918060,0,409000,-101734,3225326
009804,2026-09-01,1985376,0,0,1057447,3042823
00401A,2026-09-01,10043000,0,0,-7007732,3035268
6271,2026-09-01,2750436,0,0,249236,2999672
2385,2026-09-01,2895997,0,110966,-26464,2980499
1216,2026-09-01,3755349,0,-638000,-241463,2875886
2357,2026-09-01,1106166,0,1291261,239334,2636761
3231,2026-09-01,1289491,0,1141778,200126,2631395
00713,2026-09-01,972525,0,0,1653717,2626242
3406,2026-09-01,110710,0,2426000,-101124,2435586
3034,2026-09-01,1821696,0,630181,-22642,2429235
3037,2026-09-01,4270266,0,-2554677,620545,2336134
00892,2026-09-01,5103000,0,0,-2774641,2328359
2484,2026-09-01,2247221,0,0,43286,2290507
00896,2026-09-01,553000,0,0,1661196,2214196
6005,2026-09-01,3190268,0,-1010000,0,2180268
00939,2026-09-01,246000,0,0,1912375,2158375
00987A,2026-09-01,1197000,0,0,944488,2141488
6257,2026-09-01,1626459,0,293129,202946,2122534
006208,2026-09-01,1187378,0,0,835007,2022385
1722,2026-09-01,1973000,0,0,5026,1978026
00994A,2026-09-01,892000,0,0,1071817,1963817
2436,2026-09-01,1852700,0,0,96255,1948955
00995A,2026-09-01,2868000,0,0,-991711,1876289
2412,2026-09-01,2171781,0,-303052,5000,1873729
3045,2026-09-01,1129836,0,949244,-247662,1831418
4906,2026-09-01,1453790,0,0,364909,1818699
009829,2026-09-01,-890000,0,0,2590254,1700254
00915,2026-09-01,20000,0,0,1677408,1697408
3576,2026-09-01,1657735,0,0,39000,1696735
2356,2026-09-01,1323653,0,467309,-100475,1690487
2395,2026-09-01,1116420,0,424000,143323,1683743
2369,2026-09-01,1620885,0,0,22046,1642931
2542,2026-09-01,-1480745,0,3108000,-51894,1575361
3035,2026-09-01,1267767,0,0,295697,1563464
3715,2026-09-01,1347898,0,0,194564,1542462
2498,2026-09-01,1408470,0,0,126923,1535393
009803,2026-09-01,353000,0,0,1181472,1534472
6933,2026-09-01,1442184,0,0,44809,1486993
2441,2026-09-01,1606408,0,-264000,58383,1400791
3714,2026-09-01,1319335,0,0,56865,1376200
00947,2026-09-01,833062,0,0,511224,1344286
2377,2026-09-01,1757291,0,-76000,-359136,1322155
1711,2026-09-01,1294199,0,0,12304,1306503
2328,2026-09-01,1153120,0,0,147243,1300363
00934,2026-09-01,3595095,0,0,-2299966,1295129
2637,2026-09-01,1095508,0,108459,79687,1283654
1434,2026-09-01,1248455,0,0,5000,1253455
00952,2026-09-01,280054,0,0,959500,1239554
6226,2026-09-01,1221000,0,0,8000,1229000
00894,2026-09-01,1569000,0,0,-350145,1218855
3712,2026-09-01,1197650,0,0,1000,1198650
2342,2026-09-01,1179690,0,0,5567,1185257
