index_code,trade_date,open,high,low,close,volume
DJI,2026-09-21,51936.76171875,52128.578125,51747.6796875,52048.828125,444350000
NASDAQ,2026-09-21,26723.189453125,27183.9296875,26707.419921875,27122.08984375,8813260000
SOX,2026-09-21,12145.919921875,12491.6103515625,12059.2998046875,12433.169921875,0
SPX,2026-09-21,7692.830078125,7779.22021484375,7691.18994140625,7764.7001953125,4828050000
TAIEX,2026-09-22,47981.0390625,48601.53125,47800.171875,47800.171875,0
TPEx,2026-09-22,414.95001220703125,422.29998779296875,414.7799987792969,415.1700134277344,0
