stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-09-24,64496136,0,0,127820386,192316522
00981A,2026-09-24,36446643,0,0,46032153,82478796
00407A,2026-09-24,-3082000,0,0,36110250,33028250
00991A,2026-09-24,9670354,0,0,17629666,27300020
00405A,2026-09-24,-3160199,0,0,29367293,26207094
00632R,2026-09-24,1665000,0,0,16888025,18553025
00409A,2026-09-24,13347000,0,0,1577161,14924161
1303,2026-09-24,17802257,0,-5067000,1504545,14239802
8150,2026-09-24,14649145,0,10000,-773958,13885187
00992A,2026-09-24,6093250,0,0,6947590,13040840
009828,2026-09-24,6291000,0,0,4856311,11147311
3016,2026-09-24,8256099,0,0,307378,8563477
3231,2026-09-24,7873084,0,-954000,661588,7580672
3189,2026-09-24,5954210,0,984001,517243,7455454
009820,2026-09-24,671000,0,0,5902481,6573481
00982A,2026-09-24,3450650,0,0,3056274,6506924
00988A,2026-09-24,2412020,0,-132000,3371000,5651020
00400A,2026-09-24,4863100,0,0,575144,5438244
00402A,2026-09-24,6335166,0,0,-947037,5388129
9105,2026-09-24,4314000,0,0,141035,4455035
00990A,2026-09-24,1919860,0,0,2113059,4032919
2027,2026-09-24,2145473,0,455000,930169,3530642
3702,2026-09-24,2858239,0,414000,179238,3451477
2492,2026-09-24,3144533,0,1000,251770,3397303
00993A,2026-09-24,399000,0,0,2875765,3274765
3026,2026-09-24,2929696,0,164000,3050,3096746
6672,2026-09-24,2855913,0,-3000,87834,2940747
4566,2026-09-24,2891414,0,0,6847,2898261
00997A,2026-09-24,2349000,0,0,458785,2807785
009824,2026-09-24,976000,0,0,1830563,2806563
2412,2026-09-24,2862663,0,79000,-194020,2747643
2030,2026-09-24,2496645,0,0,54197,2550842
2034,2026-09-24,2434639,0,0,13248,2447887
2892,2026-09-24,1571309,0,643000,147909,2362218
2327,2026-09-24,2132480,0,-266000,472468,2338948
00940,2026-09-24,23002,0,0,2213605,2236607
1301,2026-09-24,1468187,0,0,485588,1953775
8028,2026-09-24,-549327,0,2309000,174445,1934118
2014,2026-09-24,1927000,0,0,7000,1934000
00949,2026-09-24,-16856,0,0,1909061,1892205
00996A,2026-09-24,-77000,0,0,1963125,1886125
3037,2026-09-24,1807376,0,121999,-115700,1813675
6213,2026-09-24,833221,0,600000,367657,1800878
6168,2026-09-24,1744169,0,0,21000,1765169
2351,2026-09-24,1755034,0,0,-72748,1682286
1708,2026-09-24,1637247,0,0,32424,1669671
6285,2026-09-24,1219953,0,2000,433048,1655001
00994A,2026-09-24,406000,0,0,1179422,1585422
8046,2026-09-24,1331474,0,156000,38195,1525669
00999A,2026-09-24,715000,0,0,746924,1461924
2884,2026-09-24,-2037031,0,3052000,338871,1353840
2353,2026-09-24,869719,0,94000,376620,1340339
6533,2026-09-24,1265827,0,0,63400,1329227
009802,2026-09-24,248000,0,0,1015617,1263617
2615,2026-09-24,1240906,0,-66000,82384,1257290
3035,2026-09-24,1184310,0,20000,46617,1250927
00641R,2026-09-24,0,0,0,1244000,1244000
00671R,2026-09-24,0,0,0,1228000,1228000
00900,2026-09-24,436000,0,0,769389,1205389
1714,2026-09-24,1193281,0,0,7653,1200934
00882,2026-09-24,25000,0,0,1124527,1149527
1409,2026-09-24,1326973,0,0,-193302,1133671
00987A,2026-09-24,282883,0,0,781390,1064273
6526,2026-09-24,915517,0,92000,28588,1036105
2436,2026-09-24,756886,0,20000,250757,1027643
2890,2026-09-24,-1288836,0,2057000,253801,1021965
6153,2026-09-24,954883,0,0,51099,1005982
00410A,2026-09-24,-55000,0,0,1026220,971220
3045,2026-09-24,1434392,0,-233000,-234870,966522
3518,2026-09-24,921047,0,0,1968,923015
3167,2026-09-24,943524,0,0,-23196,920328
1727,2026-09-24,581384,0,0,314396,895780
00953B,2026-09-24,-923000,0,0,1794477,871477
1402,2026-09-24,747234,0,113000,-6525,853709
00980A,2026-09-24,68804,0,0,683437,752241
2449,2026-09-24,1133544,0,-177710,-218231,737603
00408A,2026-09-24,67000,0,0,653703,720703
2454,2026-09-24,826547,0,-255900,133111,703758
3576,2026-09-24,698713,0,0,-2000,696713
00676R,2026-09-24,17000,0,0,652456,669456
2466,2026-09-24,667573,0,0,0,667573
2006,2026-09-24,466720,0,198742,1741,667203
1560,2026-09-24,671057,0,13000,-20943,663114
2855,2026-09-24,680563,0,-20187,0,660376
00881,2026-09-24,-401585,0,0,1045646,644061
1809,2026-09-24,556850,0,0,62992,619842
4770,2026-09-24,-122318,0,730000,-10425,597257
1513,2026-09-24,546624,0,0,30721,577345
2395,2026-09-24,547901,0,-36000,64594,576495
2360,2026-09-24,680963,0,-195000,68809,554772
2542,2026-09-24,-1220106,0,1799000,-31556,547338
6155,2026-09-24,536794,0,0,-15545,521249
2455,2026-09-24,201116,0,-8000,321656,514772
6166,2026-09-24,284885,0,0,228811,513696
3029,2026-09-24,496553,0,-661,-1923,493969
5608,2026-09-24,491230,0,0,585,491815
1312,2026-09-24,619129,0,0,-134656,484473
00985A,2026-09-24,51271,0,0,426908,478179
6214,2026-09-24,494515,0,-23000,2070,473585
00954,2026-09-24,0,0,0,473034,473034
2377,2026-09-24,482500,0,-15000,2757,470257
2636,2026-09-24,478240,0,0,-10000,468240
00951,2026-09-24,-203000,0,0,668376,465376
2367,2026-09-24,495201,0,0,-30240,464961
1310,2026-09-24,472000,0,0,-8000,464000
3031,2026-09-24,459783,0,0,316,460099
6209,2026-09-24,445917,0,0,9959,455876
2031,2026-09-24,453627,0,-3898,-644,449085
00983A,2026-09-24,9000,0,0,435849,444849
1326,2026-09-24,-35610,0,0,476751,441141
3022,2026-09-24,468685,0,0,-27614,441071
8926,2026-09-24,260950,0,181000,-1728,440222
009804,2026-09-24,290020,0,0,138790,428810
1304,2026-09-24,601884,0,0,-177532,424352
6269,2026-09-24,407000,0,0,9380,416380
4915,2026-09-24,167937,0,237815,7386,413138
6505,2026-09-24,274621,0,97000,34452,406073
2404,2026-09-24,-195737,0,613000,-14632,402631
1802,2026-09-24,507542,0,0,-109739,397803
4906,2026-09-24,423770,0,0,-27516,396254
2305,2026-09-24,393050,0,0,3000,396050
1904,2026-09-24,402975,0,0,-15628,387347
00693U,2026-09-24,0,0,0,371562,371562
1308,2026-09-24,380362,0,0,-10774,369588
2883B,2026-09-24,485827,0,0,-120000,365827
2010,2026-09-24,419000,0,0,-54000,365000
2421,2026-09-24,369763,0,-78000,66067,357830
2032,2026-09-24,355164,0,0,-3952,351212
00946,2026-09-24,-209000,0,0,558871,349871
00733,2026-09-24,392000,0,0,-42387,349613
4532,2026-09-24,353921,0,-6563,0,347358
8103,2026-09-24,375744,0,0,-44355,331389
2312,2026-09-24,338083,0,0,-11209,326874
6108,2026-09-24,330816,0,0,-8000,322816
00715L,2026-09-24,378000,0,0,-56748,321252
2393,2026-09-24,654175,0,-331252,-6726,316197
1229,2026-09-24,304933,0,-1000,0,303933
00896,2026-09-24,323450,0,0,-20460,302990
4904,2026-09-24,40821,0,61000,199640,301461
2476,2026-09-24,203868,0,0,95827,299695
2727,2026-09-24,370978,0,-49000,-23000,298978
4927,2026-09-24,262073,0,0,24000,286073
00984A,2026-09-24,522000,0,0,-237919,284081
2478,2026-09-24,315871,0,-29000,-7001,279870
2444,2026-09-24,275764,0,0,0,275764
1434,2026-09-24,272453,0,0,0,272453
2915,2026-09-24,272246,0,0,-911,271335
2301,2026-09-24,265223,0,-134000,139879,271102
00989A,2026-09-24,1131000,0,0,-864937,266063
00830,2026-09-24,-384716,0,0,650426,265710
3017,2026-09-24,165864,0,47999,42977,256840
00941,2026-09-24,-39030,0,0,295290,256260
00911,2026-09-24,12132,0,0,243317,255449
2880,2026-09-24,-422640,0,55000,618290,250650
3149,2026-09-24,248431,0,0,481,248912
3021,2026-09-24,250000,0,0,-1292,248708
6885,2026-09-24,248604,0,0,0,248604
8021,2026-09-24,176951,0,0,70000,246951
1319,2026-09-24,258264,0,-1051,-12000,245213
2308,2026-09-24,-327170,0,430000,141673,244503
3673,2026-09-24,282897,0,0,-44054,238843
3003,2026-09-24,236346,0,0,-6750,229596
2850,2026-09-24,224245,0,0,-1401,222844
2069,2026-09-24,233675,0,0,-11000,222675
2020,2026-09-24,227000,0,0,-6000,221000
5471,2026-09-24,221173,0,0,-2326,218847
2369,2026-09-24,224099,0,0,-5529,218570
2385,2026-09-24,216559,0,-9286,9625,216898
2025,2026-09-24,217099,0,0,-1000,216099
4540,2026-09-24,211404,0,0,0,211404
00735,2026-09-24,-150100,0,0,355000,204900
009817,2026-09-24,16000,0,0,186060,202060
1810,2026-09-24,197050,0,0,1000,198050
2520,2026-09-24,190603,0,0,7046,197649
6691,2026-09-24,201413,0,0,-5103,196310
2355,2026-09-24,200000,0,0,-5053,194947
020039,2026-09-24,0,0,0,194000,194000
6202,2026-09-24,215199,0,20000,-42981,192218
1536,2026-09-24,191080,0,0,-312,190768
2347,2026-09-24,-26664,0,161039,55131,189506
9940,2026-09-24,202000,0,0,-14522,187478
3550,2026-09-24,183525,0,0,0,183525
3030,2026-09-24,183299,0,0,-694,182605
2851,2026-09-24,233896,0,0,-51653,182243
3543,2026-09-24,182000,0,0,0,182000
00909,2026-09-24,56000,0,0,126000,182000
2402,2026-09-24,191325,0,0,-13801,177524
9921,2026-09-24,185503,0,0,-9301,176202
00692,2026-09-24,-60988,0,0,234507,173519
4764,2026-09-24,286150,0,-110000,-4061,172089
9958,2026-09-24,-35021,0,210000,-5985,168994
6271,2026-09-24,174833,0,-37000,29980,167813
3036,2026-09-24,102119,0,-2000,67663,167782
1609,2026-09-24,163711,0,0,1234,164945
8163,2026-09-24,167408,0,0,-3228,164180
00965,2026-09-24,-3000,0,0,166146,163146
6197,2026-09-24,160008,0,0,1475,161483
2340,2026-09-24,166695,0,0,-7742,158953
3028,2026-09-24,158185,0,0,323,158508
2405,2026-09-24,157000,0,0,0,157000
6196,2026-09-24,188537,0,0,-32333,156204
4142,2026-09-24,155000,0,0,700,155700
6438,2026-09-24,141813,0,0,12951,154764
