stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-08-13,88137023,0,0,196885640,285022663
00981A,2026-08-13,34427986,0,0,66226180,100654166
00685L,2026-08-13,-2175555,0,0,100131378,97955823
00631L,2026-08-13,3378255,0,0,84570911,87949166
00407A,2026-08-13,43829600,0,0,37840707,81670307
6770,2026-08-13,57184307,0,87000,5052762,62324069
009816,2026-08-13,22192560,0,0,32711154,54903714
0050,2026-08-13,31063004,0,-4385000,20669289,47347293
2408,2026-08-13,42740922,0,1778130,1755398,46274450
00991A,2026-08-13,26466152,0,0,18804171,45270323
00405A,2026-08-13,9870350,0,0,23394686,33265036
2027,2026-08-13,39932119,0,-8628000,-644232,30659887
00400A,2026-08-13,11802750,0,0,17067724,28870474
0056,2026-08-13,-749246,0,0,26183368,25434122
4938,2026-08-13,24643888,0,-104000,-2154073,22385815
00992A,2026-08-13,14155154,0,0,7966176,22121330
009820,2026-08-13,3870000,0,0,18033276,21903276
2887,2026-08-13,12336017,0,9137959,-341430,21132546
00919,2026-08-13,14228089,0,0,6405209,20633298
1605,2026-08-13,18332785,0,-13799,-180843,18138143
00999A,2026-08-13,536500,0,0,17128371,17664871
3231,2026-08-13,10325788,0,7484228,-204932,17605084
2883,2026-08-13,12142179,0,6046877,-618960,17570096
2886,2026-08-13,28691202,0,586260,-12235123,17042339
00940,2026-08-13,4877401,0,0,11293176,16170577
2324,2026-08-13,12612709,0,-42907,3366245,15936047
0052,2026-08-13,5207087,0,-100000,9447299,14554386
2634,2026-08-13,12572000,0,0,465766,13037766
2892,2026-08-13,10864088,0,1420208,316446,12600742
2301,2026-08-13,11527644,0,204511,425339,12157494
009819,2026-08-13,6315100,0,0,5690919,12006019
009821,2026-08-13,970000,0,0,10428681,11398681
1504,2026-08-13,10657337,0,-10000,609729,11257066
009805,2026-08-13,0,0,0,11123445,11123445
2377,2026-08-13,8275514,0,337000,1366140,9978654
1513,2026-08-13,9070176,0,-1000,590251,9659427
2356,2026-08-13,6938951,0,314310,783776,8037037
2542,2026-08-13,6156704,0,1432000,189362,7778066
00637L,2026-08-13,454000,0,0,7297388,7751388
00402A,2026-08-13,2848000,0,0,4785630,7633630
00982A,2026-08-13,6965815,0,0,410821,7376636
2353,2026-08-13,7059575,0,224474,30034,7314083
2376,2026-08-13,6831787,0,90093,242688,7164568
3576,2026-08-13,7048618,0,0,4000,7052618
00997A,2026-08-13,4628000,0,0,2110670,6738670
009824,2026-08-13,2145000,0,0,4266427,6411427
6282,2026-08-13,5918288,0,-4000,245555,6159843
2332,2026-08-13,5459395,0,0,603842,6063237
2327,2026-08-13,4761911,0,1483121,-373016,5872016
8112,2026-08-13,5837522,0,0,-69449,5768073
00990A,2026-08-13,-2653800,0,0,8393578,5739778
1216,2026-08-13,6000711,0,-6488,-302683,5691540
00993A,2026-08-13,1908221,0,0,3725753,5633974
2885,2026-08-13,3458635,0,2322193,-278335,5502493
00918,2026-08-13,5411000,0,0,-59035,5351965
00935,2026-08-13,2083910,0,-145000,3375471,5314381
2867,2026-08-13,5104000,0,0,118143,5222143
00404A,2026-08-13,573000,0,0,4376254,4949254
00941,2026-08-13,2224020,0,0,2718383,4942403
2330,2026-08-13,3972231,0,736974,93181,4802386
1301,2026-08-13,3781818,0,-4000,822651,4600469
1717,2026-08-13,4624526,0,22000,-131638,4514888
00927,2026-08-13,2815300,0,0,1442060,4257360
8150,2026-08-13,11741160,0,-8298000,694200,4137360
2454,2026-08-13,3760291,0,10060,-130008,3640343
8039,2026-08-13,3590257,0,0,24392,3614649
00922,2026-08-13,668006,0,0,2676001,3344007
00947,2026-08-13,1472000,0,0,1804182,3276182
2337,2026-08-13,3165477,0,-64000,152722,3254199
2313,2026-08-13,2563199,0,332463,272088,3167750
2436,2026-08-13,2678064,0,-10000,354496,3022560
2359,2026-08-13,2819988,0,0,127558,2947546
00663L,2026-08-13,34000,0,0,2912122,2946122
2393,2026-08-13,2881711,0,-12879,29393,2898225
00830,2026-08-13,3048769,0,100000,-280906,2867863
3044,2026-08-13,2031512,0,592913,119112,2743537
2615,2026-08-13,2728579,0,-8121,-72570,2647888
00988A,2026-08-13,972600,0,324000,1331000,2627600
009802,2026-08-13,1360000,0,0,1255310,2615310
00892,2026-08-13,373012,0,0,2235229,2608241
2881,2026-08-13,1071130,0,1393214,82199,2546543
00996A,2026-08-13,16000,0,0,2479204,2495204
00994A,2026-08-13,435100,0,0,2029112,2464212
2451,2026-08-13,2348488,0,-1000,32453,2379941
00900,2026-08-13,436000,0,2500000,-592953,2343047
2049,2026-08-13,2730968,0,-685000,272750,2318718
3017,2026-08-13,1859948,0,335941,40876,2236765
2801,2026-08-13,2311333,0,-489000,380695,2203028
00995A,2026-08-13,1678000,0,0,512709,2190709
00965,2026-08-13,452930,0,-300000,2012918,2165848
5521,2026-08-13,2143206,0,0,6000,2149206
2305,2026-08-13,2120707,0,0,6047,2126754
00665L,2026-08-13,-93000,0,0,2200469,2107469
1709,2026-08-13,2074941,0,0,-25425,2049516
6213,2026-08-13,2125740,0,2000,-87722,2040018
00715L,2026-08-13,718000,0,0,1310642,2028642
00980A,2026-08-13,7791740,0,528000,-6293666,2026074
3037,2026-08-13,2741390,0,-755242,4942,1991090
00951,2026-08-13,895000,0,0,1089596,1984596
00896,2026-08-13,209160,0,0,1746426,1955586
2889,2026-08-13,3824859,0,-2006000,91343,1910202
00898,2026-08-13,1841000,0,0,67152,1908152
1609,2026-08-13,1966965,0,0,-97817,1869148
00633L,2026-08-13,72000,0,0,1770779,1842779
00635U,2026-08-13,-31487,0,0,1744049,1712562
2484,2026-08-13,1679555,0,0,25829,1705384
4566,2026-08-13,1701035,0,0,-358,1700677
2890,2026-08-13,969491,0,1558703,-834384,1693810
2103,2026-08-13,1584235,0,0,102115,1686350
2312,2026-08-13,1466701,0,1000,96514,1564215
3048,2026-08-13,1488984,0,0,65622,1554606
6443,2026-08-13,1480899,0,0,73000,1553899
3711,2026-08-13,4761542,0,-3376456,155578,1540664
2354,2026-08-13,1243337,0,-8000,295765,1531102
2308,2026-08-13,1400085,0,76564,54114,1530763
00939,2026-08-13,467000,0,0,1037589,1504589
6108,2026-08-13,1477331,0,0,21022,1498353
3714,2026-08-13,1484870,0,0,-3372,1481498
00987A,2026-08-13,36000,0,0,1433950,1469950
00738U,2026-08-13,24000,0,0,1424576,1448576
3605,2026-08-13,1469999,0,0,-46794,1423205
2603,2026-08-13,1349953,0,48751,-39443,1359261
1313,2026-08-13,1332351,0,0,11907,1344258
6206,2026-08-13,1280357,0,-1000,51467,1330824
9921,2026-08-13,1385292,0,0,-57181,1328111
5515,2026-08-13,1212063,0,0,26721,1238784
1304,2026-08-13,1239538,0,0,-5917,1233621
2882,2026-08-13,-399810,0,1211251,415873,1227314
3706,2026-08-13,1356294,0,-5000,-124980,1226314
00985A,2026-08-13,-55050,0,0,1261109,1206059
9939,2026-08-13,1165687,0,-1000,21933,1186620
2465,2026-08-13,1158072,0,0,24466,1182538
00946,2026-08-13,583000,0,0,591205,1174205
00708L,2026-08-13,-146000,0,0,1316560,1170560
1305,2026-08-13,1163631,0,0,3991,1167622
3149,2026-08-13,1145690,0,0,583,1146273
6415,2026-08-13,1245538,0,-158000,47378,1134916
3515,2026-08-13,1024813,0,0,103951,1128764
6277,2026-08-13,1113000,0,0,14552,1127552
6901,2026-08-13,1121000,0,0,5000,1126000
009803,2026-08-13,-10000,0,0,1127578,1117578
2492,2026-08-13,1457797,0,-2000,-343146,1112651
009804,2026-08-13,256000,0,0,850505,1106505
00984A,2026-08-13,1184000,0,0,-106456,1077544
2515,2026-08-13,1080080,0,0,-9453,1070627
2851,2026-08-13,1022290,0,0,40653,1062943
3019,2026-08-13,982861,0,0,69000,1051861
2108,2026-08-13,990323,0,0,20846,1011169
00902,2026-08-13,858000,0,0,149906,1007906
00717,2026-08-13,870000,0,0,117000,987000
00757,2026-08-13,375128,0,0,596425,971553
3029,2026-08-13,935745,0,-2000,22482,956227
2323,2026-08-13,920651,0,0,33358,954009
3042,2026-08-13,678630,0,0,272190,950820
7788,2026-08-13,911953,0,0,29992,941945
9933,2026-08-13,1001937,0,-5600,-94000,902337
3450,2026-08-13,845000,0,0,25462,870462
3209,2026-08-13,849000,0,0,20495,869495
6196,2026-08-13,834896,0,-1000,25433,859329
6153,2026-08-13,610000,0,0,244072,854072
9907,2026-08-13,865790,0,-25769,14000,854021
00904,2026-08-13,410000,0,0,441265,851265
8131,2026-08-13,846643,0,0,-6336,840307
00669R,2026-08-13,29000,0,0,789826,818826
2371,2026-08-13,795252,0,-10000,31287,816539
1810,2026-08-13,815505,0,-17054,11635,810086
00642U,2026-08-13,-2500,0,0,811794,809294
00954,2026-08-13,355000,0,0,449854,804854
00934,2026-08-13,559000,0,0,242003,801003
2328,2026-08-13,876100,0,0,-76474,799626
3702,2026-08-13,272691,0,579000,-121518,730173
00983A,2026-08-13,87000,0,0,639852,726852
3094,2026-08-13,722405,0,0,1777,724182
5871,2026-08-13,-51850,0,766578,7567,722295
00905,2026-08-13,156109,0,0,564699,720808
3035,2026-08-13,698474,0,0,20928,719402
5880,2026-08-13,-4541426,0,4998031,236895,693500
6215,2026-08-13,670088,0,0,22368,692456
5607,2026-08-13,663086,0,0,22000,685086
1326,2026-08-13,528662,0,0,143878,672540
00706L,2026-08-13,5000,0,0,650676,655676
1808,2026-08-13,630750,0,0,24000,654750
1904,2026-08-13,637540,0,0,15590,653130
2547,2026-08-13,630000,0,-13039,25764,642725
00910,2026-08-13,-11000,0,0,623843,612843
3005,2026-08-13,678814,0,-16081,-50301,612432
2385,2026-08-13,2493957,0,-1851473,-32667,609817
00932,2026-08-13,14000,0,0,593352,607352
4906,2026-08-13,541500,0,0,57473,598973
3356,2026-08-13,595000,0,0,748,595748
3006,2026-08-13,589226,0,0,5265,594491
3059,2026-08-13,588350,0,0,-1696,586654
3052,2026-08-13,580000,0,0,1000,581000
2520,2026-08-13,524871,0,0,42000,566871
8110,2026-08-13,562112,0,0,-5464,556648
4736,2026-08-13,557609,0,0,-1000,556609
00885,2026-08-13,147343,0,0,407868,555211
2417,2026-08-13,543203,0,0,-1000,542203
00897,2026-08-13,378000,0,0,162260,540260
8033,2026-08-13,343802,0,0,194850,538652
1309,2026-08-13,527781,0,0,2397,530178
2480,2026-08-13,517735,0,-1000,10388,527123
2483,2026-08-13,519658,0,0,4997,524655
2364,2026-08-13,523238,0,0,0,523238
009813,2026-08-13,392010,0,0,126000,518010
3550,2026-08-13,494449,0,0,10700,505149
009818,2026-08-13,12000,0,0,488509,500509
1319,2026-08-13,561048,0,-44000,-17800,499248
3135,2026-08-13,484669,0,0,13517,498186
1802,2026-08-13,524447,0,0,-28544,495903
3023,2026-08-13,555522,0,-32000,-31856,491666
00850,2026-08-13,149000,0,0,341720,490720
3708,2026-08-13,488227,0,-1000,-7801,479426
2316,2026-08-13,440105,0,0,33699,473804
2455,2026-08-13,416907,0,-21000,76909,472816
1409,2026-08-13,-81237,0,0,540888,459651
00675L,2026-08-13,-45000,0,0,503086,458086
1711,2026-08-13,373943,0,0,83428,457371
2360,2026-08-13,270973,0,220020,-44138,446855
