stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00632R,2026-09-11,-69992000,0,0,147788978,77796978
2609,2026-09-11,22998285,0,102106,647311,23747702
2812,2026-09-11,21953538,0,0,-75134,21878404
2892,2026-09-11,8456876,0,9873505,505691,18836072
2801,2026-09-11,10395977,0,7592000,473010,18460987
2883,2026-09-11,16650690,0,260509,434953,17346152
2886,2026-09-11,3944819,0,9392945,532597,13870361
5880,2026-09-11,13147409,0,-16000,7636,13139045
2887,2026-09-11,9777200,0,920834,1642378,12340412
2884,2026-09-11,9208157,0,1514362,502210,11224729
2412,2026-09-11,9937005,0,113299,-64000,9986304
2889,2026-09-11,8443026,0,0,9912,8452938
2618,2026-09-11,8039075,0,239528,151398,8430001
2880,2026-09-11,7557154,0,-41000,765963,8282117
2354,2026-09-11,7730747,0,-4000,543514,8270261
00664R,2026-09-11,1000,0,0,7988000,7989000
2610,2026-09-11,6370212,0,325000,201438,6896650
00715L,2026-09-11,303000,0,0,6456158,6759158
2845,2026-09-11,6426305,0,-5000,-43036,6378269
2890,2026-09-11,-2753663,0,7980068,755402,5981807
00953B,2026-09-11,725000,0,0,4923991,5648991
5876,2026-09-11,3596643,0,610000,39959,4246602
2820,2026-09-11,4156000,0,0,82000,4238000
2605,2026-09-11,4068350,0,0,64909,4133259
2603,2026-09-11,2566379,0,1206800,300718,4073897
2027,2026-09-11,3477159,0,2040000,-1720055,3797104
00900,2026-09-11,623000,0,0,2921461,3544461
2851,2026-09-11,3484903,0,0,-25420,3459483
00940,2026-09-11,85860,0,0,3369255,3455115
00990A,2026-09-11,114196,0,0,2811321,2925517
00676R,2026-09-11,30000,0,0,2880831,2910831
3045,2026-09-11,2846660,0,60163,-166976,2739847
00984D,2026-09-11,250000,0,-20000,2405000,2635000
00988A,2026-09-11,-358174,0,0,2989736,2631562
00686R,2026-09-11,0,0,0,2554000,2554000
00642U,2026-09-11,-119268,0,0,2669460,2550192
00402A,2026-09-11,102000,0,0,2444477,2546477
2891,2026-09-11,1164599,0,335289,987030,2486918
2377,2026-09-11,2405530,0,75000,-50175,2430355
2426,2026-09-11,2055122,0,0,348297,2403419
2615,2026-09-11,2304972,0,-6422,-34315,2264235
9933,2026-09-11,2383605,0,118400,-290313,2211692
9945,2026-09-11,2222329,0,0,-30153,2192176
2617,2026-09-11,2169652,0,0,-8,2169644
3231,2026-09-11,3259040,0,-1226148,113523,2146415
2637,2026-09-11,157919,0,1886000,-9322,2034597
00688L,2026-09-11,-102000,0,0,2127414,2025414
1102,2026-09-11,1525411,0,461236,-12101,1974546
1402,2026-09-11,3878055,0,-1912646,-46781,1918628
2323,2026-09-11,1856548,0,0,2000,1858548
2897,2026-09-11,1863220,0,0,-66164,1797056
009824,2026-09-11,56000,0,0,1668227,1724227
2382,2026-09-11,665935,0,953530,97567,1717032
2515,2026-09-11,1631691,0,0,76000,1707691
2855,2026-09-11,405711,0,1128900,0,1534611
4958,2026-09-11,1233268,0,125,251790,1485183
1560,2026-09-11,1376566,0,208600,-122806,1462360
9105,2026-09-11,1377100,0,0,77243,1454343
1605,2026-09-11,1556977,0,263466,-381433,1439010
4904,2026-09-11,1323304,0,-4184,9326,1328446
00885,2026-09-11,792501,0,0,528803,1321304
2885,2026-09-11,-388965,0,1513041,36278,1160354
00713,2026-09-11,26339,0,0,1020827,1047166
6706,2026-09-11,950679,0,0,88700,1039379
2838,2026-09-11,1067632,0,0,-50000,1017632
