stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-08-14,58655112,0,0,192242604,250897716
00981A,2026-08-14,95202742,0,0,87682733,182885475
6770,2026-08-14,144966464,0,-27000,1547572,146487036
00407A,2026-08-14,27010000,0,0,66338151,93348151
00631L,2026-08-14,11791340,0,0,77848638,89639978
00991A,2026-08-14,27738964,0,0,41885414,69624378
00685L,2026-08-14,3255297,0,0,66243290,69498587
2344,2026-08-14,55890918,0,3770315,2289069,61950302
2324,2026-08-14,47849797,0,-46924,3909022,51711895
00405A,2026-08-14,13126000,0,0,29645343,42771343
3481,2026-08-14,39637694,0,-73779,2689209,42253124
2887,2026-08-14,17660523,0,25041136,-624366,42077293
0056,2026-08-14,17125395,0,0,19257687,36383082
00992A,2026-08-14,13058500,0,0,18570516,31629016
00400A,2026-08-14,6096064,0,0,24572792,30668856
00919,2026-08-14,15736040,0,0,13509545,29245585
0050,2026-08-14,35877135,0,0,-7802790,28074345
009816,2026-08-14,12130013,0,0,14237855,26367868
2886,2026-08-14,11358753,0,15554335,-2192072,24721016
9904,2026-08-14,21199135,0,119000,434205,21752340
2883,2026-08-14,-4054502,0,25023853,-491258,20478093
009820,2026-08-14,-527000,0,0,17926605,17399605
9945,2026-08-14,15244750,0,0,451995,15696745
2356,2026-08-14,15237019,0,-308227,603643,15532435
2615,2026-08-14,14818809,0,-28676,618476,15408609
1102,2026-08-14,15414529,0,-13468,-86883,15314178
00999A,2026-08-14,3271000,0,0,10304872,13575872
1301,2026-08-14,12527005,0,0,643241,13170246
2353,2026-08-14,11128449,0,-335809,2310385,13103025
1303,2026-08-14,10619328,0,-1491904,3232063,12359487
9105,2026-08-14,11171310,0,0,-69793,11101517
2892,2026-08-14,-3851813,0,14618712,303358,11070257
00941,2026-08-14,2648900,0,0,7719476,10368376
3706,2026-08-14,9690320,0,1000,375196,10066516
2890,2026-08-14,-2997634,0,14420641,-1398744,10024263
0052,2026-08-14,3903690,0,-20000,4767159,8650849
2357,2026-08-14,8240599,0,-217917,64012,8086694
00402A,2026-08-14,299900,0,0,7785714,8085614
2603,2026-08-14,7906374,0,7781,155482,8069637
2882,2026-08-14,7837903,0,-31112,56418,7863209
2634,2026-08-14,6343082,0,0,1390702,7733784
009819,2026-08-14,1612000,0,0,6116839,7728839
009821,2026-08-14,475250,0,0,7195018,7670268
2337,2026-08-14,7707343,0,-15000,-145683,7546660
4958,2026-08-14,6383970,0,648803,411927,7444700
