code,ts,price,open,high,low,volume
2464,2026-09-04 13:59:42,211,223.5,224,203,51380125
2606,2026-09-04 13:59:42,78.19999694824219,79,79.9000015258789,76.0999984741211,6190209
4971,2026-09-04 13:59:42,624,639,644,589,4420111
2905,2026-09-04 13:59:42,18.149999618530273,18.25,18.350000381469727,17.950000762939453,1458828
6532,2026-09-04 13:59:42,98,102.5,103,98,804598
6533,2026-09-04 13:59:42,264,270,271,262,684678
2889,2026-09-04 13:59:42,16.600000381469727,16.549999237060547,16.75,16.350000381469727,18808684
0050,2026-09-04 13:59:42,107.9000015258789,107.69999694824219,108,106.8499984741211,42641999
6505,2026-09-04 13:59:42,78.0999984741211,76.5999984741211,78.19999694824219,75.4000015258789,13729062
6442,2026-09-04 13:59:42,1755,1860,1875,1655,3671354
4510,2026-09-04 13:59:42,47.54999923706055,47.79999923706055,48.45000076293945,47.04999923706055,5662341
3491,2026-09-04 13:59:42,1505,1465,1520,1425,1889834
2537,2026-09-04 13:59:42,11.649999618530273,11.649999618530273,11.800000190734863,11.550000190734863,651926
1710,2026-09-04 13:59:42,15.949999809265137,16.299999237060547,16.299999237060547,15.550000190734863,7986566
5434,2026-09-04 13:59:42,538,543,547,528,580386
2034,2026-09-04 13:59:42,21.100000381469727,20.700000762939453,21.100000381469727,20.5,2954110
2201,2026-09-04 13:59:42,31.100000381469727,31.149999618530273,31.25,30.850000381469727,5198778
6224,2026-09-04 13:59:42,84.80000305175781,83,87.4000015258789,81.19999694824219,3228514
2301,2026-09-04 13:59:42,308,308,316,302,23614399
3504,2026-09-04 13:59:42,89.69999694824219,88.4000015258789,90.30000305175781,85.5,3025197
5443,2026-09-04 13:59:42,112.5,112,114.5,109,1993458
2851,2026-09-04 13:59:42,46.650001525878906,47.45000076293945,47.849998474121094,46.29999923706055,2474896
6531,2026-09-04 13:59:42,911,942,949,901,2461298
1909,2026-09-04 13:59:42,11,11.100000381469727,11.199999809265137,10.850000381469727,2640771
6218,2026-09-04 13:59:42,42.25,43.25,43.75,41.5,1230918
6907,2026-09-04 13:59:42,181.5,182,183.5,176.5,664611
3362,2026-09-04 13:59:42,210,202.5,210,196,1255551
6885,2026-09-04 13:59:42,24.100000381469727,23.25,24.399999618530273,23.25,519921
4979,2026-09-04 13:59:42,629,615,629,590,17684893
4976,2026-09-04 13:59:42,38.29999923706055,38.04999923706055,38.75,37.5,2594494
1440,2026-09-04 13:59:42,13.899999618530273,14.300000190734863,14.300000190734863,13.5,5083182
2882,2026-09-04 13:59:42,115,113,115,112.5,15028205
3006,2026-09-04 13:59:42,278.5,285,289,263.5,22331103
3704,2026-09-04 13:59:42,40.099998474121094,41.150001525878906,41.150001525878906,39.5,2500243
6188,2026-09-04 13:59:42,66.5999984741211,66.19999694824219,66.9000015258789,65.69999694824219,310876
2365,2026-09-04 13:59:42,29.149999618530273,29.5,29.5,28.850000381469727,671089
6163,2026-09-04 13:59:42,41.20000076293945,41.29999923706055,41.54999923706055,40.650001525878906,305397
5388,2026-09-04 13:59:42,75.5999984741211,75.0999984741211,75.80000305175781,74.4000015258789,2354089
8076,2026-09-04 13:59:42,22.149999618530273,22.049999237060547,22.200000762939453,21.950000762939453,1053868
6541,2026-09-04 13:59:42,31.700000762939453,31.399999618530273,31.899999618530273,30.799999237060547,408414
2495,2026-09-04 13:59:42,37.45000076293945,37,38.45000076293945,36.04999923706055,1183371
3290,2026-09-04 13:59:42,45.5,47.20000076293945,47.29999923706055,45.099998474121094,1104760
2425,2026-09-04 13:59:42,37.900001525878906,36.5,38,36.349998474121094,903945
5328,2026-09-04 13:59:42,61,60.70000076293945,63,60.29999923706055,5582236
4916,2026-09-04 13:59:42,97.30000305175781,98.69999694824219,99.30000305175781,95.5999984741211,915508
8069,2026-09-04 13:59:42,148.5,151,151.5,148.5,4518869
8936,2026-09-04 13:59:42,50.29999923706055,50.400001525878906,50.599998474121094,50.29999923706055,818138
6535,2026-09-04 13:59:42,79.69999694824219,75.5,79.80000305175781,73.80000305175781,348691
3149,2026-09-04 13:59:42,60.599998474121094,60,60.900001525878906,58.400001525878906,5756503
4564,2026-09-04 13:59:42,16.450000762939453,16.200000762939453,16.450000762939453,15.899999618530273,1078439
8182,2026-09-04 13:59:42,38.849998474121094,38.400001525878906,39.20000076293945,38.150001525878906,242236
2337,2026-09-04 13:59:42,121.5,120.5,123,116.5,26343180
2405,2026-09-04 13:59:42,15.100000381469727,15.100000381469727,15.25,15,854591
6223,2026-09-04 13:59:42,5155,5175,5280,5090,503898
3048,2026-09-04 13:59:42,53.400001525878906,53.400001525878906,53.79999923706055,52.70000076293945,988174
2406,2026-09-04 13:59:42,27.25,27.399999618530273,27.399999618530273,26.75,2852624
3088,2026-09-04 13:59:42,127,123.5,128.5,123,1430931
3227,2026-09-04 13:59:42,192,194,194,189.5,410015
9925,2026-09-04 13:59:42,39.54999923706055,39.70000076293945,39.75,39.400001525878906,1212251
2105,2026-09-04 13:59:42,30.950000762939453,30.799999237060547,30.950000762939453,30.649999618530273,1755639
2439,2026-09-04 13:59:42,77.9000015258789,77.9000015258789,78.30000305175781,77.19999694824219,953908
6415,2026-09-04 13:59:42,428.5,421,429,418.5,2104767
8110,2026-09-04 13:59:42,43.54999923706055,44.400001525878906,44.54999923706055,42.900001525878906,2074666
2329,2026-09-04 13:59:42,42.900001525878906,42.45000076293945,43.04999923706055,42.349998474121094,1313695
1227,2026-09-04 13:59:42,28.549999237060547,28.649999618530273,28.649999618530273,28.450000762939453,399646
8383,2026-09-04 13:59:42,65.19999694824219,65,66,64,772714
2483,2026-09-04 13:59:42,33.349998474121094,33.900001525878906,34.400001525878906,32.849998474121094,842509
3060,2026-09-04 13:59:42,26.5,26.299999237060547,26.600000381469727,25.850000381469727,652505
6719,2026-09-04 13:59:42,191,191,191.5,187.5,417322
4973,2026-09-04 13:59:42,149.5,150,150,145.5,685999
2458,2026-09-04 13:59:42,133,133,134,131.5,1319129
2457,2026-09-04 13:59:42,22.75,22.799999237060547,22.850000381469727,22.450000762939453,785507
3703,2026-09-04 13:59:42,20,20,20.149999618530273,19.799999237060547,1037050
2404,2026-09-04 13:59:42,1070,1040,1085,1010,1667498
6139,2026-09-04 13:59:42,736,722,745,703,2215691
7610,2026-09-04 13:59:42,1820,1820,1820,1820,257499
6443,2026-09-04 13:59:42,24.950000762939453,24.700000762939453,25,24.350000381469727,2844070
2520,2026-09-04 13:59:42,37.099998474121094,37.099998474121094,37.54999923706055,36.45000076293945,3431658
2033,2026-09-04 13:59:42,26.049999237060547,25.149999618530273,26.649999618530273,24.450000762939453,1562574
6426,2026-09-04 13:59:42,269.5,270,274,251,2950756
2816,2026-09-04 13:59:42,40,39.95000076293945,40.25,39.599998474121094,583900
2890,2026-09-04 13:59:42,42.849998474121094,42.650001525878906,43.099998474121094,42.349998474121094,14911609
3094,2026-09-04 13:59:42,46.5,43.20000076293945,46.5,43.150001525878906,17127933
8099,2026-09-04 13:59:42,61.20000076293945,61,61.599998474121094,60.099998474121094,669600
3059,2026-09-04 13:59:42,39.29999923706055,38.900001525878906,39.29999923706055,38.29999923706055,1208098
3596,2026-09-04 13:59:42,159.5,158.5,160.5,157,661181
2331,2026-09-04 13:59:42,19.600000381469727,19.549999237060547,19.75,19.350000381469727,1348183
2401,2026-09-04 13:59:42,25.700000762939453,25.299999237060547,25.700000762939453,25,1988035
4915,2026-09-04 13:59:42,60.79999923706055,60.099998474121094,61,59.900001525878906,1980679
3051,2026-09-04 13:59:42,21.850000381469727,22,22,21.649999618530273,473210
3028,2026-09-04 13:59:42,64.0999984741211,64.5999984741211,64.9000015258789,63.29999923706055,452693
3694,2026-09-04 13:59:42,50.400001525878906,51,51,49.849998474121094,532205
2645,2026-09-04 13:59:42,173.5,173.5,175,170.5,853051
6166,2026-09-04 13:59:42,121.5,116,122.5,116,2701023
3592,2026-09-04 13:59:42,224,224,224,221.5,159787
8016,2026-09-04 13:59:42,293.5,295,295,289.5,219303
1477,2026-09-04 13:59:42,196.5,195.5,196.5,193.5,904676
