stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
2324,2026-09-04,69366284,0,-21000,1671047,71016331
00685L,2026-09-04,15144634,0,0,55538224,70682858
00403A,2026-09-04,33974300,0,0,27977527,61951827
00631L,2026-09-04,18819542,0,0,42001228,60820770
00878,2026-09-04,16022125,0,0,24853508,40875633
009816,2026-09-04,977539,0,0,31196718,32174257
2317,2026-09-04,26407791,0,1155278,1370181,28933250
3231,2026-09-04,23925305,0,3389000,366699,27681004
2303,2026-09-04,26550699,0,1577000,-838039,27289660
0050,2026-09-04,12906389,0,0,9363556,22269945
00940,2026-09-04,5482000,0,0,14455985,19937985
00990A,2026-09-04,11567250,0,0,8085184,19652434
2327,2026-09-04,18525832,0,-48000,261593,18739425
2886,2026-09-04,13042537,0,3457000,-621933,15877604
2892,2026-09-04,14323628,0,1307000,102019,15732647
2353,2026-09-04,14303460,0,192000,587667,15083127
00988A,2026-09-04,12216200,0,0,2000000,14216200
2356,2026-09-04,13444182,0,282000,449138,14175320
2377,2026-09-04,10951518,0,1518000,884993,13354511
2382,2026-09-04,12836784,0,242000,85397,13164181
2884,2026-09-04,8186726,0,5238000,-685222,12739504
0056,2026-09-04,10531932,0,0,2015506,12547438
009824,2026-09-04,6986000,0,0,5386089,12372089
2426,2026-09-04,11198762,0,0,93835,11292597
2492,2026-09-04,10242177,0,-2000,389747,10629924
2883,2026-09-04,10007300,0,442000,96068,10545368
00405A,2026-09-04,6885000,0,0,3649146,10534146
009829,2026-09-04,14000,0,0,10472669,10486669
4938,2026-09-04,9303010,0,25941,345407,9674358
3714,2026-09-04,9578120,0,0,-5805,9572315
00665L,2026-09-04,1059000,0,0,8401425,9460425
00637L,2026-09-04,2584000,0,0,6368501,8952501
00991A,2026-09-04,2112060,0,0,6729736,8841796
2885,2026-09-04,7943464,0,1036000,-211785,8767679
00992A,2026-09-04,3310210,0,0,5005405,8315615
00981A,2026-09-04,3898351,0,0,4291698,8190049
00680L,2026-09-04,119000,0,0,7917028,8036028
5880,2026-09-04,7784848,0,-73000,220000,7931848
