index_code,trade_date,open,high,low,close,volume
DJI,2026-09-25,51359.69921875,51874.94140625,51339.23828125,51828.62109375,387540000
NASDAQ,2026-09-25,26970.94921875,27122.759765625,26876.26953125,27068.720703125,7275260000
SOX,2026-09-25,12565.83984375,12732.7802734375,12549.58984375,12668.9296875,0
SPX,2026-09-25,7709.85986328125,7752.06982421875,7693.080078125,7743.41015625,4499180000
TAIEX,2026-09-24,48075.390625,48117.5390625,47754.71875,48024.6015625,3540900
TPEx,2026-09-24,413.2200012207031,413.6099853515625,410.6400146484375,412.989990234375,0
