stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00632R,2026-09-02,-38604000,0,0,113557607,74953607
2812,2026-09-02,28713904,0,-124000,78000,28667904
5880,2026-09-02,27227339,0,-229909,-62821,26934609
2886,2026-09-02,17737382,0,3529537,-876431,20390488
2892,2026-09-02,13316764,0,5072208,-171642,18217330
2344,2026-09-02,14893514,0,-2605763,3424928,15712679
009802,2026-09-02,-2717780,0,0,17892895,15175115
3231,2026-09-02,7065906,0,6582800,189425,13838131
2887,2026-09-02,4506020,0,9172304,44713,13723037
0056,2026-09-02,-1669086,0,0,14208291,12539205
2884,2026-09-02,6874943,0,5673290,-230192,12318041
2845,2026-09-02,13895423,0,-51000,-1743396,12101027
2464,2026-09-02,11634240,0,0,196419,11830659
2801,2026-09-02,8427915,0,3306000,-28660,11705255
2889,2026-09-02,11091589,0,0,27000,11118589
2409,2026-09-02,10295835,0,-65451,368274,10598658
00403A,2026-09-02,-4912029,0,0,14450685,9538656
2880,2026-09-02,12577408,0,-2119113,-1672068,8786227
00900,2026-09-02,4225000,0,0,4002355,8227355
2890,2026-09-02,1880185,0,6935084,-1016481,7798788
2834,2026-09-02,7727385,0,-271000,186744,7643129
3019,2026-09-02,6752193,0,0,532146,7284339
00405A,2026-09-02,5679274,0,0,1119278,6798552
5876,2026-09-02,7922106,0,-851000,-299886,6771220
00715L,2026-09-02,3847987,0,0,2550512,6398499
00878,2026-09-02,3873278,0,0,2296853,6170131
2891,2026-09-02,930756,0,5258879,-428073,5761562
3481,2026-09-02,4639625,0,-81486,1119278,5677417
2412,2026-09-02,5224718,0,119224,-1993,5341949
00994A,2026-09-02,206990,0,0,4846807,5053797
2353,2026-09-02,2434714,0,2520577,-109250,4846041
2610,2026-09-02,2744095,0,2394000,-470233,4667862
2301,2026-09-02,3072958,0,749730,648490,4471178
2455,2026-09-02,2744485,0,1421000,-65114,4100371
4976,2026-09-02,3992121,0,0,497,3992618
00664R,2026-09-02,0,0,0,3514000,3514000
3045,2026-09-02,3538775,0,81263,-113099,3506939
00642U,2026-09-02,361808,0,0,3126245,3488053
1216,2026-09-02,4440256,0,-713721,-351714,3374821
2356,2026-09-02,3078806,0,537885,-569173,3047518
2897,2026-09-02,3044058,0,0,162,3044220
4904,2026-09-02,3066889,0,32977,-198360,2901506
2515,2026-09-02,2751269,0,0,-29900,2721369
2377,2026-09-02,2475018,0,297000,-113550,2658468
00676R,2026-09-02,30000,0,0,2538601,2568601
6209,2026-09-02,2260090,0,0,120045,2380135
2605,2026-09-02,2081061,0,1000,193340,2275401
2354,2026-09-02,2110845,0,-11000,60328,2160173
1440,2026-09-02,1881445,0,1000,125949,2008394
4763,2026-09-02,1600864,0,-5000,152420,1748284
00713,2026-09-02,1115143,0,0,623916,1739059
2357,2026-09-02,1312657,0,429264,-86008,1655913
2820,2026-09-02,1572502,0,0,0,1572502
1909,2026-09-02,1291556,0,0,231338,1522894
3504,2026-09-02,1481171,0,0,10877,1492048
1303,2026-09-02,-721955,0,3303287,-1126242,1455090
2374,2026-09-02,1434026,0,0,16613,1450639
2465,2026-09-02,1365721,0,0,74500,1440221
1314,2026-09-02,1451068,0,0,-26000,1425068
9941,2026-09-02,1369039,0,0,18409,1387448
00693U,2026-09-02,527000,0,0,827012,1354012
00940,2026-09-02,568000,0,0,745618,1313618
5607,2026-09-02,1289360,0,0,10002,1299362
2542,2026-09-02,179408,0,954000,152378,1285786
4576,2026-09-02,1231592,0,0,31991,1263583
2352,2026-09-02,908026,0,198000,111997,1218023
2328,2026-09-02,1178973,0,0,-4437,1174536
2388,2026-09-02,963165,0,0,171043,1134208
2838,2026-09-02,1096319,0,3000,-28743,1070576
00885,2026-09-02,344000,0,0,724313,1068313
1712,2026-09-02,1069546,0,-14574,-675,1054297
1609,2026-09-02,1088224,0,0,-39518,1048706
2323,2026-09-02,954544,0,0,6341,960885
00641R,2026-09-02,0,0,0,957195,957195
3006,2026-09-02,377853,0,0,565307,943160
2408,2026-09-02,828425,0,-387744,474335,915016
2486,2026-09-02,738833,0,0,170000,908833
2347,2026-09-02,1241046,0,-307000,-57811,876235
3189,2026-09-02,605522,0,340000,-74184,871338
6834,2026-09-02,865724,0,0,4982,870706
00686R,2026-09-02,0,0,0,850000,850000
6141,2026-09-02,841059,0,0,-2000,839059
3049,2026-09-02,783195,0,0,33253,816448
2836,2026-09-02,898973,0,0,-113047,785926
