index_code,trade_date,open,high,low,close,volume
DJI,2026-09-17,51882.53125,51935.96875,51607.6484375,51778.0390625,406100000
NASDAQ,2026-09-17,26377.859375,26460.640625,26289.939453125,26418.30078125,9884890000
SOX,2026-09-17,11568.4697265625,11643.8798828125,11533.9501953125,11599.490234375,0
SPX,2026-09-17,7631.43994140625,7646.85986328125,7611.81005859375,7637.759765625,5058210000
TAIEX,2026-09-18,46449.55859375,47180.75,46449.55859375,47180.75,0
TPEx,2026-09-18,401.04998779296875,412.67999267578125,401.04998779296875,412.67999267578125,0
