stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-09-18,102801680,0,0,155587441,258389121
00685L,2026-09-18,3012156,0,0,126160708,129172864
00631L,2026-09-18,24725141,0,0,71699246,96424387
6770,2026-09-18,77685143,0,3803009,7791436,89279588
00981A,2026-09-18,54654120,0,0,25561743,80215863
00405A,2026-09-18,27275725,0,0,34189488,61465213
2344,2026-09-18,42774232,0,-168886,3489976,46095322
2303,2026-09-18,28365568,0,11741188,3573793,43680549
2408,2026-09-18,32233006,0,3994574,1100734,37328314
00407A,2026-09-18,15581600,0,0,17431641,33013241
2449,2026-09-18,21780880,0,-146035,3040136,24674981
00991A,2026-09-18,16138350,0,0,8272559,24410909
00400A,2026-09-18,16537050,0,0,4961850,21498900
00406A,2026-09-18,10510100,0,0,9320855,19830955
00929,2026-09-18,9440019,0,0,9756773,19196792
00940,2026-09-18,228000,0,0,16639621,16867621
8150,2026-09-18,13540649,0,0,2459480,16000129
6257,2026-09-18,13229168,0,23000,1777243,15029411
00891,2026-09-18,9219000,0,0,4896995,14115995
009824,2026-09-18,11342000,0,0,2314162,13656162
00982A,2026-09-18,5136000,0,0,8229027,13365027
00992A,2026-09-18,10243130,0,2000000,743280,12986410
0050,2026-09-18,-16340894,0,920000,26692603,11271709
00881,2026-09-18,4234000,0,0,6992546,11226546
00988A,2026-09-18,6708050,0,0,4393102,11101152
2337,2026-09-18,9853099,0,83000,553765,10489864
00990A,2026-09-18,1548000,0,0,8213950,9761950
0052,2026-09-18,169787,0,30000,8895387,9095174
00686R,2026-09-18,10000,0,0,9006649,9016649
00671R,2026-09-18,0,0,0,8578000,8578000
00927,2026-09-18,4165025,0,0,4387085,8552110
4763,2026-09-18,6423582,0,984000,464321,7871903
3711,2026-09-18,7214976,0,-560598,996401,7650779
009820,2026-09-18,673000,0,0,6849464,7522464
2330,2026-09-18,6039352,0,-273476,1361432,7127308
00409A,2026-09-18,8387000,0,0,-1454493,6932507
2892,2026-09-18,6709988,0,-1115255,1192021,6786754
2412,2026-09-18,7428946,0,-1132314,425000,6721632
00404A,2026-09-18,3125000,0,0,2966267,6091267
00999A,2026-09-18,1740000,0,0,4311085,6051085
2426,2026-09-18,5263810,0,0,542538,5806348
00680L,2026-09-18,1779000,0,0,3666311,5445311
00637L,2026-09-18,954000,0,0,4273266,5227266
3714,2026-09-18,4644423,0,0,441727,5086150
2542,2026-09-18,1041385,0,4108390,-144087,5005688
00402A,2026-09-18,2354000,0,0,2572835,4926835
3605,2026-09-18,4964719,0,0,-138774,4825945
00947,2026-09-18,2727062,0,0,2086459,4813521
2481,2026-09-18,3262230,0,1217000,239205,4718435
3576,2026-09-18,4541628,0,0,88000,4629628
00993A,2026-09-18,2994699,0,0,1586738,4581437
3717,2026-09-18,4855298,0,0,-294992,4560306
2492,2026-09-18,4413898,0,-61000,156422,4509320
2464,2026-09-18,4138089,0,8000,251203,4397292
3042,2026-09-18,4047573,0,160000,185879,4393452
2885,2026-09-18,9335275,0,-5834995,782010,4282290
6168,2026-09-18,4171919,0,0,-11319,4160600
3037,2026-09-18,3073914,0,811935,197702,4083551
3006,2026-09-18,2924740,0,482000,586235,3992975
1314,2026-09-18,3440796,0,0,492749,3933545
00664R,2026-09-18,0,0,0,3790308,3790308
2327,2026-09-18,2423004,0,254109,1004558,3681671
6213,2026-09-18,2704685,0,889000,-4596,3589089
00980A,2026-09-18,1693000,0,0,1893968,3586968
6239,2026-09-18,5113233,0,-2618835,863241,3357639
00676R,2026-09-18,417000,0,0,2797584,3214584
3189,2026-09-18,2660019,0,308000,205557,3173576
2308,2026-09-18,2830326,0,-20146,340208,3150388
00935,2026-09-18,5860700,0,388000,-3126292,3122408
00665L,2026-09-18,606000,0,0,2475879,3081879
2454,2026-09-18,2886195,0,-119993,291712,3057914
00996A,2026-09-18,991057,0,0,2040369,3031426
00688L,2026-09-18,813000,0,0,2181509,2994509
00997A,2026-09-18,-235000,0,0,3174597,2939597
3029,2026-09-18,2738447,0,-1660,75637,2812424
00900,2026-09-18,480000,0,0,2310960,2790960
2313,2026-09-18,2897881,0,-379271,244279,2762889
3094,2026-09-18,2740300,0,0,15842,2756142
