stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
2344,2026-09-08,92597119,0,3923737,1171037,97691893
2409,2026-09-08,85222973,0,-27578,4815167,90010562
2408,2026-09-08,34279509,0,141176,564017,34984702
00631L,2026-09-08,-5569297,0,0,32813950,27244653
2834,2026-09-08,26847992,0,-44000,-36977,26767015
00632R,2026-09-08,2732000,0,0,22437797,25169797
00403A,2026-09-08,-6081865,0,0,25233654,19151789
2887,2026-09-08,3169551,0,15113630,-10688,18272493
2884,2026-09-08,4935106,0,11385953,536941,16858000
2892,2026-09-08,16065437,0,-1250293,-68457,14746687
0050,2026-09-08,20896175,0,37015,-8059188,12874002
2886,2026-09-08,13421779,0,-623761,-203476,12594542
5876,2026-09-08,11795638,0,340000,-98627,12037011
2610,2026-09-08,8979364,0,171000,-180705,8969659
00891,2026-09-08,4246070,0,0,4627561,8873631
2027,2026-09-08,8156179,0,0,-6689,8149490
5880,2026-09-08,8125490,0,-255938,207610,8077162
00405A,2026-09-08,1109270,0,0,6661404,7770674
2337,2026-09-08,7861552,0,-38000,-280320,7543232
2801,2026-09-08,-1163284,0,8441000,-154435,7123281
2890,2026-09-08,8553467,0,-1555496,-60141,6937830
2330,2026-09-08,5496736,0,1048266,-397962,6147040
1216,2026-09-08,6184731,0,-9233,-68798,6106700
1605,2026-09-08,5933177,0,30533,111167,6074877
2891,2026-09-08,856194,0,5278864,-147400,5987658
2002,2026-09-08,5946999,0,42000,-148278,5840721
6116,2026-09-08,5588605,0,0,204862,5793467
00409A,2026-09-08,6535103,0,0,-1274759,5260344
0052,2026-09-08,3758755,0,-100000,1556854,5215609
2412,2026-09-08,5816785,0,-604764,-92213,5119808
009824,2026-09-08,390000,0,0,4707144,5097144
2889,2026-09-08,5003402,0,0,-71000,4932402
2880,2026-09-08,5178985,0,-245408,-225961,4707616
00988A,2026-09-08,3189150,0,0,1238002,4427152
2885,2026-09-08,4780563,0,-274672,-113284,4392607
3167,2026-09-08,4047198,0,500000,-171064,4376134
5871,2026-09-08,4277491,0,29942,-15530,4291903
2812,2026-09-08,4218945,0,-20000,-41722,4157223
2618,2026-09-08,4138414,0,120549,-265126,3993837
1301,2026-09-08,4554565,0,0,-1009707,3544858
00990A,2026-09-08,1998000,0,0,1471619,3469619
009820,2026-09-08,0,0,0,3001140,3001140
00997A,2026-09-08,1846200,0,0,1141940,2988140
3045,2026-09-08,2986160,0,-13876,-24446,2947838
00402A,2026-09-08,536000,0,0,2388218,2924218
1102,2026-09-08,2782519,0,162494,-61526,2883487
1314,2026-09-08,2900832,0,0,-25000,2875832
1303,2026-09-08,-857481,0,4411483,-718857,2835145
00680L,2026-09-08,152000,0,0,2461190,2613190
00900,2026-09-08,414000,0,0,2194586,2608586
2897,2026-09-08,2621198,0,0,-31000,2590198
4904,2026-09-08,2393783,0,-7811,-51356,2334616
6426,2026-09-08,2157174,0,0,-8300,2148874
4967,2026-09-08,2150583,0,0,-8353,2142230
00706L,2026-09-08,0,0,0,2116985,2116985
2845,2026-09-08,2197794,0,-28000,-54833,2114961
00686R,2026-09-08,0,0,0,2106000,2106000
00980A,2026-09-08,322000,0,0,1722135,2044135
00947,2026-09-08,1442072,0,0,532532,1974604
009821,2026-09-08,1137640,0,0,811683,1949323
9910,2026-09-08,1807507,0,64813,-26048,1846272
1718,2026-09-08,1849210,0,0,-27058,1822152
00688L,2026-09-08,160000,0,0,1652700,1812700
2030,2026-09-08,1778543,0,0,-46000,1732543
00951,2026-09-08,589000,0,0,1036272,1625272
00993A,2026-09-08,712000,0,0,887484,1599484
2455,2026-09-08,1807486,0,-761000,549734,1596220
8422,2026-09-08,1575555,0,-3000,-23995,1548560
4961,2026-09-08,1441834,0,2000,68221,1512055
1440,2026-09-08,1495409,0,0,-14000,1481409
2820,2026-09-08,1612910,0,0,-139058,1473852
00892,2026-09-08,365030,0,0,1081479,1446509
3715,2026-09-08,1257771,0,0,100882,1358653
00715L,2026-09-08,155000,0,0,1192714,1347714
1710,2026-09-08,1205921,0,0,140151,1346072
1312,2026-09-08,1504896,0,0,-177622,1327274
