stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00981A,2026-08-04,27294504,0,500000,54838667,82633171
00991A,2026-08-04,46618806,0,0,31977029,78595835
00403A,2026-08-04,40763842,0,0,26426511,67190353
2301,2026-08-04,28743314,0,1727,12284,28757325
2408,2026-08-04,24800057,0,1648000,-87556,26360501
3231,2026-08-04,18453095,0,5570000,-47220,23975875
00410A,2026-08-04,-48000,0,0,22667937,22619937
0056,2026-08-04,10936465,0,-200000,7344718,18081183
00407A,2026-08-04,-765900,0,0,17040881,16274981
1216,2026-08-04,17235518,0,-1643000,-225950,15366568
2324,2026-08-04,13719705,0,417000,73452,14210157
6770,2026-08-04,10945252,0,0,1827262,12772514
2332,2026-08-04,11921179,0,0,632601,12553780
2409,2026-08-04,10987913,0,733000,-744572,10976341
00406A,2026-08-04,-2988795,0,0,13449617,10460822
2885,2026-08-04,5258761,0,5350341,-592055,10017047
2356,2026-08-04,8852315,0,707000,273337,9832652
00402A,2026-08-04,-336000,0,0,10163632,9827632
00940,2026-08-04,3343239,0,0,6090035,9433274
2891,2026-08-04,9427162,0,1215235,-1287957,9354440
8112,2026-08-04,9262742,0,0,81085,9343827
2887,2026-08-04,13478964,0,-2052000,-2345308,9081656
2890,2026-08-04,10937166,0,-973000,-1377474,8586692
2618,2026-08-04,11232843,0,-1941000,-798353,8493490
00999A,2026-08-04,3280000,0,0,4898538,8178538
00988A,2026-08-04,5152152,0,0,2697943,7850095
2377,2026-08-04,7199717,0,-304000,740214,7635931
2883,2026-08-04,12142012,0,-2115000,-2752002,7275010
3706,2026-08-04,7228450,0,-21000,58202,7265652
3006,2026-08-04,6182459,0,0,151673,6334132
00918,2026-08-04,7152860,0,0,-1023243,6129617
1605,2026-08-04,5956128,0,0,-46690,5909438
009819,2026-08-04,1330000,0,0,4559489,5889489
2344,2026-08-04,4638042,0,1308000,-292167,5653875
4938,2026-08-04,5585066,0,61000,-46881,5599185
2610,2026-08-04,5860037,0,403000,-706444,5556593
00685L,2026-08-04,2524100,0,0,2994725,5518825
009824,2026-08-04,-141000,0,0,4592622,4451622
2376,2026-08-04,5591552,0,-97000,-1112662,4381890
00637L,2026-08-04,1055000,0,0,3257927,4312927
00900,2026-08-04,3059000,0,0,1168382,4227382
00965,2026-08-04,2636000,0,0,1408465,4044465
1802,2026-08-04,3793481,0,0,73599,3867080
2388,2026-08-04,3021303,0,0,632824,3654127
00753L,2026-08-04,366000,0,0,3246045,3612045
1402,2026-08-04,5881559,0,-1890000,-439636,3551923
3037,2026-08-04,-2383236,0,5933000,-167583,3382181
009821,2026-08-04,3073000,0,0,22594,3095594
00919,2026-08-04,13986841,0,0,-10963330,3023511
6282,2026-08-04,2632368,0,184000,-52118,2764250
2393,2026-08-04,4273829,0,-23769,-1614156,2635904
00993A,2026-08-04,1359000,0,0,1090583,2449583
9105,2026-08-04,2303600,0,0,9200,2312800
009820,2026-08-04,-9956000,0,0,12258849,2302849
00997A,2026-08-04,-314000,0,0,2505728,2191728
2006,2026-08-04,2440866,0,-225000,-83394,2132472
2609,2026-08-04,2398997,0,1000,-270781,2129216
2881,2026-08-04,-1301130,0,4902285,-1620589,1980566
3714,2026-08-04,1970744,0,0,-31003,1939741
00990A,2026-08-04,1469000,0,0,434235,1903235
00665L,2026-08-04,525000,0,0,1351950,1876950
2308,2026-08-04,3588651,0,-1555022,-163160,1870469
2323,2026-08-04,1898807,0,0,-37136,1861671
6116,2026-08-04,1850604,0,0,-12837,1837767
2312,2026-08-04,1745221,0,0,51090,1796311
2882,2026-08-04,-1200409,0,4519000,-1617279,1701312
2486,2026-08-04,1310695,0,650000,-272047,1688648
009813,2026-08-04,-28000,0,0,1698051,1670051
8131,2026-08-04,1553261,0,0,104394,1657655
8271,2026-08-04,1468507,0,88602,44863,1601972
2313,2026-08-04,-5327541,0,7088000,-161599,1598860
3034,2026-08-04,1870255,0,-285000,-454,1584801
1909,2026-08-04,1660000,0,0,-105000,1555000
2484,2026-08-04,1501364,0,0,22788,1524152
2880,2026-08-04,-5928181,0,7874085,-501209,1444695
00706L,2026-08-04,18000,0,0,1396004,1414004
4958,2026-08-04,1194716,0,27000,185361,1407077
1717,2026-08-04,1328493,0,200000,-128995,1399498
6285,2026-08-04,1275240,0,87000,30071,1392311
2464,2026-08-04,781474,0,344000,241743,1367217
00946,2026-08-04,966000,0,0,401057,1367057
6213,2026-08-04,1075660,0,108000,121631,1305291
1504,2026-08-04,1528100,0,0,-282691,1245409
2912,2026-08-04,1684329,0,-393000,-59162,1232167
3042,2026-08-04,1315194,0,130000,-219813,1225381
1513,2026-08-04,1303176,0,-77000,-6386,1219790
