stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00403A,2026-09-09,65725229,0,0,80400574,146125803
3481,2026-09-09,81974817,0,-43913,6415259,88346163
2409,2026-09-09,65132714,0,-7705,-1655932,63469077
00685L,2026-09-09,8880000,0,0,41337145,50217145
00981A,2026-09-09,19474838,0,0,23708831,43183669
00631L,2026-09-09,6868153,0,0,33351609,40219762
00405A,2026-09-09,465000,0,0,28505012,28970012
2303,2026-09-09,14643151,0,5044134,492660,20179945
1409,2026-09-09,17975972,0,0,488571,18464543
1101,2026-09-09,17399680,0,100000,106991,17606671
00407A,2026-09-09,-452000,0,0,16371791,15919791
00991A,2026-09-09,4466163,0,0,11036573,15502736
6505,2026-09-09,13247972,0,31947,1592417,14872336
2002,2026-09-09,12051068,0,95000,2385260,14531328
2382,2026-09-09,13098744,0,5545,493559,13597848
2834,2026-09-09,13334421,0,-43000,-2001,13289420
1326,2026-09-09,12280711,0,151000,540219,12971930
1301,2026-09-09,12839198,0,0,-55192,12784006
6770,2026-09-09,11374866,0,-3000,73049,11444915
00992A,2026-09-09,6081150,0,0,4551267,10632417
8150,2026-09-09,10401423,0,-4000,-52924,10344499
00940,2026-09-09,1116000,0,0,8604045,9720045
1314,2026-09-09,9275384,0,0,170069,9445453
3711,2026-09-09,8806904,0,389070,246837,9442811
9105,2026-09-09,8950981,0,0,131891,9082872
00988A,2026-09-09,-433765,0,0,9134000,8700235
00878,2026-09-09,1087582,0,0,6678147,7765729
2609,2026-09-09,7542512,0,-5340,-131034,7406138
2353,2026-09-09,7398331,0,97462,-205597,7290196
00982A,2026-09-09,1812090,0,0,4769255,6581345
2356,2026-09-09,6651342,0,-323691,115598,6443249
1312,2026-09-09,4647103,0,0,1178558,5825661
2892,2026-09-09,4065954,0,1612075,32205,5710234
2889,2026-09-09,5748867,0,0,-45999,5702868
1718,2026-09-09,5642006,0,-43000,70902,5669908
00990A,2026-09-09,-322400,0,0,5824339,5501939
2412,2026-09-09,4571037,0,898447,-86000,5383484
00891,2026-09-09,1255114,0,0,4058523,5313637
00400A,2026-09-09,2024077,0,0,3107749,5131826
3231,2026-09-09,6387999,0,-1865993,368701,4890707
6239,2026-09-09,5010185,0,-24000,-139078,4847107
3037,2026-09-09,3790792,0,870789,-122990,4538591
2104,2026-09-09,4434529,0,0,3929,4438458
2049,2026-09-09,4129104,0,101000,136014,4366118
1102,2026-09-09,4294987,0,95449,-311457,4078979
3045,2026-09-09,3244508,0,905947,-177941,3972514
3006,2026-09-09,3512171,0,-9000,401116,3904287
2377,2026-09-09,4610167,0,-893000,149738,3866905
1709,2026-09-09,3804850,0,0,371,3805221
00881,2026-09-09,109330,0,0,3569397,3678727
2426,2026-09-09,3733150,0,0,-59457,3673693
00680L,2026-09-09,1017000,0,0,2496720,3513720
8046,2026-09-09,2669623,0,686803,-146631,3209795
6116,2026-09-09,3106065,0,0,78343,3184408
00900,2026-09-09,664000,0,0,2494879,3158879
2618,2026-09-09,3359310,0,-228029,4694,3135975
2603,2026-09-09,2413213,0,248395,302078,2963686
5880,2026-09-09,2699832,0,-36846,229920,2892906
2542,2026-09-09,1376735,0,1342000,68807,2787542
1304,2026-09-09,2613336,0,0,-21213,2592123
2317,2026-09-09,3133336,0,-34206,-514232,2584898
1802,2026-09-09,2411652,0,49000,123831,2584483
009805,2026-09-09,921900,0,0,1637304,2559204
00410A,2026-09-09,1381000,0,0,1054178,2435178
00927,2026-09-09,1396125,0,0,1011181,2407306
0050,2026-09-09,6768395,0,0,-4406868,2361527
6257,2026-09-09,2051333,0,255000,20161,2326494
3189,2026-09-09,2236692,0,106000,-22977,2319715
1605,2026-09-09,2366434,0,69199,-119261,2316372
0056,2026-09-09,1061918,0,0,1248500,2310418
2312,2026-09-09,2253238,0,-30000,12770,2236008
00993A,2026-09-09,540000,0,0,1660457,2200457
00402A,2026-09-09,1699000,0,0,494430,2193430
00996A,2026-09-09,276000,0,0,1896994,2172994
6269,2026-09-09,2028071,0,1000,73769,2102840
2354,2026-09-09,2235159,0,0,-157901,2077258
009821,2026-09-09,1032000,0,0,1025950,2057950
3042,2026-09-09,1881124,0,0,168425,2049549
2606,2026-09-09,1834548,0,98000,75783,2008331
009824,2026-09-09,1013000,0,0,863457,1876457
6168,2026-09-09,1861000,0,0,-3389,1857611
009819,2026-09-09,5000,0,0,1834055,1839055
1710,2026-09-09,1836786,0,0,-25020,1811766
1609,2026-09-09,1796650,0,1000,8378,1806028
1313,2026-09-09,1780568,0,0,-47871,1732697
3532,2026-09-09,337737,0,1401000,-8176,1730561
6531,2026-09-09,1161939,0,496000,48087,1706026
2371,2026-09-09,1703077,0,48000,-93000,1658077
2332,2026-09-09,1637846,0,0,-25753,1612093
1714,2026-09-09,1471556,0,-38000,172282,1605838
2615,2026-09-09,1780351,0,-8133,-208401,1563817
00994A,2026-09-09,209050,0,0,1340254,1549304
00663L,2026-09-09,352000,0,0,1139223,1491223
1309,2026-09-09,1473557,0,0,13908,1487465
3034,2026-09-09,1490330,0,-25052,21982,1487260
6271,2026-09-09,1408069,0,0,61340,1469409
3229,2026-09-09,1413375,0,0,2367,1415742
00984A,2026-09-09,155000,0,0,1227429,1382429
1597,2026-09-09,1313308,0,0,55795,1369103
2637,2026-09-09,1253209,0,-4560,118814,1367463
1310,2026-09-09,1363889,0,0,-4000,1359889
3049,2026-09-09,1351615,0,0,0,1351615
2515,2026-09-09,1340987,0,0,0,1340987
2617,2026-09-09,1334678,0,0,-4517,1330161
2367,2026-09-09,1316340,0,0,-10441,1305899
8996,2026-09-09,1094654,0,242000,-57072,1279582
6278,2026-09-09,451836,0,840000,-24857,1266979
1308,2026-09-09,1239732,0,0,7212,1246944
1305,2026-09-09,1231081,0,0,-5688,1225393
2379,2026-09-09,1245215,0,-69141,11687,1187761
6153,2026-09-09,1182258,0,0,-11000,1171258
3019,2026-09-09,1042869,0,0,114396,1157265
4906,2026-09-09,1095003,0,0,27940,1122943
1229,2026-09-09,1127694,0,3000,-17000,1113694
3005,2026-09-09,1088067,0,21029,-6623,1102473
3044,2026-09-09,1052807,0,-15087,64475,1102195
1513,2026-09-09,1106555,0,-42000,23880,1088435
00980A,2026-09-09,625201,0,0,454275,1079476
00885,2026-09-09,479000,0,0,599000,1078000
9945,2026-09-09,1114466,0,0,-44726,1069740
2369,2026-09-09,1082913,0,0,-15513,1067400
00915,2026-09-09,71000,0,0,971953,1042953
1504,2026-09-09,993203,0,53000,-19891,1026312
2601,2026-09-09,1019883,0,0,0,1019883
2385,2026-09-09,992620,0,-2045,6382,996957
