code,ts,price,open,high,low,volume
1560,2026-09-16 09:59:12,746,740,754,739,163453
2069,2026-09-16 09:59:12,23.5,23,23.600000381469727,23,212718
2886,2026-09-16 09:59:12,50.79999923706055,51.599998474121094,51.599998474121094,50.70000076293945,3115988
3029,2026-09-16 09:59:12,122.5,120,126,119.5,6725155
2530,2026-09-16 09:59:12,20,20.25,20.25,19.799999237060547,106901
2890,2026-09-16 09:59:12,44.54999923706055,44.75,44.900001525878906,44.400001525878906,3803125
4967,2026-09-16 09:59:12,269.5,267,271,267,362252
2637,2026-09-16 09:59:12,105,98,105,97.69999694824219,3913510
3441,2026-09-16 09:59:12,186,170,186,170,17303768
1569,2026-09-16 09:59:12,49.75,49.349998474121094,50,49.349998474121094,102098
6885,2026-09-16 09:59:12,26.649999618530273,26.600000381469727,26.950000762939453,26,225570
3532,2026-09-16 09:59:12,412,409,418,409,1022361
1709,2026-09-16 09:59:12,39.04999923706055,35.95000076293945,39.04999923706055,35.900001525878906,14577426
2897,2026-09-16 09:59:12,11.100000381469727,11.199999809265137,11.199999809265137,11.050000190734863,1114813
0055,2026-09-16 09:59:12,49.75,49.7599983215332,50,49.75,70833
2905,2026-09-16 09:59:12,18.649999618530273,18.899999618530273,19,18.5,530268
5340,2026-09-16 09:59:12,83.5999984741211,81.4000015258789,84.9000015258789,81.4000015258789,1400514
3406,2026-09-16 09:59:12,1005,950,1005,941,3443293
6224,2026-09-16 09:59:12,86.5,86,87.19999694824219,85.19999694824219,199515
6133,2026-09-16 09:59:12,23.350000381469727,23.100000381469727,23.549999237060547,23.049999237060547,235636
6416,2026-09-16 09:59:12,120.5,118,123,117,494024
8996,2026-09-16 09:59:12,1260,1230,1270,1230,236342
4576,2026-09-16 09:59:12,229,230,233,228.5,455890
2889,2026-09-16 09:59:12,16.950000762939453,16.899999618530273,17.049999237060547,16.799999237060547,2716895
2887,2026-09-16 09:59:12,43.349998474121094,43.599998474121094,43.599998474121094,43.04999923706055,7045120
3044,2026-09-16 09:59:12,492.5,492.5,497,490,226712
2617,2026-09-16 09:59:12,32.95000076293945,32.400001525878906,33.29999923706055,32.400001525878906,455352
1609,2026-09-16 09:59:12,37.45000076293945,37.5,37.5,37.20000076293945,164558
2351,2026-09-16 09:59:12,245.5,254,256,245,3145236
0056,2026-09-16 09:59:12,55.29999923706055,55,55.45000076293945,55,4159189
6168,2026-09-16 09:59:12,30.600000381469727,29.399999618530273,30.700000762939453,29.399999618530273,2942049
0050,2026-09-16 09:59:12,106.5,106.1500015258789,106.75,106.1500015258789,12058299
3354,2026-09-16 09:59:12,29.100000381469727,28.100000381469727,29.600000381469727,27.850000381469727,385578
3491,2026-09-16 09:59:12,1400,1410,1445,1380,434577
2845,2026-09-16 09:59:12,13.550000190734863,13.600000381469727,13.649999618530273,13.5,841050
6214,2026-09-16 09:59:12,192.5,191,193,190,534408
2612,2026-09-16 09:59:12,63.099998474121094,61.79999923706055,63.400001525878906,61.79999923706055,190154
1712,2026-09-16 09:59:12,39.849998474121094,39.900001525878906,40,39.849998474121094,24655
6173,2026-09-16 09:59:12,296.5,304,305.5,295,3942520
1303,2026-09-16 09:59:12,228.5,222.5,232,222.5,19354001
1612,2026-09-16 09:59:12,34.70000076293945,34.650001525878906,34.79999923706055,34.54999923706055,46101
3443,2026-09-16 09:59:12,6120,6070,6170,6050,274903
4939,2026-09-16 09:59:12,82.0999984741211,78,83.80000305175781,78,3331404
4743,2026-09-16 09:59:12,43.650001525878906,44.099998474121094,44.20000076293945,43.54999923706055,111626
6139,2026-09-16 09:59:12,718,713,720,711,263479
2404,2026-09-16 09:59:12,1045,1040,1050,1030,157375
3707,2026-09-16 09:59:12,60.70000076293945,60.29999923706055,61.79999923706055,60,2174097
3413,2026-09-16 09:59:12,276.5,276,276.5,275,30744
4128,2026-09-16 09:59:12,14.550000190734863,14.600000381469727,14.600000381469727,14.550000190734863,10023
