stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
2891,2026-09-15,13796579,0,2814538,-249750,16361367
2412,2026-09-15,11835598,0,-33000,99000,11901598
00632R,2026-09-15,2157000,0,0,7845686,10002686
00680L,2026-09-15,543000,0,0,5715615,6258615
6226,2026-09-15,4727975,0,0,58166,4786141
2887,2026-09-15,-429822,0,3580000,256762,3406940
2880,2026-09-15,3528163,0,-627200,456390,3357353
00402A,2026-09-15,298000,0,0,2880049,3178049
00988A,2026-09-15,-4825888,0,0,7892000,3066112
2609,2026-09-15,2547014,0,86000,-171176,2461838
00997A,2026-09-15,113020,0,0,2238064,2351084
00990A,2026-09-15,896100,0,0,1420847,2316947
3045,2026-09-15,2396812,0,-46000,-191870,2158942
3042,2026-09-15,1992635,0,55000,65265,2112900
2354,2026-09-15,2185499,0,65000,-149790,2100709
00688L,2026-09-15,207000,0,0,1830366,2037366
5876,2026-09-15,1222179,0,647000,133561,2002740
00753L,2026-09-15,1281000,0,0,506372,1787372
2049,2026-09-15,1641970,0,23000,93935,1758905
00900,2026-09-15,-591990,0,0,2314229,1722239
9945,2026-09-15,1607431,0,26000,59636,1693067
9904,2026-09-15,1381146,0,188000,-19555,1549591
2308,2026-09-15,1846904,0,-649339,247861,1445426
2820,2026-09-15,1383073,0,0,18000,1401073
009824,2026-09-15,1431000,0,0,-82709,1348291
2441,2026-09-15,1199272,0,73000,46003,1318275
00757,2026-09-15,1095110,0,0,135195,1230305
9933,2026-09-15,1371249,0,-89000,-53097,1229152
3406,2026-09-15,694552,0,395000,125052,1214604
4904,2026-09-15,1246799,0,-137000,64795,1174594
2371,2026-09-15,1101219,0,0,50876,1152095
3189,2026-09-15,539042,0,695000,-101486,1132556
2382,2026-09-15,522204,0,432942,86442,1041588
6214,2026-09-15,1020537,0,44408,-83195,981750
6108,2026-09-15,980141,0,0,1000,981141
2395,2026-09-15,881674,0,-10000,43136,914810
1102,2026-09-15,710351,0,230952,-61196,880107
00693U,2026-09-15,8000,0,0,858248,866248
009820,2026-09-15,-2000,0,0,864562,862562
6139,2026-09-15,814584,0,-11000,41230,844814
8046,2026-09-15,520242,0,153000,115858,789100
3229,2026-09-15,769205,0,0,0,769205
00940,2026-09-15,-2412990,0,0,3160228,747238
2615,2026-09-15,920976,0,-48000,-169519,703457
6213,2026-09-15,733544,0,119000,-152225,700319
00882,2026-09-15,8000,0,0,684131,692131
3702,2026-09-15,906969,0,-154000,-91318,661651
2351,2026-09-15,730753,0,8000,-93502,645251
6672,2026-09-15,500330,0,90000,11116,601446
4915,2026-09-15,169417,0,807000,-376033,600384
00916,2026-09-15,19000,0,0,563882,582882
00676R,2026-09-15,-61000,0,0,616400,555400
9921,2026-09-15,540167,0,-8000,1626,533793
6271,2026-09-15,483806,0,0,40409,524215
00909,2026-09-15,63000,0,0,441733,504733
009813,2026-09-15,1468000,0,0,-964769,503231
00642U,2026-09-15,81956,0,0,419440,501396
2385,2026-09-15,413493,0,75900,-10412,478981
2492,2026-09-15,1482191,0,-1523000,518206,477397
2484,2026-09-15,467944,0,0,1210,469154
4977,2026-09-15,512292,0,0,-71123,441169
3017,2026-09-15,500572,0,-46000,-21804,432768
3029,2026-09-15,431246,0,0,-3443,427803
00653L,2026-09-15,-2000,0,0,425297,423297
2905,2026-09-15,302167,0,0,117000,419167
00901,2026-09-15,-22000,0,0,411126,389126
00686R,2026-09-15,5000,0,0,376099,381099
4576,2026-09-15,332215,0,0,39914,372129
2329,2026-09-15,358317,0,0,-8677,349640
6224,2026-09-15,267168,0,0,81000,348168
2034,2026-09-15,293777,0,0,42035,335812
00983A,2026-09-15,48000,0,0,287321,335321
9910,2026-09-15,198249,0,112812,18759,329820
6994,2026-09-15,462370,0,0,-136540,325830
00983D,2026-09-15,5000,0,0,314082,319082
6442,2026-09-15,592891,0,-245000,-31594,316297
2404,2026-09-15,312111,0,-27000,24278,309389
1319,2026-09-15,309927,0,-13000,8752,305679
4961,2026-09-15,270486,0,0,31353,301839
00885,2026-09-15,526700,0,0,-232783,293917
00717,2026-09-15,404000,0,0,-130000,274000
00706L,2026-09-15,0,0,0,271619,271619
00989A,2026-09-15,22000,0,0,239033,261033
