stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
6770,2026-08-31,73709717,0,0,2740358,76450075
00632R,2026-08-31,-9730000,0,0,72897034,63167034
00403A,2026-08-31,19373556,0,0,26234560,45608116
2409,2026-08-31,41264263,0,0,-59668,41204595
0056,2026-08-31,9254663,0,0,26374278,35628941
2887,2026-08-31,35113822,0,1227286,-1177813,35163295
2883,2026-08-31,29874112,0,46780,-1164601,28756291
2834,2026-08-31,31632834,0,-2969408,-37318,28626108
2892,2026-08-31,27774983,0,-348163,-234754,27192066
1301,2026-08-31,24980127,0,-56,1104843,26084914
2890,2026-08-31,23141421,0,27825,-1217520,21951726
00991A,2026-08-31,16848251,0,-5631000,9759340,20976591
00405A,2026-08-31,-3557256,0,0,23148057,19590801
1326,2026-08-31,18151932,0,-51,1111847,19263728
1717,2026-08-31,12571379,0,3450000,949619,16970998
2609,2026-08-31,14787981,0,-6805,605004,15386180
2344,2026-08-31,13528303,0,75036,1663268,15266607
1312,2026-08-31,14188130,0,0,436949,14625079
00981A,2026-08-31,9041463,0,0,5494896,14536359
2880,2026-08-31,17746652,0,-2221472,-1412811,14112369
2489,2026-08-31,13501498,0,0,474863,13976361
00940,2026-08-31,3848000,0,0,9203820,13051820
1303,2026-08-31,10702601,0,1266948,1041815,13011364
00992A,2026-08-31,4317644,0,0,8515345,12832989
2884,2026-08-31,12893565,0,1252000,-2075240,12070325
2324,2026-08-31,11724302,0,0,-45967,11678335
1314,2026-08-31,10820460,0,0,33538,10853998
00878,2026-08-31,3186491,0,0,7567101,10753592
2882,2026-08-31,7894140,0,2460864,-123110,10231894
2421,2026-08-31,9431027,0,0,225277,9656304
5880,2026-08-31,8441005,0,39841,-60506,8420340
9105,2026-08-31,8081100,0,0,88569,8169669
2377,2026-08-31,7426478,0,-23000,732382,8135860
2889,2026-08-31,8144285,0,0,-22262,8122023
2313,2026-08-31,6413125,0,1266000,220708,7899833
2408,2026-08-31,7647288,0,-31236,199066,7815118
9904,2026-08-31,7527902,0,41000,-146637,7422265
00900,2026-08-31,1548005,0,0,5630964,7178969
2356,2026-08-31,5121318,0,747965,780386,6649669
2801,2026-08-31,6043440,0,607896,-50158,6601178
