stock_code,trade_date,ma5,ma10,ma20,ma60,vol_ma5,kd_k,kd_d,macd_dif,macd_macd,macd_osc,rsi6,rsi12,bb_upper,bb_mid,bb_lower,bias20,ma_alignment,rs_rating
0050,2026-07-29,99.57999877929687,100.99999923706055,103.79750022888183,102.50666669209798,253301059.8,24.25498536402048,32.94904059845884,-1.674447252052758,-0.508057452838155,-1.166389799214603,17.20950495922949,28.231596238959426,111.67668701272419,103.79750022888183,95.91831344503947,-9.728079441579842,交叉混雜,87.0
0051,2026-07-29,134.12000122070313,136.19000244140625,140.64750137329102,140.0608337402344,102445.4,24.718843356591652,34.462577517407254,-2.903737179801084,-1.2636738808500814,-1.6400632989510024,18.15284370413856,28.70600477550343,152.9686209617013,140.64750137329102,128.32638178488074,-10.592083917475167,交叉混雜,84.0
0052,2026-07-29,58.150000762939456,58.93500022888183,60.72000007629394,60.128333218892415,32024540.6,24.791616181068214,34.37935933543665,-1.0763774787638738,-0.3711570502231192,-0.7052204285407546,17.885135518730692,28.459303698662865,65.7357008975739,60.72000007629394,55.70429925501398,-10.4084297471575,交叉混雜,12.0
0053,2026-07-29,222.25,225.83500061035156,233.1599998474121,233.75999959309897,41487.8,22.980236050354854,35.30128599771086,-5.218693881635318,-2.29906902000473,-2.9196248616305875,16.93404762783237,27.74340228434545,254.7837331692398,233.1599998474121,211.5362665255844,-12.484987482717823,空排,86.0
0055,2026-07-29,42.555998992919925,42.32199935913086,42.27949962615967,39.21783326466878,386141.4,58.723355497469505,60.91916625303233,0.5261157460043719,0.6843864783761435,-0.15827073237177158,44.012094529755515,50.98887547558278,43.31064564182607,42.27949962615967,41.24835361049327,-0.42455836427996085,多排,86.0
0056,2026-07-29,49.15400009155273,49.9620002746582,51.26350021362305,49.98300005594889,73355241.2,19.744468635782482,27.356316207656626,-0.7110445672928023,-0.11816352698403924,-0.5928810403087631,16.267610243883865,28.093444540504777,54.77746845661511,51.26350021362305,47.74953197063098,-8.843525417684923,交叉混雜,82.0
0057,2026-07-29,296.3399963378906,300.5799987792969,308.4424987792969,304.36583455403644,19090.6,22.81109275485137,35.28589286581193,-4.683191174156207,-1.1738755000904746,-3.509315674065732,16.36706335050711,27.77943453190143,331.6763291659281,308.4424987792969,285.2086683926657,-10.599219922248686,交叉混雜,87.0
0061,2026-07-29,24.818000030517577,24.755999946594237,24.898499965667725,25.018833351135253,230890.0,50.56871062349441,52.98713668339033,-0.09268839501331883,-0.0655745093234516,-0.027113885689867223,45.57619313669424,46.588805550030344,25.543979113501617,24.898499965667725,24.253020817833832,-0.7972335803441168,交叉混雜,75.0
00929,2026-07-29,27.98800048828125,28.35700035095215,29.39450035095215,,36068389.2,22.630993955771377,28.736421521432437,-0.7017495524379349,-0.41110709804310686,-0.29064245439482805,19.056995488512356,39.27873003686914,32.084336794677824,29.39450035095215,26.70466390722647,-10.153261555416663,,
1101,2026-07-29,24.269999694824218,24.049999809265138,23.597500038146972,24.108333333333334,32165665.2,75.02484736757096,75.36542833369991,0.12167079005091352,-0.03774123456922157,0.1594120246201351,58.80846731956834,56.465179373091985,24.796391407679703,23.597500038146972,22.39860866861424,3.188898578689634,交叉混雜,65.0
1102,2026-07-29,32.869999694824216,32.920000076293945,34.30000019073486,34.57666670481364,8330934.8,36.930066682859284,31.07293002502828,-0.6716920450866866,-0.5227957511433856,-0.14889629394330095,34.70390160042719,36.047860878690095,37.35923997523788,34.30000019073486,31.240760406231846,-4.373180598638882,空排,35.0
1103,2026-07-29,13.229999923706055,13.424999904632568,13.46749987602234,13.40999992688497,744812.0,31.527932450342142,35.86151568207777,-0.05654101210483553,-0.021558690490477865,-0.034982321614357666,38.57476758562654,41.78510346519331,13.833524031514418,13.46749987602234,13.10147572053026,-1.9862637402615617,交叉混雜,53.0
1104,2026-07-29,26.70999984741211,26.7,26.92250003814697,27.685833358764647,686097.8,44.10247833864555,34.27016398046129,-0.28434690460447243,-0.3281045460945764,0.04375764149010397,54.066269165148995,46.15437750832641,27.558668441957824,26.92250003814697,26.28633163433612,-0.2692902092098379,交叉混雜,43.0
1108,2026-07-29,12.089999961853028,12.194999885559081,12.982499837875366,13.569999996821085,336634.8,12.851002407953782,9.574354006595664,-0.484811529647871,-0.38894030188340456,-0.09587122776446644,12.463435985135206,19.191063046864357,14.637563741500852,12.982499837875366,11.32743593424988,-7.9530139919431875,空排,18.0
1109,2026-07-29,13.800000190734863,13.825000095367432,14.247499990463258,14.58083332379659,115334.2,20.419966324834306,14.465687115675763,-0.24141074447151034,-0.20110995219000893,-0.04030079228150141,40.07678233235977,34.621294431112375,15.124381199578682,14.247499990463258,13.370618781347833,-2.7899604089110532,空排,32.0
1110,2026-07-29,15.989999580383301,15.974999713897706,15.892499828338623,15.294166580835979,187645.2,58.91447932092561,58.08706531385195,0.14938662028688832,0.16256210583134356,-0.013175485544455245,58.25779791915774,57.08969295566415,16.226966845164707,15.892499828338623,15.558032811512538,0.9910297965904601,多排,55.0
1201,2026-07-29,12.30999984741211,12.489999866485595,12.502499914169311,12.354999987284343,539558.0,26.31758573126289,33.61300147071658,-0.03007980513960895,0.017857192284908813,-0.04793699742451776,34.66550310438414,40.87516115756635,12.829326723311064,12.502499914169311,12.175673105027558,-2.0195954081403227,交叉混雜,30.0
1203,2026-07-29,47.880001068115234,47.125000381469725,45.255000305175784,43.69333343505859,58140.0,88.01871772517157,84.95961297065762,1.3971148220069054,0.9823399925664762,0.4147748294404292,86.65270888035145,80.24453239924155,49.58833509219227,45.255000305175784,40.9216655181593,10.374545190814429,多排,82.0
1210,2026-07-29,57.5,57.630000305175784,57.64500007629395,55.03999996185303,1962416.6,41.24418640104856,42.07080920311881,0.5082587822504792,0.6668191137637071,-0.1585603315132279,44.08457397146707,51.03342265739742,58.80480908394881,57.64500007629395,56.48519106863908,-0.7719651535528336,交叉混雜,70.0
1215,2026-07-29,107.4,108.9,110.525,120.58333333333333,1227701.2,27.295913516011115,28.52046478610872,-2.8564810102097056,-2.7675098049814646,-0.08897120522824098,29.667354013551247,31.617326429674648,115.22074275275139,110.525,105.82925724724862,-3.64171002035739,空排,12.0
1216,2026-07-29,77.41999969482421,78.28000030517578,78.04000053405761,75.18333333333334,17862241.4,43.68916264753553,47.47681727330529,0.592722887567092,0.8690764719417392,-0.2763535843746472,55.25771120686914,55.64129321416118,80.59087145086644,78.04000053405761,75.48912961724878,0.20501846884887145,交叉混雜,69.0
1217,2026-07-29,9.97399959564209,9.974999809265137,9.998499822616576,9.816999944051107,485465.6,47.71002087574418,39.70732936603942,0.02192378475054113,0.028921997948724208,-0.006998213198183077,52.243786976025355,52.630354838085005,10.136038336918212,9.998499822616576,9.860961308314941,-0.18503056166886891,交叉混雜,53.0
1218,2026-07-29,15.960000228881835,16.160000038146972,16.505000114440918,17.895000076293947,1641797.4,23.00395656664851,21.80188342681371,-0.5234980191867713,-0.5300427815872346,0.006544762400463311,40.62599261075831,34.87772514281903,17.583449374934236,16.505000114440918,15.426550853947598,-3.0596795573425783,空排,26.0
1219,2026-07-29,11.689999771118163,11.809999752044678,12.00249981880188,12.456666580835979,586492.4,20.407248035079096,25.162640368213914,-0.22423971897875283,-0.20384898082680106,-0.020390738151951776,35.254978489630076,35.7577374802637,12.602916410947621,12.00249981880188,11.402083226656138,-2.9368898612222094,空排,26.0
1220,2026-07-29,11.30999984741211,11.325,11.475000047683716,11.711666679382324,88554.4,38.11441232334424,37.397909527304385,-0.1170268950832778,-0.10698683054736118,-0.010040064535916618,35.12230804759183,35.784642416365415,11.878276337176366,11.475000047683716,11.071723758191066,-1.9607847211219271,空排,33.0
1225,2026-07-29,26.75,26.829999923706055,27.29749994277954,29.281666660308836,131335.4,52.053114953117685,41.44288775969531,-0.7225380340686272,-0.805794928182205,0.08325689411357784,59.35304202721627,43.98196416271128,28.81562742066139,27.29749994277954,25.779372464897694,-0.3571725617527773,空排,35.0
1227,2026-07-29,29.3,29.700000190734862,29.817500114440918,29.053333409627278,1823704.0,50.852928541806904,45.4214282834796,0.06467557582757166,0.15390987875092443,-0.08923430292335277,55.72226660046203,53.27502276144347,30.69725791509497,29.817500114440918,28.937742313786867,-0.05869330867175964,交叉混雜,54.0
1229,2026-07-29,41.53000106811523,41.085000610351564,41.09003849029541,40.55908101399739,4374668.0,44.42946055478108,47.33453656542095,0.032161969443798455,0.00793799541980561,0.024223974023992845,46.77109090049955,48.726844266219196,43.056629039643234,41.09003849029541,39.12344794094759,-0.4624891370237811,交叉混雜,44.0
1231,2026-07-29,91.4000015258789,91.31000061035157,89.34500045776367,87.6533332824707,584436.4,57.163683841784234,67.68333021339907,1.0520012913083576,0.9017959744894642,0.15020531681889338,47.208397469441785,53.080340491007064,93.78096575787059,89.34500045776367,84.90903515765676,1.0688931547385228,多排,37.0
1232,2026-07-29,153.9,157.6,152.6,148.525,297277.8,18.362824970137577,26.76707520105394,2.439866196877972,2.584929306940471,-0.14506311006249906,56.271392318433406,56.584037011460175,165.99127760109002,152.6,139.20872239890997,2.5557011795543945,交叉混雜,71.0
1233,2026-07-29,29.079999923706055,28.9,28.527499961853028,28.32333323160807,22990.2,47.389737179719916,51.11585228142116,0.24273882174480121,0.18082380588686006,0.06191501585794115,57.08124492630168,58.953625448609756,29.432151812315063,28.527499961853028,27.622848111390994,1.4810298892345741,多排,51.0
1234,2026-07-29,33.779999542236325,33.739999771118164,33.51249980926514,34.20333360036214,180921.2,72.96210936901637,66.09098823649424,-0.09225445095868423,-0.18846252849787093,0.0962080775391867,67.53726534318884,56.94995194911343,34.14734301998841,33.51249980926514,32.87765659854186,1.7530732359557746,交叉混雜,42.0
1235,2026-07-29,36.69000015258789,36.76500015258789,36.55750045776367,38.37666676839193,26369.0,61.66307787010568,54.21475604353822,-0.22059769974801213,-0.40149331965684265,0.18089561990883052,63.47586798365989,54.87411993347223,37.70882717635843,36.55750045776367,35.40617373916891,2.304591554580182,交叉混雜,15.0
1236,2026-07-29,23.589999771118165,23.549999809265138,24.172499656677246,24.82583328882853,49796.0,50.967607139824736,41.66062140274959,-0.4593664228631127,-0.4665064725041486,0.007140049641035928,55.57499790900143,43.92182221264018,26.27349532107616,24.172499656677246,22.07150399227833,-1.3341577403577893,交叉混雜,57.0
1240,2026-07-29,54.48000030517578,54.81000022888183,56.27999992370606,57.40333334604899,9424.6,3.8612231570253863,10.215162593748682,-0.9820465014487851,-0.7480985547298665,-0.2339479467189186,16.76573475227127,23.733839761332035,59.663302351726415,56.27999992370606,52.8966974956857,-4.761907344026316,空排,39.0
1256,2026-07-29,181.9,183.8,188.75,185.69166666666666,96732.6,24.456295755200212,27.244592143245825,-1.480652374784654,0.2389474851340933,-1.7195998599187474,22.352311508142662,33.85584123737566,203.05310970972357,188.75,174.44689029027643,-7.81456953642384,交叉混雜,79.0
1259,2026-07-29,60.04000015258789,59.62999992370605,58.625000190734866,58.090000025431316,23000.6,83.23280814364753,84.92143600164843,0.6264314929398367,0.4460678375571988,0.18036365538263788,56.02121920593899,57.469789151266234,61.32304987562313,58.625000190734866,55.926950505846605,2.174842355643254,多排,66.0
1264,2026-07-29,257.1,257.6,263.65,268.15833333333336,20826.0,19.74017700562607,23.945968569369704,-3.6708083927202324,-2.9965132739463813,-0.6742951187738511,10.227511946009912,20.762277519781904,277.2111674703175,263.65,250.08883252968246,-3.280864782856051,空排,35.0
1268,2026-07-29,170.4,171.5,169.8,167.49166666666667,29629.4,34.430105589270255,50.12842594381317,0.634778218583989,0.8942085213155321,-0.2594303027315431,31.775181403495097,41.89549073144923,175.99337506831347,169.8,163.60662493168655,-1.648998822143705,交叉混雜,72.0
1294,2026-07-29,56.019998931884764,56.28999977111816,57.9875,62.93888880411784,17712.4,30.00667598081995,27.716512985967398,-2.1367817768421773,-2.1811722147610606,0.04439043791888331,39.65458960481225,33.816635398729616,63.26644296861801,57.9875,52.708557031381986,-3.255014487396255,空排,35.0
1295,2026-07-29,47.79000015258789,48.32000045776367,48.86750030517578,49.82215270996094,36919.0,15.985730981790084,20.340930140112448,-0.575369123677703,-0.37968183330925553,-0.19568729036844745,26.578877505401607,36.162085945646076,51.1472217072044,48.86750030517578,46.58777890314716,-4.742417872087837,空排,2.0
1301,2026-07-29,60.85999984741211,61.97999954223633,60.81999950408935,52.604999987284344,70403106.8,23.678684966107753,38.57619257712974,1.800611501546804,2.7607629166559606,-0.9601514151091566,30.842192266701318,43.92582579570297,67.81160236253267,60.81999950408935,53.82839664564604,-7.596183457448507,交叉混雜,86.0
1303,2026-07-29,169.4,185.7,189.225,136.42500012715658,82908295.4,11.348125573682507,26.001405774302224,4.819249411062003,13.919973400602343,-9.10072398954034,21.90921497057309,36.40586797067091,230.46687320264678,189.225,147.9831267973532,-25.22129739727837,交叉混雜,98.0
1304,2026-07-29,12.259999847412109,12.794999980926514,13.397499990463256,13.045833301544189,7912401.8,12.462219709641849,15.515660654810505,-0.3866573212264175,-0.11706280316386816,-0.2695945180625493,16.71986361671091,29.29278071429556,15.360707695065228,13.397499990463256,11.434292285861284,-15.655904468904321,交叉混雜,54.0
1305,2026-07-29,11.839999961853028,12.249999904632569,12.812499952316283,12.824999984105428,4093444.8,15.929369527641438,20.41488937779711,-0.413956404914801,-0.21156720227993098,-0.20238920263487004,16.05231359614598,28.444442761124492,14.59807824971969,12.812499952316283,11.026921654912877,-14.536586536450589,空排,36.0
1307,2026-07-29,31.599999618530273,31.909999656677247,32.480000019073486,33.145833333333336,705837.6,27.996070028072367,35.94304776664645,-0.7024033250380697,-0.5498372848086522,-0.15256604022941744,22.19490712159235,31.600696296776547,34.838500713146374,32.480000019073486,30.121499325000595,-5.63423768309288,空排,55.0
1308,2026-07-29,13.460000038146973,13.955000114440917,14.452500057220458,13.862500015894572,4054493.0,13.747528045845284,17.762397503903046,-0.25639708838819075,-0.0009008161932479095,-0.25549627219494286,18.438920059777374,30.983672993561257,16.08263584860373,14.452500057220458,12.822364265837187,-12.471893662367826,交叉混雜,49.0
1309,2026-07-29,13.900000190734863,14.300000095367432,14.720000171661377,15.33000005086263,8073968.0,16.175564079098216,21.851720098090034,-0.47001954223333975,-0.28162892841697773,-0.18839061381636202,20.21291259215411,30.735464766216126,16.490637851580015,14.720000171661377,12.949362491742741,-14.402172319760076,空排,48.0
1310,2026-07-29,8.934000015258789,9.554999923706054,10.15750002861023,9.228166667620341,9440331.8,7.455934878933839,12.14703534094407,-0.30881119224595643,0.0497237037361524,-0.35853489598210886,10.029465255987404,23.588828502216742,12.19232190091273,10.15750002861023,8.122678156307728,-26.55673131051258,交叉混雜,26.0
