stock_code,snapshot_at,price,open,high,low,volume
1104,2026-08-13 12:09:47,26.450000762939453,26.700000762939453,26.75,26.450000762939453,399394
1103,2026-08-13 12:09:47,13.149999618530273,13.399999618530273,13.399999618530273,13.100000381469727,116192
1102,2026-08-13 12:09:47,31.75,32.54999923706055,32.54999923706055,31.700000762939453,13346827
1101,2026-08-13 12:09:47,24.350000381469727,24.549999237060547,24.700000762939453,24.200000762939453,16036336
1108,2026-08-13 12:09:47,11.800000190734863,11.75,11.800000190734863,11.649999618530273,220595
1201,2026-08-13 12:09:47,12.199999809265137,12.300000190734863,12.300000190734863,12.199999809265137,107668
1109,2026-08-13 12:09:47,13.550000190734863,13.600000381469727,13.600000381469727,13.5,44755
1110,2026-08-13 12:09:47,16.200000762939453,16.299999237060547,16.299999237060547,16.049999237060547,96183
1203,2026-08-13 12:09:47,46.25,46.599998474121094,46.599998474121094,46.25,2204
1210,2026-08-13 12:09:47,52.5,52.900001525878906,52.900001525878906,52.0,1688355
1213,2026-08-13 12:09:47,7.619999885559082,7.71999979019165,7.71999979019165,7.619999885559082,2000
1215,2026-08-13 12:09:47,107.5,109.5,109.5,107.5,292357
1216,2026-08-13 12:09:47,75.4000015258789,76.5,76.5,75.0999984741211,6731990
1219,2026-08-13 12:09:47,11.0,11.050000190734863,11.100000381469727,10.949999809265137,193115
1217,2026-08-13 12:09:47,9.899999618530273,9.949999809265137,9.949999809265137,9.890000343322754,172549
1220,2026-08-13 12:09:47,10.949999809265137,11.050000190734863,11.050000190734863,10.949999809265137,125148
1225,2026-08-13 12:09:47,24.799999237060547,24.549999237060547,24.950000762939453,24.549999237060547,9496
1227,2026-08-13 12:09:47,28.899999618530273,28.899999618530273,28.899999618530273,28.600000381469727,550411
1229,2026-08-13 12:09:47,41.25,41.70000076293945,41.79999923706055,41.04999923706055,1064743
1231,2026-08-13 12:09:47,80.80000305175781,82.0999984741211,82.0999984741211,80.69999694824219,225642
1232,2026-08-13 12:09:47,153.5,155.5,155.5,152.0,247476
