code,ts,price,open,high,low,volume
1560,2026-09-25 13:59:49,971,950,975,945,1846360
2069,2026-09-25 13:59:49,25.700000762939453,24.649999618530273,26.100000381469727,24.5,1930580
2886,2026-09-25 13:59:49,49.599998474121094,49.400001525878906,49.849998474121094,49.349998474121094,6551878
3029,2026-09-25 13:59:49,120,119,122,118.5,1753278
2530,2026-09-25 13:59:49,20.149999618530273,20.100000381469727,20.350000381469727,20,230528
2890,2026-09-25 13:59:49,45.150001525878906,44.54999923706055,45.400001525878906,44.54999923706055,8198596
4967,2026-09-25 13:59:49,272.5,271,273,268,1012328
2637,2026-09-25 13:59:49,100.5,100,101,98.5999984741211,1625641
3441,2026-09-25 13:59:49,181,176,181,175,522181
1569,2026-09-25 13:59:49,64.69999694824219,63.79999923706055,68,62.599998474121094,7199868
6885,2026-09-25 13:59:49,31.149999618530273,30.149999618530273,31.700000762939453,29.899999618530273,1180896
3532,2026-09-25 13:59:49,452.5,445,453,437,4181564
1709,2026-09-25 13:59:49,43.5,45.849998474121094,46.45000076293945,43.5,43952629
2897,2026-09-25 13:59:49,11.050000190734863,11.149999618530273,11.149999618530273,11,2528995
0055,2026-09-25 13:59:49,49.540000915527344,49.86000061035156,49.86000061035156,49.400001525878906,570120
2905,2026-09-25 13:59:49,18.299999237060547,18.75,18.75,18.299999237060547,1075649
5340,2026-09-25 13:59:49,81.30000305175781,81,82,81,666761
3406,2026-09-25 13:59:49,901,901,911,885,2626803
6224,2026-09-25 13:59:49,82.19999694824219,81.5999984741211,84.5999984741211,81.19999694824219,791113
6133,2026-09-25 13:59:49,25.950000762939453,26,26.75,25.899999618530273,2133016
6416,2026-09-25 13:59:49,116.5,116,117,115,237980
8996,2026-09-25 13:59:49,1530,1555,1560,1480,2585133
4576,2026-09-25 13:59:49,225,223.5,225,219,730837
2889,2026-09-25 13:59:49,16.549999237060547,16.850000381469727,16.850000381469727,16.5,9069322
2887,2026-09-25 13:59:49,42.5,42.54999923706055,43,42.29999923706055,17382024
