stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00632R,2026-09-10,3016981,0,0,39408343,42425324
00403A,2026-09-10,-180852,0,0,42512305,42331453
6770,2026-09-10,28000856,0,-21000,2199738,30179594
2409,2026-09-10,18535003,0,-40451,5147393,23641945
2892,2026-09-10,10641739,0,5934376,87881,16663996
2883,2026-09-10,13778581,0,601627,-236164,14144044
1312,2026-09-10,10033336,0,0,12325,10045661
1303,2026-09-10,7355596,0,1925000,-29639,9250957
00991A,2026-09-10,1403600,0,0,7517059,8920659
00988A,2026-09-10,-226268,0,0,9010000,8783732
00407A,2026-09-10,-2275900,0,0,10744100,8468200
2812,2026-09-10,8707597,0,-261846,-174683,8271068
2884,2026-09-10,1374571,0,6110091,-165819,7318843
1101,2026-09-10,6800000,0,226000,68486,7094486
2886,2026-09-10,6735026,0,150736,3145,6888907
2834,2026-09-10,6721030,0,-4000,-542280,6174750
6257,2026-09-10,5844345,0,-4000,288017,6128362
00990A,2026-09-10,-1696000,0,0,7232968,5536968
00405A,2026-09-10,-625840,0,0,6162648,5536808
2481,2026-09-10,5094162,0,370000,-189061,5275101
00940,2026-09-10,118241,0,0,4654914,4773155
3016,2026-09-10,4507474,0,0,222489,4729963
3711,2026-09-10,4770417,0,-20481,-411759,4338177
00409A,2026-09-10,4139000,0,0,-111189,4027811
3702,2026-09-10,3852032,0,-49000,138039,3941071
2412,2026-09-10,3915042,0,99325,-79000,3935367
2880,2026-09-10,3886166,0,88000,-276077,3698089
00922,2026-09-10,1373998,0,0,2243445,3617443
009820,2026-09-10,-542000,0,0,4046044,3504044
00878,2026-09-10,-484208,0,0,3964832,3480624
2354,2026-09-10,3382915,0,-4000,13581,3392496
5880,2026-09-10,2814301,0,119000,-98665,2834636
5876,2026-09-10,2637540,0,290000,-97000,2830540
00891,2026-09-10,-111900,0,0,2861660,2749760
1102,2026-09-10,2471985,0,225582,-159710,2537857
00997A,2026-09-10,-87900,0,0,2613321,2525421
00953B,2026-09-10,9000,0,800000,1510117,2319117
2313,2026-09-10,2464475,0,-76000,-136174,2252301
3189,2026-09-10,1849475,0,344000,9296,2202771
2881,2026-09-10,2417568,0,83790,-350085,2151273
00686R,2026-09-10,-10000,0,0,2143000,2133000
00637L,2026-09-10,475000,0,0,1523644,1998644
2454,2026-09-10,1717011,0,55475,8677,1781163
2305,2026-09-10,1585372,0,0,150663,1736035
2820,2026-09-10,1648080,0,0,3000,1651080
00676R,2026-09-10,-28000,0,0,1457831,1429831
2637,2026-09-10,1029267,0,360000,13637,1402904
2885,2026-09-10,1267090,0,324892,-196699,1395283
1904,2026-09-10,1441613,0,-30000,-16977,1394636
3045,2026-09-10,1515639,0,15041,-137005,1393675
2891,2026-09-10,-993294,0,2497621,-121558,1382769
2449,2026-09-10,1574604,0,-230101,-30746,1313757
2515,2026-09-10,1360148,0,-34000,-21722,1304426
00882,2026-09-10,8000,0,0,1284116,1292116
6226,2026-09-10,1263459,0,0,18037,1281496
2303,2026-09-10,-10293057,0,12517806,-977878,1246871
00900,2026-09-10,250010,0,0,966513,1216523
