index_code,trade_date,open,high,low,close,volume
DJI,2026-09-24,51415.75,51485.96875,51124.01953125,51349.98046875,390410000
NASDAQ,2026-09-24,26734.509765625,26971.0390625,26706.140625,26939.369140625,8078820000
SOX,2026-09-24,12309.08984375,12517.919921875,12258.3896484375,12492.5400390625,0
SPX,2026-09-24,7666.990234375,7719.009765625,7662.56982421875,7704.1298828125,5316390000
TAIEX,2026-09-24,48075.390625,48117.5390625,47754.71875,48024.6015625,3540900
TPEx,2026-09-24,413.2200012207031,413.6099853515625,410.6400146484375,412.989990234375,0
