stock_code,trade_date,foreign_net,foreign_dealer_net,trust_net,dealer_net,total_net
00637L,2026-08-07,4159000,0,0,18837046,22996046
2618,2026-08-07,22000373,0,127000,496096,22623469
1216,2026-08-07,20335509,0,-97000,-4412,20234097
2409,2026-08-07,13144500,0,-2000,4462247,17604747
2887,2026-08-07,14196618,0,55000,232392,14484010
1402,2026-08-07,14004021,0,120000,196254,14320275
2610,2026-08-07,6171434,0,6997000,237000,13405434
2002,2026-08-07,12050525,0,0,-182149,11868376
00407A,2026-08-07,13750,0,0,9434988,9448738
8112,2026-08-07,8478001,0,-49635,132924,8561290
009821,2026-08-07,3257000,0,0,5212172,8469172
3231,2026-08-07,17158210,0,-10276000,861453,7743663
00631L,2026-08-07,-3219939,0,0,10575665,7355726
00999A,2026-08-07,-408000,0,0,7660368,7252368
2867,2026-08-07,6380713,0,0,361000,6741713
00715L,2026-08-07,709000,0,0,5758602,6467602
2891,2026-08-07,6209635,0,-181000,93719,6122354
2027,2026-08-07,1783441,0,4865000,-541193,6107248
2606,2026-08-07,5583726,0,-14000,291258,5860984
2014,2026-08-07,5766000,0,0,-17000,5749000
6213,2026-08-07,5801407,0,-40000,-268247,5493160
2354,2026-08-07,4273007,0,0,428368,4701375
2882,2026-08-07,4316898,0,-2000,60866,4375764
00633L,2026-08-07,121000,0,0,4223116,4344116
6269,2026-08-07,3972980,0,0,307951,4280931
2031,2026-08-07,4147307,0,-1000,116902,4263209
00953B,2026-08-07,2317,0,5000000,-939107,4063210
00990A,2026-08-07,7019100,0,0,-2998942,4020158
009824,2026-08-07,833000,0,0,3175966,4008966
00988A,2026-08-07,16442630,0,-15400000,2875620,3918250
2603,2026-08-07,2472468,0,1183000,-71406,3584062
009820,2026-08-07,164000,0,0,3300418,3464418
4763,2026-08-07,3285176,0,0,52200,3337376
1101,2026-08-07,3459974,0,-2000,-158560,3299414
009819,2026-08-07,3198000,0,0,87306,3285306
5880,2026-08-07,3220840,0,0,27000,3247840
2881,2026-08-07,3370012,0,-140000,15799,3245811
2010,2026-08-07,3085110,0,0,75015,3160125
00671R,2026-08-07,0,0,0,3027000,3027000
2034,2026-08-07,2946492,0,0,65610,3012102
2885,2026-08-07,2635069,0,351000,-25364,2960705
2451,2026-08-07,3001646,0,-4000,-80637,2917009
2006,2026-08-07,2988350,0,-13000,-70778,2904572
8422,2026-08-07,2605735,0,-25000,282215,2862950
9945,2026-08-07,2558147,0,0,179386,2737533
2547,2026-08-07,2504457,0,0,66000,2570457
2504,2026-08-07,2493149,0,0,69829,2562978
2049,2026-08-07,3854924,0,-1540000,247362,2562286
00940,2026-08-07,-1690995,0,0,4183095,2492100
2408,2026-08-07,2147570,0,-21000,365468,2492038
2890,2026-08-07,2427705,0,33000,15985,2476690
00900,2026-08-07,990036,0,0,1391132,2381168
00919,2026-08-07,-6548206,0,0,8875267,2327061
2301,2026-08-07,2128749,0,20000,147811,2296560
2637,2026-08-07,2268589,0,-82000,40650,2227239
00830,2026-08-07,2637011,0,0,-481613,2155398
9904,2026-08-07,2078735,0,123000,-93111,2108624
1608,2026-08-07,2013439,0,-2000,45955,2057394
5522,2026-08-07,1935000,0,7000,37000,1979000
2330,2026-08-07,641660,0,61000,1242950,1945610
3045,2026-08-07,1724407,0,105063,8989,1838459
3006,2026-08-07,1792250,0,15000,21835,1829085
4566,2026-08-07,1801000,0,0,17282,1818282
2515,2026-08-07,1758701,0,0,54000,1812701
2101,2026-08-07,1721930,0,0,72914,1794844
2412,2026-08-07,1407518,0,369876,-27000,1750394
4904,2026-08-07,944453,0,763000,40338,1747791
9907,2026-08-07,1720000,0,-8000,21000,1733000
3605,2026-08-07,1821650,0,0,-94307,1727343
4142,2026-08-07,1706130,0,0,12273,1718403
2371,2026-08-07,1711103,0,0,-29623,1681480
2009,2026-08-07,1695195,0,0,-13977,1681218
00402A,2026-08-07,534000,0,0,1135800,1669800
