stock_code,trade_date,open,high,low,close,volume
1101,2026-08-06,23.950000762939453,24.549999237060547,23.950000762939453,24.350000381469727,16623017
1103,2026-08-06,12.949999809265137,13.050000190734863,12.949999809265137,13.0,109436
1102,2026-08-06,32.5,32.849998474121094,32.5,32.849998474121094,3324695
1104,2026-08-06,26.350000381469727,26.549999237060547,26.350000381469727,26.450000762939453,271711
1108,2026-08-06,12.0,12.050000190734863,11.949999809265137,12.0,188432
1201,2026-08-06,12.050000190734863,12.100000381469727,12.050000190734863,12.050000190734863,120151
1110,2026-08-06,15.75,15.949999809265137,15.600000381469727,15.800000190734863,299785
1109,2026-08-06,13.550000190734863,13.600000381469727,13.5,13.550000190734863,56704
1203,2026-08-06,46.75,47.099998474121094,46.75,47.0,12429
1210,2026-08-06,55.0,55.099998474121094,54.5,55.0,2793601
1215,2026-08-06,103.5,107.0,103.5,107.0,651242
1213,2026-08-06,7.489999771118164,7.489999771118164,7.489999771118164,7.489999771118164,1065
1217,2026-08-06,9.779999732971191,9.829999923706055,9.779999732971191,9.789999961853027,131774
1216,2026-08-06,72.80000305175781,73.9000015258789,72.5,73.0,12600954
1218,2026-08-06,15.350000381469727,15.600000381469727,15.350000381469727,15.449999809265137,866647
1219,2026-08-06,10.5,10.600000381469727,10.5,10.600000381469727,297409
1220,2026-08-06,11.149999618530273,11.149999618530273,11.050000190734863,11.100000381469727,41648
1225,2026-08-06,24.350000381469727,24.350000381469727,23.549999237060547,23.649999618530273,173378
1227,2026-08-06,28.600000381469727,28.950000762939453,28.600000381469727,28.75,461793
1229,2026-08-06,40.0,40.650001525878906,40.0,40.599998474121094,1217845
1231,2026-08-06,79.19999694824219,80.0999984741211,79.19999694824219,79.69999694824219,361939
1232,2026-08-06,152.5,155.0,152.5,153.5,166861
1233,2026-08-06,28.799999237060547,28.899999618530273,28.799999237060547,28.799999237060547,14108
1234,2026-08-06,33.5,33.54999923706055,33.29999923706055,33.29999923706055,132837
1235,2026-08-06,36.54999923706055,36.54999923706055,35.54999923706055,35.54999923706055,5010
1236,2026-08-06,24.899999618530273,25.100000381469727,24.799999237060547,24.950000762939453,83443
1256,2026-08-06,182.5,185.0,180.5,180.5,39882
1301,2026-08-06,55.599998474121094,55.900001525878906,54.70000076293945,55.099998474121094,8490206
1303,2026-08-06,174.0,182.0,169.5,176.0,44954852
1304,2026-08-06,11.449999809265137,11.75,11.449999809265137,11.649999618530273,1034768
1305,2026-08-06,11.149999618530273,11.449999809265137,11.149999618530273,11.300000190734863,606778
1307,2026-08-06,31.75,32.20000076293945,31.75,32.04999923706055,218535
1308,2026-08-06,12.899999618530273,13.100000381469727,12.850000381469727,12.949999809265137,778181
1310,2026-08-06,8.1899995803833,8.300000190734863,7.889999866485596,7.900000095367432,6694452
1309,2026-08-06,12.800000190734863,12.800000190734863,12.399999618530273,12.600000381469727,1393028
1312,2026-08-06,11.949999809265137,12.050000190734863,11.899999618530273,12.0,1546688
1313,2026-08-06,11.0,11.75,11.0,11.5,6300336
1314,2026-08-06,7.840000152587891,8.0,7.789999961853027,7.809999942779541,12551273
1315,2026-08-06,63.400001525878906,63.400001525878906,63.099998474121094,63.29999923706055,6059
1316,2026-08-06,10.0,10.100000381469727,9.960000038146973,10.0,672642
1319,2026-08-06,74.0,76.4000015258789,73.69999694824219,76.0999984741211,2868494
1321,2026-08-06,31.600000381469727,31.850000381469727,31.549999237060547,31.649999618530273,101000
1323,2026-08-06,19.75,19.899999618530273,19.600000381469727,19.700000762939453,22318
1324,2026-08-06,9.960000038146973,9.960000038146973,9.920000076293945,9.920000076293945,19065
1325,2026-08-06,26.950000762939453,27.100000381469727,26.350000381469727,26.350000381469727,241318
1337,2026-08-06,4.679999828338623,4.699999809265137,4.639999866485596,4.670000076293945,139638
1326,2026-08-06,58.20000076293945,59.099998474121094,57.70000076293945,57.900001525878906,8958010
1338,2026-08-06,15.300000190734863,15.399999618530273,15.100000381469727,15.149999618530273,46163
1340,2026-08-06,5.059999942779541,5.099999904632568,5.03000020980835,5.059999942779541,110501
1341,2026-08-06,58.099998474121094,58.099998474121094,57.79999923706055,57.79999923706055,2003
1339,2026-08-06,44.5,45.150001525878906,44.349998474121094,45.0,146754
1342,2026-08-06,102.0,102.0,100.0,101.0,180021
1402,2026-08-06,26.600000381469727,27.100000381469727,26.600000381469727,27.049999237060547,7224022
1410,2026-08-06,25.799999237060547,25.799999237060547,25.350000381469727,25.549999237060547,10007
1409,2026-08-06,22.5,23.100000381469727,22.25,22.350000381469727,5677881
1413,2026-08-06,9.199999809265137,9.210000038146973,9.199999809265137,9.199999809265137,17066
1414,2026-08-06,19.549999237060547,19.549999237060547,18.899999618530273,19.0,138131
1416,2026-08-06,10.75,10.800000190734863,10.699999809265137,10.75,39681
1417,2026-08-06,8.350000381469727,8.350000381469727,8.180000305175781,8.199999809265137,64448
1418,2026-08-06,18.200000762939453,18.200000762939453,18.049999237060547,18.049999237060547,4060
1423,2026-08-06,35.54999923706055,35.54999923706055,34.45000076293945,35.099998474121094,7502
1419,2026-08-06,63.5,64.5,63.5,63.900001525878906,88527
