stock_code,snapshot_at,price,open,high,low,volume
1102,2026-08-06 12:09:58,32.849998474121094,32.5,32.849998474121094,32.5,3342592
1104,2026-08-06 12:09:58,26.5,26.350000381469727,26.549999237060547,26.350000381469727,256711
1101,2026-08-06 12:09:58,24.399999618530273,23.950000762939453,24.549999237060547,23.950000762939453,16435594
1103,2026-08-06 12:09:58,12.949999809265137,12.949999809265137,13.050000190734863,12.949999809265137,90436
1108,2026-08-06 12:09:58,12.0,12.0,12.050000190734863,11.949999809265137,205612
1109,2026-08-06 12:09:58,13.600000381469727,13.550000190734863,13.600000381469727,13.5,46335
1201,2026-08-06 12:09:58,12.100000381469727,12.050000190734863,12.100000381469727,12.050000190734863,112151
1110,2026-08-06 12:09:58,15.800000190734863,15.75,15.949999809265137,15.600000381469727,296785
1203,2026-08-06 12:09:58,47.0,46.75,47.099998474121094,46.75,11429
1213,2026-08-06 12:09:58,7.489999771118164,7.489999771118164,7.489999771118164,7.489999771118164,0
1210,2026-08-06 12:09:58,55.0,55.0,55.099998474121094,54.5,2724059
1215,2026-08-06 12:09:58,107.5,103.5,107.5,103.5,679916
1216,2026-08-06 12:09:58,72.80000305175781,72.80000305175781,73.9000015258789,72.5,12521658
1217,2026-08-06 12:09:58,9.779999732971191,9.779999732971191,9.829999923706055,9.779999732971191,129074
1218,2026-08-06 12:09:58,15.350000381469727,15.350000381469727,15.600000381469727,15.350000381469727,860892
1219,2026-08-06 12:09:58,10.649999618530273,10.5,10.649999618530273,10.5,300841
1220,2026-08-06 12:09:58,11.100000381469727,11.149999618530273,11.149999618530273,11.050000190734863,40101
1227,2026-08-06 12:09:58,28.75,28.600000381469727,28.950000762939453,28.600000381469727,435793
1225,2026-08-06 12:09:58,23.649999618530273,24.350000381469727,24.350000381469727,23.549999237060547,172378
1229,2026-08-06 12:09:58,40.599998474121094,40.0,40.650001525878906,40.0,1227269
1231,2026-08-06 12:09:58,79.69999694824219,79.19999694824219,80.0999984741211,79.19999694824219,300953
1232,2026-08-06 12:09:58,154.0,152.5,155.0,152.5,147861
1233,2026-08-06 12:09:58,28.700000762939453,28.799999237060547,28.899999618530273,28.700000762939453,11107
1234,2026-08-06 12:09:58,33.29999923706055,33.5,33.54999923706055,33.29999923706055,125837
1235,2026-08-06 12:09:58,35.54999923706055,36.54999923706055,36.54999923706055,35.54999923706055,4000
1236,2026-08-06 12:09:58,24.950000762939453,24.899999618530273,25.100000381469727,24.799999237060547,80443
1256,2026-08-06 12:09:58,181.5,182.5,185.0,180.5,35035
1301,2026-08-06 12:09:58,55.20000076293945,55.599998474121094,55.900001525878906,54.70000076293945,8181465
1303,2026-08-06 12:09:58,175.5,174.0,182.0,169.5,43532640
1304,2026-08-06 12:09:58,11.649999618530273,11.449999809265137,11.75,11.449999809265137,1031851
1305,2026-08-06 12:09:58,11.300000190734863,11.149999618530273,11.449999809265137,11.149999618530273,613105
1307,2026-08-06 12:09:58,32.099998474121094,31.75,32.20000076293945,31.75,225535
1308,2026-08-06 12:09:58,12.949999809265137,12.899999618530273,13.100000381469727,12.850000381469727,758181
1309,2026-08-06 12:09:58,12.699999809265137,12.800000190734863,12.800000190734863,12.399999618530273,1478188
1310,2026-08-06 12:09:58,7.929999828338623,8.1899995803833,8.300000190734863,7.889999866485596,5773020
